GROUPCODE,STATCODE,STAT,ISSTATE,MetroName,MetroCode,y2006,y2007,y2008,y2009,y2010,y2011,y2012,y2013,y2014,y2015,y2016,y2017
"Family_Structure","sPar","In single parent families",0,"Augusta-Richmond County, GA-SC",12260,.10738079,.13289352,.17403744,.12497211,.12598771,.18003473,.11452223,.03567996,.19900984,.27394956,.16526319,.11343004
"Family_Structure","sPar","In single parent families",0,"Austin-Round Rock, TX",12420,.19392841,.14963378,.14531659,.1789116,.19553123,.1805266,.16079009,.17194395,.17018142,.15781762,.17415838,.1824092
"Family_Structure","sPar","In single parent families",0,"Bakersfield, CA",12540,.17938946,.17553197,.17211901,.16314685,.2024509,.2008636,.18420418,.18264876,.16445892,.15705894,.15142556,.18323682
"Family_Structure","sPar","In single parent families",0,"Baltimore-Columbia-Towson, MD",12580,.13801381,.14235662,.13288844,.15454091,.14780478,.14257464,.16309753,.14037272,.11294454,.12321903,.13696662,.14446835
"Family_Structure","sPar","In single parent families",0,"Baton Rouge, LA",12940,.11505867,.103021,.11183171,.13805425,.11541875,.10759278,.11812773,.08603902,.16185205,.1328484,.14803109,.21467523
"Family_Structure","sPar","In single parent families",0,"Birmingham-Hoover, AL",13820,.10110502,.09545446,.11273821,.12467219,.15317285,.17948046,.11155519,.12830792,.19427888,.15308262,.11069953,.12305079
"Family_Structure","sPar","In single parent families",0,"Boise City, ID",14260,.17846596,.14446858,.09641959,.09454646,.13921061,.11189103,.12536503,.14979917,.12813486,.13314319,.13681699,.12387595
"Family_Structure","sPar","In single parent families",0,"Boston-Cambridge-Newton, MA-NH",14460,.22785164,.21767874,.22596519,.21557724,.20652093,.22276384,.22248438,.21735337,.21831477,.22524641,.23088884,.2271332
"Family_Structure","sPar","In single parent families",0,"Bridgeport-Stamford-Norwalk, CT",14860,.15051869,.13846512,.14906985,.15479191,.14831959,.14201613,.15992571,.16535492,.15176626,.15971921,.15766329,.14953186
"Family_Structure","sPar","In single parent families",0,"Buffalo-Cheektowaga-Niagara Falls, NY",15380,.09474421,.10905203,.17039427,.17954376,.1510593,.13984062,.12063731,.14710437,.18378896,.20329589,.22422726,.14909126
"Family_Structure","sPar","In single parent families",0,"Cape Coral-Fort Myers, FL",15980,.15781841,.1933139,.21176225,.21300772,.24637069,.25455591,.22014946,.19218871,.20917051,.23222534,.19941941,.20334634
"Family_Structure","sPar","In single parent families",0,"Charleston-North Charleston, SC",16700,.18981975,.18297806,.19087924,.16950996,.14260109,.14554784,.12570223,.17899519,.22464715,.19200106,.17266457,.24277015
"Family_Structure","sPar","In single parent families",0,"Charlotte-Concord-Gastonia, NC-SC",16740,.16151454,.1365478,.13678826,.15430595,.15393992,.17020603,.16415597,.16237262,.1734703,.1536469,.15414859,.1916516
"Family_Structure","sPar","In single parent families",0,"Chattanooga, TN-GA",16860,.06347217,.06666417,.06610557,.09763916,.17346554,.24764965,.24392979,.19116144,.18395258,.14752412,.12711872,.10965911
"Family_Structure","sPar","In single parent families",0,"Chicago-Naperville-Elgin, IL-IN-WI",16980,.12200572,.11975721,.12294189,.12524581,.12669951,.13630506,.14133167,.13859907,.13955162,.14127432,.14493546,.15147452
"Family_Structure","sPar","In single parent families",0,"Cincinnati, OH-KY-IN",17140,.15145563,.15930669,.07143406,.16079386,.1776254,.14376201,.13935855,.1491151,.16057511,.12790971,.13571554,.13023244
"Family_Structure","sPar","In single parent families",0,"Cleveland-Elyria, OH",17460,.10495925,.12090281,.14334245,.11284436,.09842002,.12444784,.11824061,.09704343,.13720262,.13582101,.10818935,.12918824
"Family_Structure","sPar","In single parent families",0,"Colorado Springs, CO",17820,.16042273,.20766819,.19599977,.19458283,.22419861,.13512091,.07620081,.11711892,.16762511,.1624794,.1113489,.1089818
"Family_Structure","sPar","In single parent families",0,"Columbia, SC",17900,.2005634,.15927231,.17166209,.16096646,.13383323,.14066076,.17375691,.12029018,.10855506,.11401711,.13623887,.16202036
"Family_Structure","sPar","In single parent families",0,"Columbus, OH",18140,.20192237,.14537324,.15659401,.19116153,.18412775,.17291255,.20132929,.21628964,.2084997,.17861128,.1609136,.16585144
"Family_Structure","sPar","In single parent families",0,"Dallas-Fort Worth-Arlington, TX",19100,.16094823,.14342405,.14291851,.15722254,.16250986,.16619274,.171168,.16967446,.16783869,.16497362,.17592052,.17770708
"Family_Structure","sPar","In single parent families",0,"Dayton, OH",19380,.02755853,.14079583,.16630904,.1375609,.18915252,.15317738,.069388,.07717735,.10604315,.10369425,.04828082,.03842261
"Family_Structure","sPar","In single parent families",0,"Deltona-Daytona Beach-Ormond Beach, FL",19660,.22067118,.17803018,.10906814,.16859843,.15238376,.13952824,.21352568,.26137474,.18243425,.16762501,.18087398,.12884755
"Family_Structure","sPar","In single parent families",0,"Denver-Aurora-Lakewood, CO",19740,.1759434,.15760727,.17444998,.18580674,.17753226,.17790179,.17732398,.18307126,.19548196,.17945918,.16676962,.17757644
"Family_Structure","sPar","In single parent families",0,"Des Moines-West Des Moines, IA",19780,.25387156,.28700313,.10296688,.11885712,.18558107,.15651169,.12859745,.15385289,.19379617,.18963383,.17553556,.20490035
"Family_Structure","sPar","In single parent families",0,"Detroit-Warren-Dearborn, MI",19820,.10099477,.09135106,.09342612,.09218796,.08100235,.09990409,.10687018,.08555926,.10247509,.11198006,.09815013,.09798227
"Family_Structure","sPar","In single parent families",0,"El Paso, TX",21340,.27645022,.25402653,.27850324,.28971431,.26910603,.24427205,.28771988,.30085,.27441752,.25912905,.24331309,.26873073
"Family_Structure","sPar","In single parent families",0,"Fresno, CA",23420,.22779852,.21969044,.18873961,.21362528,.19146629,.17677964,.20131284,.21065262,.19994175,.18878751,.18577148,.19406505
"Family_Structure","sPar","In single parent families",0,"Grand Rapids-Wyoming, MI",24340,.19515674,.18674125,.17192207,.14189823,.14187726,.17632711,.18277356,.17355908,.15639344,.14906664,.15798841,.19287542
"Family_Structure","sPar","In single parent families",0,"Greensboro-High Point, NC",24660,.15157084,.24280526,.19311066,.16940092,.19578832,.18092404,.22810511,.23970215,.16167821,.16725387,.17417857,.1637878
"Family_Structure","sPar","In single parent families",0,"Greenville-Anderson-Mauldin, SC",24860,.17626333,.17650096,.22946334,.1828471,.14011674,.15551724,.11888696,.14190061,.15596914,.14541706,.12238457,.12411814
"Family_Structure","sPar","In single parent families",0,"Harrisburg-Carlisle, PA",25420,.19069892,.14452958,.16466938,.21123537,.19964516,.16002798,.10793896,.1189809,.13718037,.19906385,.21646163,.16191415
"Family_Structure","sPar","In single parent families",0,"Hartford-West Hartford-East Hartford, CT",25540,.18511057,.16779859,.17590816,.20067351,.21478385,.19049248,.17805427,.21377002,.20886211,.1776506,.15563758,.15010262
"Family_Structure","sPar","In single parent families",0,"Houston-The Woodlands-Sugar Land, TX",26420,.15865079,.1586863,.16231328,.15620947,.15631199,.17049102,.18134941,.17665465,.18062116,.19060896,.18638061,.18534346
"Family_Structure","sPar","In single parent families",0,"Indianapolis-Carmel-Anderson, IN",26900,.11725538,.16654249,.17906523,.16061407,.19395062,.20962965,.16270983,.15058997,.1623434,.16805144,.16415353,.14688967
"Family_Structure","sPar","In single parent families",0,"Jackson, MS",27140,.25616288,-97,-97,.15416591,.05541116,-97,-97,.08439201,.11768026,.11669853,.09566998,.06705386
"Family_Structure","sPar","In single parent families",0,"Jacksonville, FL",27260,.19892865,.14999782,.11884415,.13127175,.17855701,.21573186,.18040048,.11446108,.11146343,.15693279,.14802383,.106901
"Family_Structure","sPar","In single parent families",0,"Kansas City, MO-KS",28140,.14378974,.15539667,.16333136,.17059268,.19112356,.18385513,.13672835,.15476383,.21201558,.17684171,.15839103,.16490573
"Family_Structure","sPar","In single parent families",0,"Knoxville, TN",28940,.1859324,.30345541,.24439628,.15031242,.08415706,.06668216,.08278176,.0978877,.09539009,.08387326,.1929684,.27579874
"Family_Structure","sPar","In single parent families",0,"Lakeland-Winter Haven, FL",29460,.13597576,.14520246,.23143071,.19203125,.12908739,.17695223,.23049198,.21072131,.16559008,.20125584,.24288066,.20401402
"Family_Structure","sPar","In single parent families",0,"Las Vegas-Henderson-Paradise, NV",29820,.1647197,.17456347,.17652963,.17988721,.18331425,.19830956,.21395127,.19841534,.19143863,.20264211,.20574903,.20188303
"Family_Structure","sPar","In single parent families",0,"Little Rock-North Little Rock-Conway, AR",30780,.13871454,.12724409,.1183393,.1928024,.23281612,.11240593,.09887592,.09742381,.06380729,.12170008,.19653039,.15705393
"Family_Structure","sPar","In single parent families",0,"Los Angeles-Long Beach-Anaheim, CA",31080,.18678634,.18944655,.19150083,.19182253,.19938453,.20753342,.19710012,.19040549,.19963928,.19796312,.19454969,.19132492
"Family_Structure","sPar","In single parent families",0,"Louisville/Jefferson County, KY-IN",31140,.13506985,.16397363,.12468319,.07913548,.12659653,.2040247,.2321699,.17287603,.16528261,.17432247,.1521624,.20244715
"Family_Structure","sPar","In single parent families",0,"Madison, WI",31540,.19655433,.12765627,.1829161,.22322297,.10430455,.10605492,.21357572,.23443642,.23451631,.24244738,.15321746,.10956252
"Family_Structure","sPar","In single parent families",0,"McAllen-Edinburg-Mission, TX",32580,.23398924,.20771165,.20507424,.22808643,.23955055,.21583083,.21695866,.22751912,.22196238,.24519655,.23538513,.23124322
"Family_Structure","sPar","In single parent families",0,"Memphis, TN-MS-AR",32820,.08027398,.1222924,.14370781,.14474951,.11977007,.12317177,.1810018,.16926028,.13650866,.1344246,.151472,.16873176
"Family_Structure","sPar","In single parent families",0,"Miami-Fort Lauderdale-West Palm Beach, FL",33100,.24256256,.23620328,.23654048,.24530403,.2533904,.25221807,.2497267,.24889942,.25458896,.2500791,.248734,.25631499
"Family_Structure","sPar","In single parent families",0,"Milwaukee-Waukesha-West Allis, WI",33340,.13709998,.15461895,.1667648,.11874685,.10389002,.15069097,.18321334,.16234104,.18222077,.1380157,.10406674,.14922053
"Family_Structure","sPar","In single parent families",0,"Minneapolis-St. Paul-Bloomington, MN-WI",33460,.15770736,.18324831,.20899653,.20347637,.20602298,.20688671,.19775024,.18831921,.16455664,.17455895,.17496902,.16543753
"Family_Structure","sPar","In single parent families",0,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,.14252931,.11993279,.15046383,.17285401,.15287873,.1777941,.18427357,.15640695,.16877744,.15907839,.13324498,.16512986
"Family_Structure","sPar","In single parent families",0,"New Haven-Milford, CT",35300,.15819651,.16124091,.14319475,.183391,.22667521,.19693422,.16410567,.14106862,.15853409,.19718114,.18544665,.17024682
"Family_Structure","sPar","In single parent families",0,"New Orleans-Metairie, LA",35380,.17769374,.1385061,.15939336,.15616682,.13454211,.14919746,.20682046,.30680928,.25656039,.1779957,.19234993,.20307605
"Family_Structure","sPar","In single parent families",0,"New York-Newark-Jersey City, NY-NJ-PA",35620,.23673216,.22788675,.22652633,.22623089,.21917388,.21787868,.22632979,.2329652,.2283728,.21948247,.22028472,.22123422
"Family_Structure","sPar","In single parent families",0,"North Port-Sarasota-Bradenton, FL",35840,.19688961,.21766497,.21923772,.1694947,.17850305,.23370691,.19254261,.17325607,.22590171,.22781625,.20369576,.18537997
"Family_Structure","sPar","In single parent families",0,"Ogden-Clearfield, UT",36260,.13947086,.13731936,.12595885,.13651377,.13924111,.15703119,.21083657,.19131571,.14984399,.13454111,.15368864,.17575411
"Family_Structure","sPar","In single parent families",0,"Oklahoma City, OK",36420,.19902369,.16626535,.12369174,.14981893,.15497588,.14243808,.12755518,.15741219,.18176225,.17302507,.17420058,.17553471
"Family_Structure","sPar","In single parent families",0,"Omaha-Council Bluffs, NE-IA",36540,.18858406,.10141058,.11257273,.17703931,.19222902,.19583182,.22532524,.21436937,.1833089,.15044606,.16273896,.20975938
"Family_Structure","sPar","In single parent families",0,"Orlando-Kissimmee-Sanford, FL",36740,.18197933,.21026945,.20161548,.18826951,.21412452,.22044955,.19620033,.17991759,.18671097,.18720105,.18790925,.20253053
"Family_Structure","sPar","In single parent families",0,"Oxnard-Thousand Oaks-Ventura, CA",37100,.14305295,.13376968,.14092308,.15162911,.1608495,.18566644,.17475274,.14830551,.15890738,.17683585,.17172088,.16128634
"Family_Structure","sPar","In single parent families",0,"Palm Bay-Melbourne-Titusville, FL",37340,.14216472,.12216269,.15462865,.18952045,.17978702,.17058976,.23833534,.21414578,.19863269,.23869589,.20648438,.17900683
"Family_Structure","sPar","In single parent families",0,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",37980,.1447268,.14872149,.16240038,.15674971,.15391372,.17414734,.17617492,.17774728,.18990387,.18115945,.17405957,.19193868
"Family_Structure","sPar","In single parent families",0,"Phoenix-Mesa-Scottsdale, AZ",38060,.16625915,.16706851,.17919406,.17947559,.18566997,.21397093,.22154316,.19322522,.19233079,.179177,.17768018,.19365953
"Family_Structure","sPar","In single parent families",0,"Pittsburgh, PA",38300,.10187966,.08918402,.10594156,.09873307,.09370936,.13225266,.17774868,.15010279,.07881544,.04033394,.06917598,.11359259
"Family_Structure","sPar","In single parent families",0,"Portland-Vancouver-Hillsboro, OR-WA",38900,.15265875,.17329931,.14013723,.12680575,.12733211,.15224703,.17035297,.15300871,.13031456,.12468287,.1400875,.14501172
"Family_Structure","sPar","In single parent families",0,"Providence-Warwick, RI-MA",39300,.25460798,.24314593,.23709659,.25971329,.27762282,.24522865,.21149285,.22152919,.23450814,.24075426,.23294666,.23089746
"Family_Structure","sPar","In single parent families",0,"Provo-Orem, UT",39340,.05994085,.12050556,.16752562,.11663929,.05517368,.11013594,.09542504,.06722574,.09648277,.08913804,.09375231,.12336767
"Family_Structure","sPar","In single parent families",0,"Raleigh, NC",39580,.13415904,.13156135,.14665297,.13407877,.13773584,.18161193,.16014493,.12811774,.14480604,.13098341,.12589146,.13395225
"Family_Structure","sPar","In single parent families",0,"Richmond, VA",40060,.14192818,.09247449,.13908109,.15960324,.12292396,.14113659,.16735634,.17111313,.1748378,.1807714,.16068617,.12249994
"Family_Structure","sPar","In single parent families",0,"Riverside-San Bernardino-Ontario, CA",40140,.13811059,.13624494,.13822359,.16129035,.17296252,.17437918,.17403181,.16468938,.16818255,.15913364,.14727345,.15908188
"Family_Structure","sPar","In single parent families",0,"Rochester, NY",40380,.15921938,.14483571,.16353495,.16066858,.16932832,.20340624,.24934044,.21938024,.15322964,.15170515,.18277811,.18854485
"Family_Structure","sPar","In single parent families",0,"Sacramento--Roseville--Arden-Arcade, CA",40900,.1148603,.12385383,.13609046,.14408988,.13718559,.14589685,.16220525,.16696468,.15901624,.13086173,.13156702,.12674995
"Family_Structure","sPar","In single parent families",0,"St. Louis, MO-IL",41180,.12589917,.10989987,.09453847,.13788262,.16190049,.13229105,.11011789,.09161987,.11687646,.16402395,.16745104,.12783261
"Family_Structure","sPar","In single parent families",0,"Salt Lake City, UT",41620,.17437215,.17151058,.13321526,.13277744,.1577507,.16889581,.17415509,.16728464,.15993787,.18129899,.17178901,.19731663
"Family_Structure","sPar","In single parent families",0,"San Antonio-New Braunfels, TX",41700,.14243257,.14549355,.13959156,.15356253,.14135012,.15102144,.1911328,.17594489,.17571062,.18333879,.1648207,.13606538
"Family_Structure","sPar","In single parent families",0,"San Diego-Carlsbad, CA",41740,.19703279,.1896569,.19145642,.19089554,.18654193,.19307142,.18472864,.18324155,.19769895,.18834901,.17249893,.16732106
"Family_Structure","sPar","In single parent families",0,"San Francisco-Oakland-Hayward, CA",41860,.13713332,.13705575,.13949718,.13424543,.12751913,.13355358,.1443017,.13259239,.12240437,.13727091,.14420582,.14585622
"Family_Structure","sPar","In single parent families",0,"San Jose-Sunnyvale-Santa Clara, CA",41940,.13739415,.13600212,.12668377,.12207639,.1210748,.12533939,.12718107,.12205169,.1179732,.11771645,.11460169,.11991778
"Family_Structure","sPar","In single parent families",0,"Scranton--Wilkes-Barre--Hazleton, PA",42540,.14881547,.16390626,.11207429,.18750206,.25661087,.22566025,.34067526,.41042954,.31311488,.289038,.33477923,.31656814
"Family_Structure","sPar","In single parent families",0,"Seattle-Tacoma-Bellevue, WA",42660,.15480083,.16312404,.15273085,.14456421,.14893612,.14174032,.13460319,.12335365,.14929941,.15520005,.12933384,.13175774
"Family_Structure","sPar","In single parent families",0,"Spokane-Spokane Valley, WA",44060,.13050646,.12809002,.08914923,.11436979,.10180699,.14600053,.14972182,.10578118,.13291197,.15421303,.13391438,.15929386
"Family_Structure","sPar","In single parent families",0,"Springfield, MA",44140,.11644324,.18806884,.18401133,.19530626,.25337496,.23687345,.25126705,.31411889,.25269145,.20459566,.26730624,.28650075
"Family_Structure","sPar","In single parent families",0,"Stockton-Lodi, CA",44700,.13373759,.14181019,.16214252,.16305801,.1523135,.17493412,.18654048,.17744224,.15014049,.15530027,.16425624,.14544167
"Family_Structure","sPar","In single parent families",0,"Syracuse, NY",45060,.16164783,.18104303,.15206708,.1884308,.23320042,.16273193,.13049403,.16444308,.19132282,.15455596,.14822209,.21051422
"Family_Structure","sPar","In single parent families",0,"Tampa-St. Petersburg-Clearwater, FL",45300,.13227047,.16260768,.17100261,.16823283,.17933007,.18516752,.20426349,.19617002,.18829028,.20628324,.18315524,.16107209
"Family_Structure","sPar","In single parent families",0,"Toledo, OH",45780,.08564658,.11741744,.13024499,.08422352,.12925881,.19151446,.16961062,.08172806,.14879157,.16535151,.12379343,.16114673
"Family_Structure","sPar","In single parent families",0,"Tucson, AZ",46060,.20710768,.19431698,.21160604,.21738714,.1808558,.21385002,.23276114,.22371271,.20038991,.18820141,.21059887,.21265252
"Family_Structure","sPar","In single parent families",0,"Tulsa, OK",46140,.11654253,.11189154,.09763422,.16375516,.18307161,.16625538,.17311621,.14963765,.16992252,.20069398,.16701132,.13771993
"Family_Structure","sPar","In single parent families",0,"Urban Honolulu, HI",46520,.15394087,.13870482,.17216653,.17835394,.15883352,.15391375,.13797778,.14171651,.16769686,.16211626,.13420963,.12852776
"Family_Structure","sPar","In single parent families",0,"Virginia Beach-Norfolk-Newport News, VA-NC",47260,.13323389,.13795897,.15877505,.14828993,.14768784,.14080568,.20631924,.21893468,.17311797,.16586448,.14712535,.17001235
"Family_Structure","sPar","In single parent families",0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,.15656064,.15009668,.15464416,.15365024,.16251954,.18460664,.16995816,.16677816,.18075687,.17921034,.17649926,.17021699
"Family_Structure","sPar","In single parent families",0,"Wichita, KS",48620,.12896663,.12890618,.09965412,.12813863,.14268515,.16825849,.19609202,.15459192,.17891382,.17346834,.11306024,.13098061
"Family_Structure","sPar","In single parent families",0,"Winston-Salem, NC",49180,.19970402,.17765419,.17495188,.13759017,.12528522,.1633268,.18298826,.14582364,.16613247,.20357756,.2039407,.20669055
"Family_Structure","sPar","In single parent families",0,"Worcester, MA-CT",49340,.13152385,.16630487,.20185424,.20333451,.18313129,.16752815,.18529949,.20031117,.200271,.21786967,.19603322,.17143652
"Family_Structure","sPar","In single parent families",0,"Youngstown-Warren-Boardman, OH-PA",49660,-97,-97,-97,.07486444,-97,-97,-97,-97,-97,-97,-97,-97
"Family_Structure","tPar","In two-parent families",0,"Akron, OH",10420,.96307403,.94437534,.91104555,.85270816,.87566102,.93489128,.84646678,.82837033,.95264477,.94401765,.88952857,.86958343
"Family_Structure","tPar","In two-parent families",0,"Albany-Schenectady-Troy, NY",10580,.88625771,.87548524,.86430556,.89897215,.90041083,.86551708,.8174156,.88586044,.89295495,.87854427,.88056529,.84109467
"Family_Structure","tPar","In two-parent families",0,"Albuquerque, NM",10740,.83725077,.81949878,.80765915,.82706493,.86042714,.86501908,.82438737,.8054536,.82373339,.86851376,.85096419,.80864221
"Family_Structure","tPar","In two-parent families",0,"Allentown-Bethlehem-Easton, PA-NJ",10900,.81464684,.7859925,.80804271,.87051082,.84110659,.76329547,.76860547,.83839989,.88648367,.84650099,.83491677,.82333326
"Family_Structure","tPar","In two-parent families",0,"Atlanta-Sandy Springs-Roswell, GA",12060,.84008187,.84523773,.83977371,.82528716,.81592244,.81695843,.81365114,.82057244,.80957782,.8019762,.81621784,.8193475
"Family_Structure","tPar","In two-parent families",0,"Augusta-Richmond County, GA-SC",12260,.89261925,.86710644,.82596254,.87502789,.87401229,.81996536,.88547772,.96432,.80099022,.7260505,.83473676,.88656992
"Family_Structure","tPar","In two-parent families",0,"Austin-Round Rock, TX",12420,.80607158,.85036623,.85468346,.82108837,.80446875,.81947345,.83920991,.82805604,.82981855,.84218234,.82584161,.81759083
"Family_Structure","tPar","In two-parent families",0,"Bakersfield, CA",12540,.82061052,.82446802,.82788098,.83685315,.79754913,.7991364,.81579584,.81735122,.83554107,.84294105,.84857446,.81676316
"Family_Structure","tPar","In two-parent families",0,"Baltimore-Columbia-Towson, MD",12580,.86198616,.85764343,.86711156,.8454591,.8521952,.85742539,.83690244,.85962725,.88705546,.87678093,.86303335,.85553169
"Family_Structure","tPar","In two-parent families",0,"Baton Rouge, LA",12940,.88494134,.89697897,.88816828,.86194575,.88458127,.89240724,.8818723,.91396099,.83814794,.86715162,.85196888,.78532475
"Family_Structure","tPar","In two-parent families",0,"Birmingham-Hoover, AL",13820,.89889497,.90454549,.88726181,.87532771,.84682715,.82051951,.88844478,.87169206,.80572104,.84691745,.88930047,.87694919
"Family_Structure","tPar","In two-parent families",0,"Boise City, ID",14260,.82153404,.85553139,.90358037,.90545356,.86078942,.88810903,.87463492,.85020083,.87186515,.86685687,.86318302,.87612402
"Family_Structure","tPar","In two-parent families",0,"Boston-Cambridge-Newton, MA-NH",14460,.77214837,.78232133,.7740348,.78442276,.79347914,.77723616,.77751559,.78264654,.78168523,.77475363,.76911116,.77286685
"Family_Structure","tPar","In two-parent families",0,"Bridgeport-Stamford-Norwalk, CT",14860,.84948128,.86153489,.85093015,.84520811,.8516804,.85798389,.8400743,.83464509,.84823376,.84028077,.84233671,.85046816
"Family_Structure","tPar","In two-parent families",0,"Buffalo-Cheektowaga-Niagara Falls, NY",15380,.90525579,.890948,.82960576,.82045627,.84894073,.8601594,.8793627,.85289562,.81621104,.79670411,.77577275,.85090876
"Family_Structure","tPar","In two-parent families",0,"Cape Coral-Fort Myers, FL",15980,.84218156,.8066861,.78823775,.78699225,.75362933,.74544412,.77985054,.80781132,.79082948,.76777464,.80058056,.79665369
"Family_Structure","tPar","In two-parent families",0,"Charleston-North Charleston, SC",16700,.81018025,.81702191,.80912077,.83049005,.85739893,.85445213,.8742978,.82100481,.77535284,.80799896,.82733542,.75722986
"Family_Structure","tPar","In two-parent families",0,"Charlotte-Concord-Gastonia, NC-SC",16740,.83848542,.86345214,.86321169,.84569401,.84606016,.82979399,.83584404,.83762735,.82652974,.84635311,.84585136,.80834842
"Family_Structure","tPar","In two-parent families",0,"Chattanooga, TN-GA",16860,.93652785,.93333584,.93389446,.90236086,.82653457,.75235027,.7560702,.80883855,.81604743,.85247588,.87288123,.89034086
"Family_Structure","tPar","In two-parent families",0,"Chicago-Naperville-Elgin, IL-IN-WI",16980,.8779943,.88024282,.87705815,.87475419,.87330049,.86369497,.85866833,.86140096,.86044842,.85872567,.85506457,.84852546
"Family_Structure","tPar","In two-parent families",0,"Cincinnati, OH-KY-IN",17140,.84854442,.84069324,.92856592,.83920616,.82237458,.85623795,.86064154,.85088485,.83942491,.87209034,.86428446,.86976761
"Family_Structure","tPar","In two-parent families",0,"Cleveland-Elyria, OH",17460,.89504075,.87909716,.85665756,.88715565,.90157998,.87555218,.88175941,.90295655,.86279738,.86417896,.89181066,.87081176
"Family_Structure","tPar","In two-parent families",0,"Colorado Springs, CO",17820,.83957726,.79233181,.80400026,.80541718,.77580136,.86487907,.92379916,.8828811,.83237487,.8375206,.88865107,.89101821
"Family_Structure","tPar","In two-parent families",0,"Columbia, SC",17900,.79943657,.84072763,.82833791,.83903354,.86616677,.85933918,.8262431,.87970984,.89144492,.88598287,.86376113,.83797961
"Family_Structure","tPar","In two-parent families",0,"Columbus, OH",18140,.79807764,.85462677,.84340596,.80883849,.81587225,.82708746,.79867065,.7837103,.79150033,.82138872,.83908635,.83414853
"Family_Structure","tPar","In two-parent families",0,"Dallas-Fort Worth-Arlington, TX",19100,.83905184,.85657591,.85708147,.84277743,.83749008,.83380723,.82883203,.8303256,.83216137,.83502632,.82407945,.82229298
"Family_Structure","tPar","In two-parent families",0,"Dayton, OH",19380,.97244149,.85920417,.833691,.86243916,.8108474,.84682268,.93061197,.92282265,.89395684,.89630574,.95171916,.96157742
"Family_Structure","tPar","In two-parent families",0,"Deltona-Daytona Beach-Ormond Beach, FL",19660,.77932882,.82196981,.89093184,.83140153,.8476162,.86047179,.78647435,.73862529,.81756574,.83237499,.81912601,.87115246
"Family_Structure","tPar","In two-parent families",0,"Denver-Aurora-Lakewood, CO",19740,.82405657,.84239268,.82555002,.81419325,.82246768,.8220982,.82267606,.8169288,.80451804,.82054085,.83323038,.82242352
"Family_Structure","tPar","In two-parent families",0,"Des Moines-West Des Moines, IA",19780,.74612844,.71299684,.89703315,.88114285,.81441897,.84348834,.8714025,.84614706,.80620378,.81036615,.82446444,.79509962
"Family_Structure","tPar","In two-parent families",0,"Detroit-Warren-Dearborn, MI",19820,.89900523,.90864891,.90657389,.90781206,.91899765,.90009594,.89312989,.91444081,.89752483,.88801998,.90184981,.90201771
"Family_Structure","tPar","In two-parent families",0,"El Paso, TX",21340,.72354978,.74597353,.72149676,.71028566,.73089391,.75572795,.71228009,.69915003,.72558248,.74087095,.75668687,.7312693
"Family_Structure","tPar","In two-parent families",0,"Fresno, CA",23420,.77220148,.78030956,.81126034,.78637469,.80853379,.82322037,.79868716,.78934735,.80005825,.81121248,.81422853,.80593497
"Family_Structure","tPar","In two-parent families",0,"Grand Rapids-Wyoming, MI",24340,.80484331,.81325877,.82807791,.85810179,.85812277,.82367283,.81722641,.82644093,.84360659,.85093331,.84201157,.8071245
"Family_Structure","tPar","In two-parent families",0,"Greensboro-High Point, NC",24660,.84842914,.7571947,.80688936,.83059907,.80421168,.81907594,.77189487,.76029789,.83832181,.83274615,.82582146,.83621216
"Family_Structure","tPar","In two-parent families",0,"Greenville-Anderson-Mauldin, SC",24860,.82373667,.82349902,.77053672,.81715298,.85988331,.84448272,.88111305,.85809934,.84403086,.85458302,.87761545,.87588179
"Family_Structure","tPar","In two-parent families",0,"Harrisburg-Carlisle, PA",25420,.80930108,.85547042,.83533061,.78876466,.80035484,.83997202,.89206105,.88101912,.86281961,.80093616,.7835384,.83808583
"Family_Structure","tPar","In two-parent families",0,"Hartford-West Hartford-East Hartford, CT",25540,.81488943,.83220142,.82409185,.79932648,.78521615,.80950749,.82194573,.78622997,.79113787,.82234943,.84436244,.84989738
"Family_Structure","tPar","In two-parent families",0,"Houston-The Woodlands-Sugar Land, TX",26420,.84134918,.84131366,.83768672,.84379053,.84368807,.82950902,.81865054,.82334536,.81937885,.80939102,.81361938,.81465662
"Family_Structure","tPar","In two-parent families",0,"Indianapolis-Carmel-Anderson, IN",26900,.88274455,.83345747,.82093477,.83938599,.80604935,.79037029,.83729023,.84941,.83765662,.83194858,.83584648,.85311031
"Family_Structure","tPar","In two-parent families",0,"Jackson, MS",27140,.74383712,-97,-97,.84583414,.94458884,-97,-97,.91560793,.88231975,.8833015,.90433002,.93294615
"Family_Structure","tPar","In two-parent families",0,"Jacksonville, FL",27260,.80107141,.85000217,.88115579,.86872816,.82144296,.78426814,.81959957,.88553894,.88853657,.84306717,.85197616,.89309895
"Family_Structure","tPar","In two-parent families",0,"Kansas City, MO-KS",28140,.85621023,.8446033,.83666867,.82940733,.80887645,.81614488,.86327165,.84523612,.78798443,.82315826,.841609,.83509433
"Family_Structure","tPar","In two-parent families",0,"Knoxville, TN",28940,.8140676,.69654459,.75560373,.84968752,.91584295,.9333179,.91721827,.90211231,.90460992,.91612673,.80703157,.72420126
