GROUPCODE,STATCODE,statid,statistics_label,STAT,ISSTATE,StateName,StateCode,y2006,y2007,y2008,y2009,y2010,y2011,y2012,y2013,y2014,y2015,y2016,y2017
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"Kentucky","KY",.26875219,.24559212,.22987539,.20726247,.19825163,.17902695,.15054233,.16169861,.14778872,.13282087,.15733433,.15622656
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"Louisiana","LA",.13481084,.12335753,.11255258,.10193526,.10221794,.11207686,.08969309,.06628307,.07399672,.09657389,.10092553,.07860488
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"Massachusetts","MA",.29318821,.29768321,.28466737,.28123325,.26232985,.24737917,.2526564,.24997278,.23854509,.23064266,.22891796,.22083434
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"Maryland","MD",.12948188,.13791463,.13291517,.11518362,.10314004,.10900347,.10818637,.10704779,.10501533,.10031342,.09711725,.09258485
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"Maine","ME",.53837705,.53140819,.53610855,.4705165,.34433255,.33012423,.3913646,.41116464,.36394921,.38157523,.36620584,.33672628
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"Michigan","MI",.24992388,.24250576,.23064893,.23190856,.21707267,.20478345,.22949649,.24163644,.21258642,.19479623,.20021363,.17621404
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"Minnesota","MN",.13104251,.12707904,.14575242,.14918788,.12823832,.10257789,.11502949,.11787158,.11335464,.11952346,.10577824,.09591641
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"Missouri","MO",.2424313,.22416092,.20358315,.18961383,.21072413,.20931834,.2050231,.20467943,.18097645,.1566153,.17192435,.17879495
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"Mississippi","MS",.08558914,.06477409,.1045118,.13188758,.11844483,.11534067,.10331066,.08543225,.09534677,.0938716,.06760173,.0972505
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"Montana","MT",.44605559,.49978957,.68720543,.64806366,.6041382,.5030843,.43516555,.5842526,.58494377,.5592863,.54894674,.61355299
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"North Carolina","NC",.11730288,.11258914,.10928684,.10735931,.0999651,.09191069,.09497336,.09580853,.08422638,.08491409,.08838429,.08545291
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"North Dakota","ND",.39404869,-97,-97,.48821253,.43532318,.25138831,.25090757,.3031342,.28437018,.36715621,.37159061,.22847882
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"Nebraska","NE",.06827743,.08020952,.08461082,.05064166,.05167191,.06703275,.06706024,.0573738,.05785986,.06391933,.0397686,.04636082
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"New Hampshire","NH",.45468339,.36648449,.37738293,.36147767,.32849544,.31533518,.30879009,.3364172,.28673759,.22958902,.2653355,.32498103
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"New Jersey","NJ",.16931613,.15773728,.16125208,.15477866,.14501464,.14633857,.14126612,.13252111,.13343407,.13403383,.13405655,.12259784
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"New Mexico","NM",.06178395,.06254183,.05846379,.05750054,.0513804,.03924627,.03952521,.04669798,.04385832,.04499411,.07340466,.07089181
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"Nevada","NV",.06863067,.06745716,.06815534,.06359681,.06132142,.05321049,.05187652,.06049628,.05062047,.04938809,.05598405,.04767447
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"New York","NY",.16991672,.16515043,.15922159,.15902387,.15494129,.15370524,.15642881,.15582661,.15092674,.14852399,.14336801,.1437543
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"Ohio","OH",.25776595,.26004991,.23684792,.21927364,.2096114,.20776498,.19059812,.17844512,.17389371,.18197961,.18714669,.19417723
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"Oklahoma","OK",.0844037,.07942155,.08397178,.07445166,.07494784,.07867107,.07228588,.06326244,.05675453,.05340753,.05440923,.04919116
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"Oregon","OR",.15700349,.14214337,.15513708,.1583671,.13941364,.13359356,.14635544,.16923912,.15531273,.12906374,.13586682,.14370729
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"Pennsylvania","PA",.25200114,.243405,.23503564,.22568724,.21934855,.21041773,.19497631,.18113673,.17607747,.17954293,.18128955,.1676027
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"Rhode island","RI",.28515631,.28767669,.28445482,.264088,.23919395,.23431037,.22581789,.21679477,.22470808,.22152174,.22558941,.22315191
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"South Carolina","SC",.2094965,.20998968,.17505567,.15064779,.17486458,.18024901,.16249935,.16448119,.15973158,.15443461,.15772191,.16087517
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"South Dakota","SD",.30563757,.28061548,.29406443,.19499058,.24364516,.25089106,.15616214,.15379547,.24082643,.2402039,.2106448,.23742993
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"Tennessee","TN",.16187403,.14178477,.1267838,.12580107,.12128333,.10869092,.11201742,.11129523,.0956042,.09686641,.10709548,.09483151
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"Texas","TX",.0406509,.04042668,.04081693,.04176387,.03885546,.03954185,.03978587,.03856998,.03714881,.03742871,.03960137,.03982183
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"United States","US",.11571725,.11310215,.1122971,.10919098,.10441175,.10258867,.10150757,.10170292,.09954383,.09807962,.09875581,.0985142
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"Utah","UT",.12865502,.13513546,.13278714,.12147431,.12430755,.13013636,.11208634,.12392753,.12063027,.09562154,.12002679,.1411951
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"Virginia","VA",.14463933,.14469638,.13640688,.1299613,.12802015,.12260586,.11692505,.11651473,.10428125,.10691958,.10903893,.10281345
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"Vermont","VT",.70430326,.57446158,.61905962,.57218164,.5296405,.61262769,.55602014,.49628592,.37475345,.40259475,.55724484,.5634706
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"Washington","WA",.21701999,.2126739,.22403136,.21803007,.20455685,.19569664,.19448064,.18716675,.18213674,.17878151,.17025881,.17409627
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"Wisconsin","WI",.1399893,.15119582,.16723196,.15051025,.13863017,.14925742,.13576767,.11565486,.11681256,.12118381,.13005406,.12458556
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"West Virginia","WV",.38391224,.37614921,.29036233,.23540242,.13630897,.22318725,.25298697,.22116517,.18255752,.26359901,.33081082,.25217745
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"Wyoming","WY",.26203066,.35640565,.34181756,.14463767,.09223074,.10857909,.12477074,.18770212,.2045611,.11820704,.1725,.23465139
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Alaska","AK",.09201499,.12551104,.12866357,.13820249,.17033283,.07510531,.0505618,.08125451,.0376939,.06417019,.13473623,.09323408
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Alabama","AL",.34731752,.43853539,.46276304,.44656107,.46987438,.48101699,.45948878,.44807404,.46460718,.45986739,.46149278,.4321152
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Arkansas","AR",.56164223,.58292288,.57874781,.58480442,.61954099,.58801085,.5868693,.61924952,.60894686,.55887556,.54739964,.56689727
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Arizona","AZ",.76561028,.7680794,.76280028,.74800992,.73548973,.74124062,.74812371,.73655987,.71115422,.69474524,.69045973,.67867178
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"California","CA",.57646483,.577869,.57744914,.57844055,.57552135,.5687905,.55999005,.55658901,.55692697,.55073535,.54359525,.53255105
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Colorado","CO",.61624801,.6006512,.59481525,.60849726,.60382217,.61041969,.6058805,.58530587,.58612442,.57315493,.56053883,.56657553
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Connecticut","CT",.05251521,.05939208,.07421558,.08210463,.06752913,.07168165,.07102391,.0740907,.08351643,.06377725,.07270246,.08589781
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"District of Columbia","DC",.03791548,.03312974,.05088115,.07033043,.09218225,.07139512,.0314846,.02317129,.03633854,.06522869,.09181901,.10449328
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Delaware","DE",.25705621,.29177639,.31940353,.29316583,.27172956,.26763812,.27909806,.28404856,.30605328,.28524506,.25782493,.28267068
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Florida","FL",.11741524,.1195032,.11973159,.11807162,.12386862,.13124104,.13724406,.13146965,.1280932,.13073698,.12680759,.11695057
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Georgia","GA",.36456695,.37240544,.39310968,.38460621,.36882424,.38056347,.38855112,.38384432,.38368946,.37564293,.35924861,.3474969
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Hawaii","HI",.02998455,.0234419,.04338136,.04098953,.04115163,.04397215,.03577588,.02565305,.03537202,.05356541,.06343716,.05148019
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Iowa","IA",.42283669,.44508103,.43201533,.41340259,.45391184,.44395965,.43126652,.3929348,.38625675,.38531432,.35084873,.34836304
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Idaho","ID",.66930288,.66350698,.64465421,.65044862,.65044051,.65122801,.66295785,.65625346,.68259698,.64811563,.62030828,.64968985
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Illinois","IL",.54704326,.54471773,.54401004,.55530012,.55415463,.55334443,.55000466,.54008889,.5248999,.52184087,.51800591,.50235271
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Indiana","IN",.48033226,.4777585,.49527258,.51057798,.48816332,.51596802,.52566051,.49492612,.47802797,.45903787,.45395234,.44799682
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Kansas","KS",.57816488,.58757275,.61156851,.61649871,.57924634,.56476718,.59879386,.59396654,.54787076,.53264105,.55081791,.54546964
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Kentucky","KY",.29195023,.27899334,.29265413,.32156536,.30644971,.27727982,.25664485,.29296842,.33532453,.3258844,.28347853,.2619001
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Louisiana","LA",.12971291,.13048555,.14892787,.15919247,.1656093,.22413737,.2297706,.25928861,.26599711,.2393934,.25845623,.2424763
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Massachusetts","MA",.01289952,.0175576,.02017301,.01655838,.01890892,.01866835,.01537234,.01887923,.01658965,.01794382,.02273538,.01545358
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Maryland","MD",.04991257,.06521125,.0744103,.06255946,.05661101,.05800656,.06379528,.06052324,.05850364,.05703578,.05077633,.05782531
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Maine","ME",.01594614,.01875206,.00500797,.00556528,.01239707,.0152795,.0078155,0,.01139195,.02013739,.00688588,0
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Michigan","MI",.18568709,.19499879,.19398704,.20194198,.20469655,.19809023,.182064,.18795472,.20041296,.1991954,.1954212,.19046089
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Minnesota","MN",.2233973,.23044614,.22598486,.21657605,.22775237,.22831364,.2161742,.21520634,.20263827,.18764418,.18536662,.18848054
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Missouri","MO",.24757032,.24848814,.26500544,.27665317,.26538712,.27810839,.28440446,.26294965,.23726889,.25660685,.25900552,.26624352
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Mississippi","MS",.25388983,.32565641,.35266125,.43899494,.45497507,.41857409,.40996385,.36680293,.3984133,.43954745,.42968485,.3908982
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Montana","MT",.14432757,.13362795,.08762565,.08140441,.08077545,.13228239,.1533912,.11586154,.20678742,.18903203,.07826257,.11562745
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"North Carolina","NC",.44595352,.45538151,.46341211,.45731387,.44432989,.44115138,.45299652,.45154932,.45050773,.44250128,.42636842,.42966107
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"North Dakota","ND",.07131049,-97,-97,.17984089,.09614238,.19875674,.13404077,.12543721,.16359897,.09875668,.21185525,.23264645
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Nebraska","NE",.52021235,.54296494,.5355261,.52179253,.54290295,.59127522,.5624795,.51959878,.51595545,.51405883,.52015132,.45713678
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"New Hampshire","NH",.04112632,.05275343,.02002552,.02345957,.05015761,.07065208,.06994739,.06652634,.06975316,.05274439,.07120298,.06753013
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"New Jersey","NJ",.07526942,.08432455,.08888953,.09760519,.09914581,.09256599,.09457284,.09976885,.11104477,.10959283,.10272635,.10502087
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"New Mexico","NM",.80507106,.80006593,.79165947,.81668872,.83172274,.8414371,.83477086,.83202529,.85181749,.81409484,.77827406,.77928448
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Nevada","NV",.59467876,.59960127,.60816562,.59481859,.58582896,.60314482,.60621691,.59734464,.60830843,.58932358,.58175081,.57696247
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"New York","NY",.06906588,.07515746,.07758694,.08006912,.08830076,.09067234,.08628875,.08727531,.08653896,.08803711,.08951391,.08283335
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Ohio","OH",.12545057,.1388645,.13089636,.14690983,.17109221,.1725634,.16180098,.15742315,.1588833,.13922539,.1236819,.1245409
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Oklahoma","OK",.55389416,.58617795,.6086576,.61445856,.61676449,.61295354,.6219216,.63759977,.63925749,.61355257,.62275475,.61603367
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Oregon","OR",.51435167,.52361494,.52643949,.52758574,.53573483,.54862809,.54205841,.52846849,.54444379,.55693096,.54136443,.52126735
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Pennsylvania","PA",.09433979,.08701531,.09130976,.0938455,.10694551,.10389335,.09301839,.100848,.10482023,.09792449,.09046017,.09467284
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Rhode island","RI",.04200439,.03346219,.0448112,.05461376,.05243215,.03829156,.02503762,.02814867,.05219097,.05361537,.04634835,.04892138
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"South Carolina","SC",.32612804,.3593508,.38632455,.38672715,.39328188,.407543,.40436518,.39709514,.42194587,.40205342,.35793105,.3719587
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"South Dakota","SD",.11106425,.14726341,.33942574,.29189333,.15843368,.18991427,.12907018,.05745611,.11067846,.16136815,.18753015,.1819156
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Tennessee","TN",.31872395,.35288769,.36923826,.40237913,.4064002,.39250001,.40224195,.41808581,.41470513,.41014341,.41946492,.38794112
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Texas","TX",.71610993,.71974158,.70941162,.69628942,.69857162,.697043,.69030535,.68571788,.67792374,.65993577,.64661705,.62787515
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"United States","US",.41332188,.41812828,.41928566,.41934785,.41842812,.4168143,.41202188,.40673217,.40439984,.39589262,.38708037,.37651917
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Utah","UT",.50259608,.50640112,.48557368,.47830042,.51461792,.5357883,.52358776,.48570684,.50467604,.52644449,.48871577,.48228464
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Virginia","VA",.08519114,.08904304,.09484851,.09216001,.09482524,.09578939,.08782878,.08485521,.08484393,.08162346,.07602221,.07740095
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Vermont","VT",.01216569,.01506735,.02269298,.06522705,.06724885,.01931291,0,.06306937,.05726284,.01670969,.02505288,.00748368
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Washington","WA",.35863546,.36316434,.38335255,.39089373,.39133593,.40406403,.40273604,.39994556,.40020901,.39260006,.3856439,.37387192
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Wisconsin","WI",.39421302,.39332771,.40173784,.40926388,.39302394,.37902132,.42241123,.47275949,.46719885,.45284206,.42482108,.39671484
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"West Virginia","WV",.20140159,.07196243,.18067537,.182404,.10590672,.09856579,.05932355,.16991958,.21422762,.08462204,.06182754,.06081628
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Wyoming","WY",.5903402,.56741482,.45333683,.4626087,.5802601,.65211284,.61144674,.58983111,.53861332,.51368159,.53081816,.53886116
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"Alaska","AK",.10924636,.10017323,.08192435,.12055557,.09478411,.04772424,.07116923,.05133552,.02593071,.01615405,.02641385,.03401973
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"Alabama","AL",.13233128,.08850795,.09160753,.1144654,.10305045,.10748242,.13592894,.1429579,.14836936,.18603395,.16685222,.15235503
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"Arkansas","AR",.13713685,.11444705,.12032818,.14546311,.11780945,.10684156,.13482687,.14153683,.12998374,.14869155,.17497864,.16135417
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"Arizona","AZ",.04117896,.03582341,.02940852,.03136532,.03893856,.03471633,.03095105,.03195569,.0334956,.03705955,.04396737,.04730463
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"California","CA",.08866655,.08820964,.08816234,.08620317,.08365131,.08423889,.08770824,.08775996,.08426309,.08614618,.08877902,.08950816
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"Colorado","CO",.03983171,.04539914,.05369744,.05158959,.04718694,.04193306,.0374364,.0418284,.0422637,.05754467,.06039555,.04006743
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"Connecticut","CT",.10006469,.08110982,.08042845,.09275036,.1136333,.11162411,.10149653,.10685756,.10943718,.11358844,.11583509,.12424523
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"District of Columbia","DC",.42397645,.36601359,.32628265,.36666167,.40376377,.41858286,.40653399,.29796144,.27314296,.32408154,.3481541,.31101894
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"Delaware","DE",.07995313,.08460107,.09804554,.10272627,.10491626,.099681,.13117997,.14807205,.10261657,.13252002,.1787091,.16299699
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"Florida","FL",.2835823,.28264615,.28319553,.29022288,.28640172,.28337175,.28400832,.28452951,.2875852,.28605774,.28803465,.2863974
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"Georgia","GA",.08519001,.09793052,.09628785,.10270722,.10817724,.11144532,.10382497,.10269783,.11208495,.12150105,.1332778,.13638631
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"Hawaii","HI",.00481003,.00554489,.01006557,.01647707,.01768015,.01502937,.01740854,.01197331,.00448425,.00813026,.01011864,.01511754
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"Iowa","IA",.09043933,.0771453,.09323764,.09430823,.06698982,.07251675,.07085626,.07565102,.07718924,.10005078,.12363449,.10636074
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"Idaho","ID",.02202567,.01448654,.016949,.01910347,.02480453,.03101505,.04634967,.04025067,.01361498,.00848305,.01507413,.02942609
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"Illinois","IL",.03503358,.03484115,.03830047,.03230087,.03324044,.03695917,.03152977,.03163759,.03899191,.03925907,.03615103,.03803987
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"Indiana","IN",.05217883,.07242309,.06626575,.0624084,.09897842,.08722416,.06013961,.0789021,.10276428,.11572857,.09208646,.07351253
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"Kansas","KS",.04173047,.0571361,.05486965,.0502723,.05351408,.06801382,.06024718,.05475881,.07690896,.08312746,.0834143,.10475279
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"Kentucky","KY",.08524167,.08104765,.0777547,.12113979,.11801907,.11641761,.137704,.10921688,.08984839,.11173391,.11767266,.11343689
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"Louisiana","LA",.22994365,.23781531,.2425824,.23837966,.25108805,.23075224,.24664418,.24765356,.23037244,.25644165,.27533782,.2922594
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"Massachusetts","MA",.16979828,.15898915,.16741459,.18807589,.19586426,.19347891,.19044019,.20407844,.20206228,.18155882,.18010888,.19858517
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"Maryland","MD",.18768491,.18868819,.2100447,.2414884,.24372585,.23290895,.23607874,.24023518,.24292195,.25304005,.2712177,.28512976
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"Maine","ME",.03791637,.05448881,.04421807,.0242934,.01680492,.01493789,.01076474,.02403574,.0414145,.04046297,.05583431,.04023072
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"Michigan","MI",.03754207,.04058831,.03165076,.01768644,.02754718,.04103525,.04579151,.03999892,.03383006,.03141875,.03976536,.05158723
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"Minnesota","MN",.03153922,.03237501,.03679905,.05414122,.05775321,.04767827,.05646557,.04355065,.03756183,.05001951,.04443119,.03537198
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"Missouri","MO",.06482042,.06150892,.08150609,.09630437,.0862795,.10031365,.0979865,.08419225,.09937051,.09411934,.08188958,.08291291
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"Mississippi","MS",.15215564,.16348128,.1082129,.06173932,.06991521,.09578398,.12332078,.12001959,.09431433,.13547613,.13819869,.1361849
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"Montana","MT",.02772352,.02588384,0,0,0,0,.027901,.04496006,.01057168,.04167142,.04767495,0
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"North Carolina","NC",.1314117,.13031439,.12683895,.12617967,.13534392,.15348481,.14786558,.14398789,.15251005,.15953624,.15789305,.15329866
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"North Dakota","ND",.13833784,-97,-97,0,.0154986,.01508496,.00328121,.01165901,.00632391,.00905374,.02461968,.02116231
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"Nebraska","NE",.14206192,.11189783,.10434213,.14345199,.11238005,.08201372,.08971247,.10165624,.15448439,.14398603,.1233405,.15675288
