GROUPCODE,STATCODE,statid,statistics_label,STAT,ISSTATE,StateName,StateCode,y2006,y2007,y2008,y2009,y2010,y2011,y2012,y2013,y2014,y2015,y2016,y2017
"Population","Percent",3,"Percent of Total","Percent of Children of Immigrants",1,"Connecticut","CT",.00968932,.0099463,.01017172,.01021957,.0104304,.01052751,.01025468,.01024841,.01027036,.01029509,.01057828,.01060394
"Population","Percent",3,"Percent of Total","Percent of Children of Immigrants",1,"District of Columbia","DC",.00112521,.00115938,.00131634,.00134314,.00126082,.00119502,.00135227,.00150384,.00160995,.00154151,.00146468,.00156099
"Population","Percent",3,"Percent of Total","Percent of Children of Immigrants",1,"Delaware","DE",.00181284,.00183061,.00197451,.00204391,.00183392,.00182098,.0020284,.00206082,.00177649,.00192689,.0022784,.00236839
"Population","Percent",3,"Percent of Total","Percent of Children of Immigrants",1,"Florida","FL",.07482653,.07395656,.07156106,.07159542,.07158003,.07067661,.07167005,.07190599,.07167046,.07322176,.0742107,.07541177
"Population","Percent",3,"Percent of Total","Percent of Children of Immigrants",1,"Georgia","GA",.02262924,.02373688,.02501047,.0264541,.0267064,.02640414,.02670723,.02673499,.02753567,.02818762,.02755777,.02793627
"Population","Percent",3,"Percent of Total","Percent of Children of Immigrants",1,"Hawaii","HI",.00518847,.0045155,.00460719,.00455501,.00447017,.00512149,.00524003,.00490141,.00494088,.0048998,.00493653,.00495209
"Population","Percent",3,"Percent of Total","Percent of Children of Immigrants",1,"Iowa","IA",.00293805,.00311203,.00335069,.00332866,.00361052,.00386957,.00360604,.00395455,.00438572,.00407399,.00396007,.00414469
"Population","Percent",3,"Percent of Total","Percent of Children of Immigrants",1,"Idaho","ID",.00287554,.00311203,.00329085,.00332866,.00326666,.00324361,.00315529,.00323048,.00333093,.00308302,.00292937,.00290666
"Population","Percent",3,"Percent of Total","Percent of Children of Immigrants",1,"Illinois","IL",.04688379,.04722968,.04655059,.04601729,.0452748,.04586582,.04569529,.04472541,.04374618,.04283198,.04187914,.0415007
"Population","Percent",3,"Percent of Total","Percent of Children of Immigrants",1,"Indiana","IN",.00675127,.00720039,.00729971,.00770848,.00796607,.00808058,.00816994,.00818759,.00838283,.00853336,.00916784,.00963505
"Population","Percent",3,"Percent of Total","Percent of Children of Immigrants",1,"Kansas","KS",.00487591,.00530876,.00520553,.00513899,.00532982,.00580436,.00608519,.00590398,.00605119,.00611099,.00612998,.00586715
"Population","Percent",3,"Percent of Total","Percent of Children of Immigrants",1,"Kentucky","KY",.00250047,.00244081,.00275235,.00315347,.00343859,.00369886,.00394411,.00406595,.00399711,.00407399,.00417706,.00398321
"Population","Percent",3,"Percent of Total","Percent of Children of Immigrants",1,"Louisiana","LA",.00293805,.00298999,.00323102,.00332866,.00343859,.00347123,.0035497,.00373176,.0039416,.0041841,.00439405,.00436
"Population","Percent",3,"Percent of Total","Percent of Children of Immigrants",1,"Massachusetts","MA",.01987873,.01940444,.01986478,.02014716,.02023039,.02031526,.02022763,.02094241,.02120691,.02119577,.0214278,.02115405
"Population","Percent",3,"Percent of Total","Percent of Children of Immigrants",1,"Maryland","MD",.016003,.01641445,.01693293,.01716889,.01782337,.01803904,.01819923,.01871449,.01948593,.02009469,.0201801,.02040047
"Population","Percent",3,"Percent of Total","Percent of Children of Immigrants",1,"Maine","ME",.00087516,.00103734,.00107701,.00093436,.00091696,.00091049,.00095785,.00105826,.00094376,.00088086,.0010307,.00113037
"Population","Percent",3,"Percent of Total","Percent of Children of Immigrants",1,"Michigan","MI",.01562793,.01549915,.01489858,.01419061,.01409823,.0145109,.01515664,.01537262,.01537778,.015305,.01524357,.01539455
"Population","Percent",3,"Percent of Total","Percent of Children of Immigrants",1,"Minnesota","MN",.01000188,.01000732,.01005206,.01045317,.0110035,.01149491,.01171963,.01158516,.01188031,.01271746,.01263969,.01281085
"Population","Percent",3,"Percent of Total","Percent of Children of Immigrants",1,"Missouri","MO",.00537601,.0051257,.0053252,.00560617,.00544444,.00574745,.00569078,.00551409,.00560706,.00556045,.00596723,.00608246
"Population","Percent",3,"Percent of Total","Percent of Children of Immigrants",1,"Mississippi","MS",.00125023,.00115938,.00119667,.00145994,.00143275,.00147954,.0015213,.00150384,.00155443,.00159656,.00168168,.00172247
"Population","Percent",3,"Percent of Total","Percent of Children of Immigrants",1,"Montana","MT",.00043758,.00042714,.0005385,.00052558,.00045848,.00045524,.00045076,.00038989,.00038861,.00049549,.00043398,.00043062
"Population","Percent",3,"Percent of Total","Percent of Children of Immigrants",1,"North Carolina","NC",.01650309,.01751282,.01908694,.02043915,.02126196,.02139646,.02135452,.02200067,.02292789,.0229575,.02278399,.02309183
"Population","Percent",3,"Percent of Total","Percent of Children of Immigrants",1,"North Dakota","ND",.00043758,,,.00040878,.00034386,.00034143,.00039441,.00038989,.00055515,.00066065,.00059672,.0005921
"Population","Percent",3,"Percent of Total","Percent of Children of Immigrants",1,"Nebraska","NE",.00312559,.00317305,.00335069,.00344546,.00338128,.00341433,.00388776,.00401025,.00366402,.00352345,.00363459,.00403703
"Population","Percent",3,"Percent of Total","Percent of Children of Immigrants",1,"New Hampshire","NH",.00175033,.00158653,.00149584,.00163513,.0017193,.00176407,.00163399,.00161524,.00155443,.00154151,.00151893,.00150716
"Population","Percent",3,"Percent of Total","Percent of Children of Immigrants",1,"New Jersey","NJ",.03975745,.03972419,.03913122,.03825041,.03897072,.04006146,.04022989,.04065946,.04074835,.04051971,.04079419,.04155453
"Population","Percent",3,"Percent of Total","Percent of Children of Immigrants",1,"New Mexico","NM",.00593861,.00628509,.0060432,.00607335,.00630409,.0062596,.00608519,.00623816,.00621773,.00589077,.00585874,.00527506
"Population","Percent",3,"Percent of Total","Percent of Children of Immigrants",1,"Nevada","NV",.01325248,.01452282,.01471908,.01424901,.01404092,.01422637,.01414244,.01381308,.01387887,.01365338,.01361614,.01361826
"Population","Percent",3,"Percent of Total","Percent of Children of Immigrants",1,"New York","NY",.0912046,.09024896,.08891282,.0866036,.08441745,.08274057,.08355871,.08421522,.08349525,.08340674,.08348703,.08224782
"Population","Percent",3,"Percent of Total","Percent of Children of Immigrants",1,"Ohio","OH",.00881415,.00890896,.00951355,.01010278,.01048771,.0103568,.00991661,.01035981,.01060345,.01051531,.01063253,.01130369
"Population","Percent",3,"Percent of Total","Percent of Children of Immigrants",1,"Oklahoma","OK",.00493843,.00530876,.00556453,.00572296,.00607485,.0062027,.00602885,.00601537,.00627325,.00682669,.0068352,.00629777
"Population","Percent",3,"Percent of Total","Percent of Children of Immigrants",1,"Oregon","OR",.01018941,.01043446,.01077006,.01074515,.01088888,.01109657,.01098715,.01097248,.01104758,.01051531,.01025279,.01065777
"Population","Percent",3,"Percent of Total","Percent of Children of Immigrants",1,"Pennsylvania","PA",.01444021,.01519404,.01591575,.01570895,.01593214,.01655949,.01656525,.01709925,.0175984,.01717683,.01763047,.01862418
"Population","Percent",3,"Percent of Total","Percent of Children of Immigrants",1,"Rhode island","RI",.00362568,.0036002,.00353019,.00315347,.00298011,.00301599,.00292991,.00295199,.00305335,.00297291,.00298362,.00296049
"Population","Percent",3,"Percent of Total","Percent of Children of Immigrants",1,"South Carolina","SC",.00431331,.00469856,.00496619,.00531418,.00567368,.00546293,.00552175,.00556979,.00571809,.00583572,.00607573,.00624394
"Population","Percent",3,"Percent of Total","Percent of Children of Immigrants",1,"South Dakota","SD",.00043758,.00042714,.00047867,.00052558,.0005731,.00056905,.00056344,.00044558,.00061067,.0007157,.00065097,.00064593
"Population","Percent",3,"Percent of Total","Percent of Children of Immigrants",1,"Tennessee","TN",.00612615,.00659019,.00735954,.00776688,.00802338,.00847892,.00845166,.00835468,.00877144,.00913896,.00943908,.00979653
"Population","Percent",3,"Percent of Total","Percent of Children of Immigrants",1,"Texas","TX",.12252297,.12368806,.12559086,.12900023,.1306092,.13202071,.13229659,.13050017,.13223782,.13389121,.13328631,.13505222
"Population","Percent",3,"Percent of Total","Percent of Children of Immigrants",1,"United States","US",1,1,1,1,1,1,1,1,1,1,1,1
"Population","Percent",3,"Percent of Total","Percent of Children of Immigrants",1,"Utah","UT",.00718885,.00781059,.00801771,.00782527,.00750759,.00796677,.00822628,.0080205,.00838283,.00842325,.00802864,.00818172
