GROUPCODE,STATCODE,STAT,ISSTATE,MetroName,MetroCode,y2006,y2007,y2008,y2009,y2010,y2011,y2012,y2013,y2014,y2015
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Bakersfield, CA",12540,.82455313,.78672487,.7660141,.76067662,.74147511,.70426208,.68538189,.71079665,.71433258,.74752867
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Baltimore-Columbia-Towson, MD",12580,.37050971,.33077386,.33043477,.37831992,.36349136,.36927107,.39675069,.39764383,.37512159,.34637854
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Baton Rouge, LA",12940,.6279009,.64550388,.51005507,.56244922,.64577627,.6342684,.50026256,.37779707,.46424595,.63943553
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Birmingham-Hoover, AL",13820,.63423616,.61306536,.61723661,.67595649,.65139019,.60870707,.59217572,.57924289,.65404332,.66753298
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Boise City, ID",14260,.68688589,.5663299,.60090017,.62585199,.58434933,.63615108,.62655622,.59635693,.58049482,.49996006
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Boston-Cambridge-Newton, MA-NH",14460,.48816812,.45888466,.46678156,.47255918,.47575477,.48738822,.48331878,.45233208,.44310606,.45176896
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Bridgeport-Stamford-Norwalk, CT",14860,.4375118,.42093015,.41583058,.46101359,.46692684,.44922861,.4532972,.47663045,.4817867,.4735446
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Buffalo-Cheektowaga-Niagara Falls, NY",15380,.43028772,.42808267,.39548129,.44495156,.4917323,.46395934,.46305519,.4781689,.48682255,.4721019
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Cape Coral-Fort Myers, FL",15980,.64339685,.60150075,.62221092,.64262325,.62241477,.61759675,.61707878,.56565899,.59125757,.56751674
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Charleston-North Charleston, SC",16700,.45002028,.42946213,.4594219,.57155943,.5727095,.55753511,.52231741,.47138414,.57088232,.4745535
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Charlotte-Concord-Gastonia, NC-SC",16740,.65257746,.62655568,.64382958,.60153818,.57243782,.58381712,.58348829,.56609577,.5670144,.56299233
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Chattanooga, TN-GA",16860,.58846676,.45528859,.36152902,.47162044,.58421689,.54482484,.54676318,.67044407,.54928553,.50486177
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Chicago-Naperville-Elgin, IL-IN-WI",16980,.66484445,.66534555,.65345871,.64830935,.64940089,.64266974,.62762195,.61980999,.60743755,.58986622
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Cincinnati, OH-KY-IN",17140,.37880346,.37860277,.41146761,.436445,.45736632,.50800991,.46062359,.46797052,.46418634,.43038157
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Cleveland-Elyria, OH",17460,.43226627,.42206967,.39378706,.37395617,.41714153,.45520794,.48953959,.48148724,.4330956,.41359183
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Colorado Springs, CO",17820,.43965143,.42600828,.39956927,.39400071,.39584297,.44130054,.46086043,.42662558,.46083185,.49889266
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Columbia, SC",17900,.46928054,.4927614,.4266769,.44232517,.5219661,.54822552,.56194949,.51991457,.46373522,.53137439
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Columbus, OH",18140,.57361782,.53377962,.45109123,.51090223,.53862554,.45816466,.39700443,.44631723,.482326,.45305911
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Dallas-Fort Worth-Arlington, TX",19100,.71213907,.71834749,.71440607,.70954365,.69620925,.68642628,.67597598,.67786545,.67766398,.66650009
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Dayton, OH",19380,.37942162,.33097371,.3100574,.27405655,.29309905,.4076167,.41406187,.45328531,.50102282,.52147472
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Deltona-Daytona Beach-Ormond Beach, FL",19660,.39373603,.45203301,.42790252,.4570404,.49935493,.48804986,.452075,.41340706,.41347086,.35559002
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Denver-Aurora-Lakewood, CO",19740,.68298894,.69981605,.67080605,.66401589,.66449416,.6778636,.66411781,.63906932,.61853921,.60096985
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Des Moines-West Des Moines, IA",19780,.70193219,.70737356,.69897884,.69212997,.68175203,.69611531,.5797525,.57853639,.61256832,.6127212
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Detroit-Warren-Dearborn, MI",19820,.51198608,.49750894,.5101977,.54061699,.55686122,.53706443,.4963139,.47700343,.49302354,.50767124
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"El Paso, TX",21340,.72139621,.71630943,.70352268,.69628966,.71741301,.72482967,.69748652,.6774112,.68983626,.67812067
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Fresno, CA",23420,.74318355,.71286488,.72303391,.72124964,.71126348,.7321977,.75574189,.76680058,.75630093,.7314657
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Grand Rapids-Wyoming, MI",24340,.63418114,.63498783,.62900543,.62676555,.56728303,.51257581,.56622821,.72718257,.69999957,.54531211
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Greensboro-High Point, NC",24660,.67182374,.60058683,.57865506,.62110811,.66752112,.61505657,.65871114,.63199377,.56583285,.59688658
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Greenville-Anderson-Mauldin, SC",24860,.53815013,.58346862,.68474668,.66200101,.62672555,.5714215,.48862278,.5235064,.54800719,.55834234
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Harrisburg-Carlisle, PA",25420,.40431893,.5203433,.57778728,.49009103,.4589856,.42806447,.40177059,.37639296,.44511127,.4484928
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Hartford-West Hartford-East Hartford, CT",25540,.41155383,.38676181,.37812942,.36461172,.37548843,.3900888,.34985822,.34040511,.37268758,.37606937
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Houston-The Woodlands-Sugar Land, TX",26420,.71383661,.69922584,.68334961,.68055892,.68571138,.68392855,.66585219,.65391582,.66398126,.66199285
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Indianapolis-Carmel-Anderson, IN",26900,.53167236,.5144161,.54810667,.56255406,.59896272,.62992698,.59505689,.542548,.59911525,.59663689
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Jackson, MS",27140,.53608817,-97,-97,.28402275,.48128581,-97,-97,.38561618,.53817618,.58278841
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Jacksonville, FL",27260,.43553934,.43311071,.44861051,.39934146,.33904865,.33298472,.37228,.38051596,.39134857,.41672128
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Kansas City, MO-KS",28140,.56778753,.5595516,.56404591,.5834949,.56809801,.57798004,.56726122,.57383251,.580971,.57814133
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Knoxville, TN",28940,.42272756,.39854789,.47783554,.53855801,.54716825,.51626897,.54526049,.52680391,.48304844,.50281554
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Lakeland-Winter Haven, FL",29460,.62554073,.66092503,.59049022,.56195462,.59896308,.624084,.60384345,.55799937,.57239658,.61651635
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Las Vegas-Henderson-Paradise, NV",29820,.66256785,.63904524,.6576007,.68332058,.64897084,.6245454,.62438411,.60005629,.606022,.62770838
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Little Rock-North Little Rock-Conway, AR",30780,.45612708,.50525045,.47756186,.4876956,.63176531,.51583922,.35387343,.5531407,.72383744,.70725435
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Los Angeles-Long Beach-Anaheim, CA",31080,.7030443,.6956895,.69868231,.69628495,.69117069,.67957872,.66361517,.65405226,.64916778,.64250976
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Louisville/Jefferson County, KY-IN",31140,.51329565,.5404588,.57107306,.57693464,.59517771,.56585908,.57114565,.60580891,.58213204,.55162966
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Madison, WI",31540,.3973681,.43590409,.45743081,.52952367,.63996089,.57734728,.54975504,.61033368,.56910115,.48600948
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"McAllen-Edinburg-Mission, TX",32580,.78540057,.78163165,.77155036,.77791238,.79573959,.79058307,.77781397,.78737676,.78920877,.78430808
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Memphis, TN-MS-AR",32820,.51199138,.62830925,.6755529,.67131674,.70787758,.64647597,.57589328,.59833413,.64127678,.65916395
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Miami-Fort Lauderdale-West Palm Beach, FL",33100,.51597649,.52657437,.53039318,.5353213,.53421068,.52995026,.52209502,.50226671,.50795192,.52162123
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Milwaukee-Waukesha-West Allis, WI",33340,.68100792,.57131612,.53373873,.57825691,.62445444,.55577374,.54832816,.61115938,.57185125,.56513298
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Minneapolis-St. Paul-Bloomington, MN-WI",33460,.58158767,.56412113,.5537926,.54771328,.56568992,.54643434,.50786269,.50129092,.51527411,.51413971
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,.55183458,.58673459,.64283109,.60760468,.57374012,.61287767,.59112549,.59339452,.61431903,.62479258
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"New Haven-Milford, CT",35300,.44775262,.45619193,.45316407,.4658719,.51816517,.51778388,.47357017,.47699174,.46801895,.48878303
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"New Orleans-Metairie, LA",35380,.43555182,.5677641,.56003523,.55725622,.56405544,.57614189,.59442586,.53757226,.52872014,.57129323
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"New York-Newark-Jersey City, NY-NJ-PA",35620,.50255817,.51629144,.51611561,.51641613,.52091032,.51846367,.51416415,.51394951,.51662338,.51868135
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"North Port-Sarasota-Bradenton, FL",35840,.54175037,.5334903,.53944063,.49666363,.47092301,.48525816,.50485867,.51611507,.5105021,.56391555
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Ogden-Clearfield, UT",36260,.67798257,.56660545,.47651461,.54663312,.59793365,.59284812,.61364913,.53864175,.45233661,.50449377
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Oklahoma City, OK",36420,.6471107,.66591227,.72033763,.68756586,.63490587,.62916529,.67639244,.72885805,.72001451,.67805648
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Omaha-Council Bluffs, NE-IA",36540,.69116384,.65072763,.65063983,.72615671,.73717296,.70793742,.70627278,.66151351,.6372,.66795981
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Orlando-Kissimmee-Sanford, FL",36740,.463705,.45085984,.44622537,.45326385,.45867023,.44013372,.46544924,.46860468,.44445395,.42715791
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Oxnard-Thousand Oaks-Ventura, CA",37100,.66621321,.67060983,.66481721,.65335453,.64941674,.64271396,.63992745,.64464396,.6544894,.65835309
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Palm Bay-Melbourne-Titusville, FL",37340,.27269489,.20933744,.28901944,.30164534,.28754917,.27541733,.27290112,.26166117,.22921649,.27799034
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",37980,.45143148,.46847698,.45209637,.44350287,.46132368,.46671146,.4732537,.45909548,.46954995,.47904146
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Phoenix-Mesa-Scottsdale, AZ",38060,.71875829,.72143406,.71164656,.67469549,.65481561,.63837975,.63235897,.64559841,.61853367,.57840699
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Pittsburgh, PA",38300,.31112921,.28445026,.30109543,.32847357,.30179286,.30948749,.39343289,.40820721,.36945239,.28154168
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Portland-Vancouver-Hillsboro, OR-WA",38900,.64486659,.64407772,.62222922,.64080697,.65935344,.63521254,.58543855,.57868302,.58968496,.58863539
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Providence-Warwick, RI-MA",39300,.52270037,.52788073,.50064123,.49284554,.51607478,.51121414,.50982177,.5166887,.50432581,.48481521
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Provo-Orem, UT",39340,.47287253,.53978711,.51878697,.48478299,.53619927,.54493231,.53648621,.47694376,.46906683,.5358001
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Raleigh, NC",39580,.47117218,.47351757,.50700498,.5162676,.49682307,.51304168,.51681751,.51801956,.55370939,.51828444
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Richmond, VA",40060,.49319732,.47255102,.46460882,.52264243,.50918764,.54370016,.51779014,.49221343,.52102983,.4695847
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Riverside-San Bernardino-Ontario, CA",40140,.68330675,.69616729,.69597536,.68910593,.67761326,.65725803,.64220321,.63565916,.61504304,.61008477
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Rochester, NY",40380,.35403275,.37870517,.38605601,.43634376,.45284444,.4687576,.43313545,.43813691,.37737155,.38374883
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Sacramento--Roseville--Arden-Arcade, CA",40900,.64060444,.61757666,.62191719,.62796903,.60583067,.5996021,.60425168,.59066606,.58877754,.58120722
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"St. Louis, MO-IL",41180,.43799192,.46861356,.49895358,.49693894,.5076974,.46888125,.43541238,.41435757,.36918756,.39074695
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Salt Lake City, UT",41620,.65906847,.630494,.58504891,.56645733,.61442173,.61975861,.58604336,.55515653,.54319245,.55437756
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"San Antonio-New Braunfels, TX",41700,.67490971,.62922722,.58263963,.59168279,.6562615,.64522809,.61379951,.63231504,.65121818,.6266312
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"San Diego-Carlsbad, CA",41740,.63058734,.60817933,.59318453,.59937102,.60913789,.60877585,.5930289,.58962697,.56238008,.52660102
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"San Francisco-Oakland-Hayward, CA",41860,.57753944,.55339432,.55086458,.56247115,.55938429,.55787736,.55133164,.54724813,.54635197,.53234631
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"San Jose-Sunnyvale-Santa Clara, CA",41940,.59456706,.5861063,.56985569,.56242156,.55804622,.54847282,.54581755,.54328632,.51871544,.50036514
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Scranton--Wilkes-Barre--Hazleton, PA",42540,.41259012,.55381882,.53092784,.47939572,.5692786,.6668821,.62357819,.66918826,.68806791,.52048063
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Seattle-Tacoma-Bellevue, WA",42660,.58429033,.56518179,.54195064,.54595923,.55990762,.54453343,.52170634,.4819319,.47876564,.48337737
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Spokane-Spokane Valley, WA",44060,.60302287,.54913372,.52045792,.5938136,.55251986,.50687242,.54804993,.54505426,.51033688,.45656595
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Springfield, MA",44140,.52077061,.53703624,.55119729,.52506226,.5824098,.52875221,.53464103,.57980514,.46719846,.4501482
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Stockton-Lodi, CA",44700,.69257498,.7077269,.69675797,.68146658,.69069499,.70171982,.66693527,.67403573,.71711493,.67004681
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Syracuse, NY",45060,.51555914,.43971375,.41757599,.44344804,.45991552,.47993109,.45932326,.43379664,.39566872,.39312202
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Tampa-St. Petersburg-Clearwater, FL",45300,.46440995,.48731294,.48327908,.49294308,.48313543,.44836888,.442085,.45275718,.44008026,.4686988
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Toledo, OH",45780,.58090723,.4567796,.44889235,.37122568,.30479178,.324646,.40371355,.40322888,.32444775,.31865868
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Tucson, AZ",46060,.63161904,.6495204,.64640504,.63413286,.639633,.60835356,.56028444,.5523631,.57010281,.57223284
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Tulsa, OK",46140,.6287424,.64596671,.70741987,.58921784,.58955562,.63359034,.64563978,.65701306,.67065889,.66977197
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Urban Honolulu, HI",46520,.47719374,.47985622,.48817432,.50792587,.47551355,.46856731,.49464133,.53087664,.541125,.51310033
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Virginia Beach-Norfolk-Newport News, VA-NC",47260,.30253085,.29949629,.2610057,.27430028,.2822088,.35238755,.32678825,.2869947,.36605781,.38270366
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,.50741452,.48760512,.46303791,.46159431,.46250165,.45285183,.44712555,.44393253,.44313085,.45501187
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Wichita, KS",48620,.5619449,.58518195,.6550889,.61646372,.62905103,.63796955,.68394184,.74844187,.63922375,.54657167
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Winston-Salem, NC",49180,.71688348,.70096308,.72437656,.73721004,.71787322,.69717956,.68050331,.70836091,.68461615,.66131979
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Worcester, MA-CT",49340,.48949644,.45175689,.47703406,.51474416,.47526702,.4464671,.44701615,.46303698,.46992505,.44492391
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Youngstown-Warren-Boardman, OH-PA",49660,-97,-97,-97,.22634248,-97,-97,-97,-97,-97,-97
"English_Proficiency","eppars","English Proficient Parents",0,"Akron, OH",10420,.68091506,.56556129,.64911783,.60364205,.51813519,.51352161,.44957489,.51419991,.63830405,.54064125
"English_Proficiency","eppars","English Proficient Parents",0,"Albany-Schenectady-Troy, NY",10580,.74953216,.78507465,.73545057,.65194249,.60610962,.62518728,.65296477,.62391829,.64661634,.68475723
"English_Proficiency","eppars","English Proficient Parents",0,"Albuquerque, NM",10740,.32961938,.34802911,.37103662,.3612394,.37117854,.30089203,.34968483,.40643939,.35571843,.34748629
"English_Proficiency","eppars","English Proficient Parents",0,"Allentown-Bethlehem-Easton, PA-NJ",10900,.51269162,.53111404,.4938834,.50092959,.57887816,.59410757,.54879212,.5408867,.5693211,.53384846
"English_Proficiency","eppars","English Proficient Parents",0,"Atlanta-Sandy Springs-Roswell, GA",12060,.4729301,.45998231,.43497214,.43045202,.45227993,.45394441,.46377131,.48657951,.47703412,.47193223
"English_Proficiency","eppars","English Proficient Parents",0,"Augusta-Richmond County, GA-SC",12260,.65819275,.65005308,.62728828,.5896697,.63669223,.65731317,.55218953,.48346528,.58547199,.58076191
"English_Proficiency","eppars","English Proficient Parents",0,"Austin-Round Rock, TX",12420,.36440501,.35762185,.33733168,.33263487,.33414686,.34878516,.36732674,.38713515,.37902394,.40911365
"English_Proficiency","eppars","English Proficient Parents",0,"Bakersfield, CA",12540,.17544688,.21327515,.23398589,.23932341,.25852492,.29573789,.31461811,.28920332,.28566745,.25247133
"English_Proficiency","eppars","English Proficient Parents",0,"Baltimore-Columbia-Towson, MD",12580,.62949026,.66922611,.6695652,.62168014,.63650864,.63072896,.60324931,.60235614,.62487841,.65362155
"English_Proficiency","eppars","English Proficient Parents",0,"Baton Rouge, LA",12940,.3720991,.35449609,.48994496,.43755075,.35422373,.3657316,.49973744,.62220293,.53575408,.36056444
"English_Proficiency","eppars","English Proficient Parents",0,"Birmingham-Hoover, AL",13820,.36576381,.38693461,.38276339,.32404351,.34860981,.3912929,.40782425,.42075709,.34595668,.33246702
"English_Proficiency","eppars","English Proficient Parents",0,"Boise City, ID",14260,.31311408,.4336701,.3990998,.37414807,.41565073,.36384887,.37344378,.40364307,.41950512,.50003994
"English_Proficiency","eppars","English Proficient Parents",0,"Boston-Cambridge-Newton, MA-NH",14460,.51183188,.54111534,.53321844,.52744085,.52424526,.51261175,.51668125,.54766792,.55689389,.54823107
"English_Proficiency","eppars","English Proficient Parents",0,"Bridgeport-Stamford-Norwalk, CT",14860,.5624882,.57906985,.58416939,.53898638,.53307313,.55077136,.5467028,.52336955,.51821333,.5264554
"English_Proficiency","eppars","English Proficient Parents",0,"Buffalo-Cheektowaga-Niagara Falls, NY",15380,.56971228,.5719173,.60451871,.55504841,.5082677,.53604066,.53694481,.5218311,.51317745,.52789807
"English_Proficiency","eppars","English Proficient Parents",0,"Cape Coral-Fort Myers, FL",15980,.35660312,.39849925,.37778908,.35737678,.3775852,.38240322,.38292122,.43434101,.40874243,.43248326
"English_Proficiency","eppars","English Proficient Parents",0,"Charleston-North Charleston, SC",16700,.54997969,.57053792,.54057813,.42844063,.42729044,.44246489,.47768262,.52861589,.42911771,.52544647
"English_Proficiency","eppars","English Proficient Parents",0,"Charlotte-Concord-Gastonia, NC-SC",16740,.34742245,.37344438,.35617045,.39846182,.42756224,.41618291,.41651168,.4339042,.43298566,.43700767
"English_Proficiency","eppars","English Proficient Parents",0,"Chattanooga, TN-GA",16860,.41153327,.54471141,.63847095,.5283795,.41578308,.45517504,.45323679,.32955593,.4507145,.49513823
"English_Proficiency","eppars","English Proficient Parents",0,"Chicago-Naperville-Elgin, IL-IN-WI",16980,.33515552,.33465445,.34654129,.35169059,.35059908,.35733026,.37237808,.38019004,.39256245,.41013381
"English_Proficiency","eppars","English Proficient Parents",0,"Cincinnati, OH-KY-IN",17140,.62119657,.6213972,.58853233,.56355506,.54263365,.49199012,.53937644,.53202951,.53581369,.56961846
"English_Proficiency","eppars","English Proficient Parents",0,"Cleveland-Elyria, OH",17460,.56773371,.57793033,.60621297,.6260438,.58285844,.54479206,.51046044,.51851279,.56690437,.58640814
"English_Proficiency","eppars","English Proficient Parents",0,"Colorado Springs, CO",17820,.56034857,.57399172,.60043073,.60599923,.60415703,.55869943,.53913957,.57337439,.53916818,.50110734
"English_Proficiency","eppars","English Proficient Parents",0,"Columbia, SC",17900,.5307194,.50723863,.57332301,.55767483,.47803393,.45177454,.43805054,.48008546,.53626478,.46862561
"English_Proficiency","eppars","English Proficient Parents",0,"Columbus, OH",18140,.42638227,.46622038,.54890871,.48909774,.4613744,.54183531,.60299551,.55368274,.51767397,.54694086
"English_Proficiency","eppars","English Proficient Parents",0,"Dallas-Fort Worth-Arlington, TX",19100,.28786099,.28165254,.28559396,.29045641,.30379075,.31357375,.32402399,.32213452,.32233608,.33349991
"English_Proficiency","eppars","English Proficient Parents",0,"Dayton, OH",19380,.62057835,.66902632,.68994266,.72594345,.70690095,.59238333,.58593816,.54671472,.49897718,.47852531
"English_Proficiency","eppars","English Proficient Parents",0,"Deltona-Daytona Beach-Ormond Beach, FL",19660,.606264,.54796696,.57209748,.54295957,.50064504,.51195014,.547925,.58659297,.58652914,.64440995
"English_Proficiency","eppars","English Proficient Parents",0,"Denver-Aurora-Lakewood, CO",19740,.31701115,.30018395,.32919395,.33598411,.33550587,.32213646,.33588225,.36093065,.38146073,.39903021
"English_Proficiency","eppars","English Proficient Parents",0,"Des Moines-West Des Moines, IA",19780,.29806787,.29262644,.30102119,.30787003,.31824794,.30388471,.42024747,.42146361,.38743165,.3872788
"English_Proficiency","eppars","English Proficient Parents",0,"Detroit-Warren-Dearborn, MI",19820,.48801395,.50249106,.4898023,.45938298,.44313878,.4629356,.50368613,.52299654,.50697643,.49232879
"English_Proficiency","eppars","English Proficient Parents",0,"El Paso, TX",21340,.27860382,.28369057,.29647735,.30371037,.28258702,.27517036,.30251348,.32258883,.31016371,.3218793
"English_Proficiency","eppars","English Proficient Parents",0,"Fresno, CA",23420,.25681645,.28713518,.27696607,.27875033,.28873649,.26780236,.24425811,.23319945,.24369909,.2685343
"English_Proficiency","eppars","English Proficient Parents",0,"Grand Rapids-Wyoming, MI",24340,.36581886,.36501217,.37099454,.37323448,.432717,.48742419,.43377179,.27281749,.30000049,.45468792
"English_Proficiency","eppars","English Proficient Parents",0,"Greensboro-High Point, NC",24660,.32817623,.39941311,.42134491,.37889183,.33247885,.38494346,.34128889,.36800623,.43416715,.40311342
"English_Proficiency","eppars","English Proficient Parents",0,"Greenville-Anderson-Mauldin, SC",24860,.46184993,.41653138,.31525335,.33799902,.37327445,.4285785,.51137722,.47649357,.45199275,.44165769
"English_Proficiency","eppars","English Proficient Parents",0,"Harrisburg-Carlisle, PA",25420,.59568107,.4796567,.42221272,.50990897,.54101437,.57193553,.59822941,.62360704,.55488873,.55150723
"English_Proficiency","eppars","English Proficient Parents",0,"Hartford-West Hartford-East Hartford, CT",25540,.5884462,.61323816,.62187058,.63538831,.6245116,.6099112,.65014178,.65959489,.62731242,.62393063
"English_Proficiency","eppars","English Proficient Parents",0,"Houston-The Woodlands-Sugar Land, TX",26420,.28616336,.30077419,.31665042,.31944102,.31428865,.31607145,.33414787,.34608415,.33601877,.33800709
"English_Proficiency","eppars","English Proficient Parents",0,"Indianapolis-Carmel-Anderson, IN",26900,.46832755,.48558387,.45189333,.43744594,.40103731,.37007296,.40494317,.457452,.40088478,.40336308
"English_Proficiency","eppars","English Proficient Parents",0,"Jackson, MS",27140,.46391177,-97,-97,.71597731,.51871413,-97,-97,.61438376,.46182388,.41721162
"English_Proficiency","eppars","English Proficient Parents",0,"Jacksonville, FL",27260,.56446069,.56688929,.55138946,.60065848,.66095132,.66701531,.62772,.61948401,.60865146,.58327872
"English_Proficiency","eppars","English Proficient Parents",0,"Kansas City, MO-KS",28140,.43221247,.4404484,.43595409,.41650513,.43190202,.42201996,.43273878,.42616746,.41902903,.42185864
"English_Proficiency","eppars","English Proficient Parents",0,"Knoxville, TN",28940,.57727242,.60145205,.52216452,.46144205,.45283175,.48373109,.45473954,.47319612,.51695156,.49718446
"English_Proficiency","eppars","English Proficient Parents",0,"Lakeland-Winter Haven, FL",29460,.37445924,.33907497,.40950981,.43804538,.40103695,.37591603,.39615655,.44200063,.42760342,.38348365
"English_Proficiency","eppars","English Proficient Parents",0,"Las Vegas-Henderson-Paradise, NV",29820,.33743215,.36095476,.34239927,.31667942,.35102913,.3754546,.37561592,.39994371,.393978,.37229162
"English_Proficiency","eppars","English Proficient Parents",0,"Little Rock-North Little Rock-Conway, AR",30780,.54387295,.49474958,.52243817,.51230437,.36823469,.48416078,.64612657,.44685933,.27616262,.29274565
