GROUPCODE,STATCODE,statid,statistics_label,STAT,ISSTATE,StateName,StateCode,y2006,y2007,y2008,y2009,y2010,y2011,y2012,y2013,y2014,y2015
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"West Virginia","WV",.20140159,.07196243,.18067537,.182404,.10590672,.09856579,.05932355,.16991958,.21422762,.08462204
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Wisconsin","WI",.39421302,.39332771,.40173784,.40926388,.39302394,.37902132,.42241123,.47275949,.46719885,.45284206
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Wyoming","WY",.5903402,.56741482,.45333683,.4626087,.5802601,.65211284,.61144674,.58983111,.53861332,.51368159
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"Alabama","AL",.08778153,.0929786,.0843076,.07783338,.07698381,.05870758,.06836189,.08006407,.0596233,.0488347
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"Alaska","AK",.01150517,.0244601,.02637018,.00520846,.01051823,.01438405,.02620087,.02406353,.00995346,.00692317
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"Arizona","AZ",.0209293,.03020582,.03829594,.04159386,.04353699,.04279893,.04394704,.04595731,.05041195,.05708147
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"Arkansas","AR",.05778066,.05627945,.05815676,.05810427,.04760567,.04655757,.05245996,.0509586,.04291394,.05751626
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"California","CA",.05385689,.05514189,.05667082,.0567797,.0588855,.06342742,.06579633,.06599393,.06896222,.07321156
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"Colorado","CO",.03901534,.03585309,.03871655,.04364749,.04657341,.0454874,.0461466,.05014293,.05051241,.05117439
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"Connecticut","CT",.08938979,.08686485,.09539058,.10638031,.11867155,.1228065,.12170614,.12221116,.12338638,.12163242
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"Delaware","DE",.08622532,.08530551,.10247914,.14497337,.13290113,.1289798,.15465486,.13981333,.14577833,.17914374
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"District of Columbia","DC",.0272122,.04267471,.03600545,.03218475,.03160271,.02756053,.04194481,.05905359,.05219567,.04484249
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"Florida","FL",.04171599,.04719297,.045248,.0455213,.04405241,.04196863,.04329744,.04583954,.04739796,.04569129
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"Georgia","GA",.07731833,.07520135,.07915711,.08177498,.08619681,.08248822,.08247402,.09631498,.08667397,.08591589
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"Hawaii","HI",.0030664,.0027419,.00770026,.00715189,.00512163,.00815039,.01127002,.01134611,.00811678,.00928692
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"Idaho","ID",.01652732,.00893353,.01572794,.01827823,.01960358,.02259956,.0155394,.04060119,.06524441,.05190688
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"Illinois","IL",.09561785,.09520741,.10657591,.10220174,.09719723,.10419805,.11052956,.11421652,.12713869,.12382077
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"Indiana","IN",.08436117,.08776675,.07406558,.07237507,.07326186,.08917045,.09141757,.09459703,.10165658,.10865296
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"Iowa","IA",.0463994,.04926755,.0589667,.07347177,.07791189,.08481047,.0869282,.08223888,.0834379,.06966384
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"Kansas","KS",.08553471,.07011241,.05920783,.06980874,.06249227,.05940164,.06270692,.05713574,.05630048,.06561241
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"Kentucky","KY",.09444389,.10683894,.12027766,.12737533,.11348502,.11197083,.11464229,.12739556,.12750646,.11095915
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"Louisiana","LA",.13886772,.13944677,.12315778,.10953554,.08113492,.08744072,.12165207,.11425049,.1026058,.08583394
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"Maine","ME",.08309709,.0642243,.04811632,.04052026,.05029232,.0573913,.08016044,.1030334,.10513825,.13117531
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"Maryland","MD",.10758866,.09689941,.09926321,.11353566,.11546836,.11196843,.11276773,.10730788,.11040508,.12297712
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"Massachusetts","MA",.08042406,.08183323,.08751662,.09525306,.10199021,.10103599,.10024604,.10136709,.1087686,.11116392
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"Michigan","MI",.27895632,.27578941,.32289162,.33590218,.33796582,.33254382,.31449884,.31032181,.33193815,.34217727
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"Minnesota","MN",.06850867,.06839684,.06416269,.07877351,.07094084,.06970897,.07732883,.07911597,.07977033,.08489073
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"Mississippi","MS",.11624946,.09388245,.09225036,.09155284,.094875,.09591728,.07758605,.09189383,.12117589,.10533985
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"Missouri","MO",.07834969,.08581221,.10379715,.12828298,.13778926,.10958938,.10656627,.12767734,.1367435,.13434468
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"Montana","MT",.05048835,.01964085,.04270544,.02626308,.02572387,.07246558,.04815172,0,.02464481,.04332459
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"Nebraska","NE",.06076603,.07601335,.06409132,.0431926,.0589518,.05589243,.06111293,.07632913,.06686717,.06725479
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"Nevada","NV",.02428132,.01990787,.0259246,.03316712,.03056584,.03466919,.0342146,.0343311,.03256189,.02512508
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"New Hampshire","NH",.12287325,.12328741,.12417787,.14683689,.14558022,.16038121,.18581368,.19472407,.19440641,.17773768
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"New Jersey","NJ",.14095177,.14871122,.14985518,.15212353,.16145679,.16285236,.15789193,.16944946,.17630093,.17496018
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"New Mexico","NM",.01969504,.01817185,.02380047,.01894696,.01693874,.0170841,.02159797,.02162619,.01423252,.02425518
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"New York","NY",.11328181,.12177107,.12506416,.11618855,.11834047,.12621921,.12221703,.11592747,.12058931,.12567306
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"North Carolina","NC",.06961095,.0634159,.06381643,.0708874,.06668473,.07173459,.07510842,.06887934,.07284253,.07771633
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"North Dakota","ND",.16163211,-97,-97,.04787972,.0766414,.136925,.12294052,.09450655,.10077121,.06354306
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"Ohio","OH",.1864002,.19392478,.20403709,.19364926,.1903123,.19905744,.19891174,.18673958,.21200833,.23305382
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"Oklahoma","OK",.09020238,.07366237,.03861448,.05214207,.054729,.04140342,.04937601,.06114874,.0466711,.04665183
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"Oregon","OR",.05065705,.05819733,.04679332,.04183415,.05004167,.04611494,.04427525,.05044165,.05353809,.05253394
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"Pennsylvania","PA",.1391554,.13850567,.14822525,.15626417,.14195363,.12413447,.13687277,.1595154,.15573674,.15593934
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"Rhode island","RI",.03308677,.04571022,.03599491,.02497056,.03040062,.03545865,.04669153,.05437102,.03747253,.05054611
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"South Carolina","SC",.06938802,.07634874,.07025399,.08192205,.0657522,.04878201,.06270406,.07053185,.07287756,.07184174
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"South Dakota","SD",.12153803,.01447341,.00180963,.03398869,.05829989,.03949523,.03072126,.06230903,.05281964,.07008055
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"Tennessee","TN",.12132383,.1112691,.11674468,.11156242,.10139203,.10793382,.10910096,.1052826,.10039151,.09731925
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"Texas","TX",.04388481,.04201305,.04639373,.05013217,.0521647,.05332074,.05120704,.05274379,.0571466,.06138606
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"United States","US",.0723279,.07369015,.07680755,.0781134,.07938373,.08167832,.08329641,.08540864,.08870507,.09140807
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"Utah","UT",.03853144,.04230636,.03311172,.0247409,.02023398,.02423285,.03247419,.04310402,.04332304,.03416904
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"Vermont","VT",.07621154,.08134845,.08737742,.11590981,.10045895,.09130301,.13996173,.09313244,.1361583,.20751257
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"Virginia","VA",.1355999,.13289842,.15004773,.15500297,.14915474,.14876626,.16612974,.17367859,.17311034,.17759311
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"Washington","WA",.04834792,.04764438,.04589478,.05180727,.0604731,.06552304,.07145566,.07515263,.07529018,.07986922
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"West Virginia","WV",.08519196,.16714068,.18554351,.21692531,.16316985,.10193703,.12364025,.09729306,.09998565,.12095815
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"Wisconsin","WI",.08639957,.07448617,.06644312,.07341215,.08182438,.09701447,.09526238,.08869306,.09197599,.09326866
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"Wyoming","WY",.04115988,.04832897,.01723082,.08485507,.07315772,.02093706,.02206279,.00745598,.01592254,.01253349
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"Alabama","AL",.05917355,.05426952,.04345736,.04322283,.04409171,.05166061,.04644092,.03916528,.04262804,.03273645
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"Alaska","AK",.08314861,.11338492,.11546602,.14883345,.18233995,.14887497,.10171238,.05288628,.16447777,.19349959
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"Arizona","AZ",.01902329,.01998446,.01907408,.01881159,.01962137,.02012943,.02279875,.02579472,.0285078,.02831455
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"Arkansas","AR",.04467597,.05646648,.06942807,.05641849,.04223185,.04817443,.04803258,.04821401,.04522735,.02774096
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"California","CA",.05671029,.05469448,.05378947,.05574311,.05810858,.05886812,.05872831,.05937146,.05926177,.05598754
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"Colorado","CO",.0443952,.0446214,.04335577,.0363045,.04573395,.0514126,.04779017,.04534262,.04006844,.04271542
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"Connecticut","CT",.0252503,.03300105,.03848205,.03423164,.02782603,.02521702,.02756431,.03008413,.02588012,.02760073
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"Delaware","DE",.02081538,.01068415,.02489875,.02486967,.01038821,.00455278,.00561627,.0208441,.02608764,.01824283
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"District of Columbia","DC",.00720889,.02527696,.03124791,.02513026,.01838117,.0016157,.01029384,.01182548,.00709171,.00537895
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"Florida","FL",.01558989,.01775374,.0215737,.02252595,.02011383,.0191474,.02012106,.01976169,.02208884,.02226013
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"Georgia","GA",.0451455,.04364869,.04014555,.04479491,.04512439,.04028836,.03832882,.03928113,.04684924,.04592973
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"Hawaii","HI",.05310879,.0579057,.05379132,.06343832,.0690304,.04876911,.05387541,.06655667,.05457817,.05514318
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"Idaho","ID",.00893078,.01882179,.02870395,.02300142,.02129084,.02143881,.01847542,.01939863,.03126995,.03965059
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"Illinois","IL",.01707759,.01530758,.01525333,.01655642,.01650655,.01577218,.01637051,.01875266,.01745288,.01401642
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"Indiana","IN",.03095079,.03909486,.04855228,.0422093,.03932929,.03420617,.03491278,.0318309,.03508911,.04678163
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"Iowa","IA",.09200875,.07646441,.07469353,.08219566,.07982861,.08371966,.09610993,.08754872,.10215218,.13350485
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"Kansas","KS",.0690148,.07064876,.0701253,.08190732,.09398855,.0767139,.05812688,.07083367,.08460903,.0918058
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"Kentucky","KY",.05564801,.04808377,.05853739,.04753446,.04078133,.05721464,.06473614,.05005515,.04433732,.04282067
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"Louisiana","LA",.16664341,.17783149,.13660467,.14510907,.17204553,.12803762,.1177212,.12197728,.12000112,.13161205
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"Maine","ME",.02310418,.09912231,.12371955,.06890945,.05323089,.07406832,.11325095,.09571233,.06526641,.05928296
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"Maryland","MD",.03336287,.03306389,.03237274,.03710109,.03828393,.03180273,.03257091,.037472,.0334854,.02668653
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"Massachusetts","MA",.07672027,.07036729,.06857529,.06384674,.06182112,.06724702,.06866173,.05856506,.05609173,.05745971
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"Michigan","MI",.04661258,.04314268,.04590626,.0425538,.04140405,.04446631,.0374472,.03252784,.03191355,.03450032
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"Minnesota","MN",.24121851,.23100249,.20551211,.19489157,.201562,.19866274,.18577448,.20242596,.20701353,.19714248
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"Mississippi","MS",.13298021,.10617086,.06556221,.05504033,.07793729,.09856419,.07884136,.07682309,.07165498,.04856433
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"Missouri","MO",.08344793,.07605022,.06240826,.05832036,.05872165,.06316613,.05271626,.0531951,.06102602,.06212801
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"Montana","MT",.02374155,.06719977,.05548299,.05191409,.0371567,.05520593,.05695918,.03651579,.03514915,.0065557
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"Nebraska","NE",.05858305,.05279455,.06154963,.07745145,.05623669,.06092756,.07085747,.06087967,.0597792,.06617934
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"Nevada","NV",.03213197,.02896148,.0278345,.01977756,.01672124,.023624,.02394224,.02503343,.02961919,.02215414
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"New Hampshire","NH",.05559368,.04751603,.06908806,.0404463,.04147238,.04922106,.05141693,.05666367,.05737561,.05399468
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"New Jersey","NJ",.01007988,.01195075,.01311534,.01162468,.01386658,.01604745,.01368537,.01221271,.0128116,.01164404
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"New Mexico","NM",.01461245,.02060156,.02344479,.01568722,.01241628,.00919494,.00873188,.01877713,.01502719,.00548629
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"New York","NY",.01145725,.00937897,.01011589,.01244791,.01253423,.01170175,.01270526,.01339773,.01385288,.01325631
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"North Carolina","NC",.05534282,.05504967,.05119846,.05010625,.05336881,.04923298,.0506492,.05357506,.04683496,.04211118
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"North Dakota","ND",.02366997,-97,-97,.0647398,.09111811,.11205968,.04139905,0,.00473008,.06955107
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"Ohio","OH",.06383039,.05375732,.04140226,.04136648,.04686887,.04176869,.04497921,.05115951,.04271087,.04015063
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"Oklahoma","OK",.06151918,.06642603,.07743967,.05972591,.06322054,.07289289,.0700679,.06462822,.06512801,.07300832
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"Oregon","OR",.07593201,.06697537,.06626114,.07480486,.06982382,.05686122,.06282687,.06635044,.06134971,.06044883
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"Pennsylvania","PA",.07292229,.06666827,.06110675,.06150594,.07216942,.08010923,.07681061,.06189417,.04995866,.04559385
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"Rhode island","RI",.06854985,.04878915,.06439542,.08856513,.08403799,.07250373,.05877899,.04559876,.04726969,.05203927
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"South Carolina","SC",.05247913,.03758389,.0422055,.03762095,.03611912,.04243723,.04109308,.03429082,.02181737,.02606959
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"South Dakota","SD",.05300155,.09857374,.03914827,.05639644,.06061542,.05163279,.07304606,.08867054,.09711851,.08949765
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"Tennessee","TN",.06446573,.06509856,.04656818,.04397584,.0572455,.04913788,.03953869,.04245776,.04619211,.04207396
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"Texas","TX",.02925442,.03001189,.0326282,.03365498,.03263354,.03284984,.03378782,.03364935,.0331166,.03172873
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"United States","US",.04397387,.04291555,.04271435,.04341257,.04453324,.04423481,.04371363,.04379277,.04395795,.04255208
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"Utah","UT",.03955513,.03688207,.03988737,.04724788,.0492517,.03538454,.03984366,.03848523,.04015048,.04882181
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"Vermont","VT",.03247537,.07145575,.06261001,.0036202,.03518613,.07440421,.0615123,.03440785,.03442133,.04517049
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"Virginia","VA",.05568064,.05467115,.05552908,.05532895,.05796872,.05837914,.05705454,.05530835,.05663596,.05483877
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"Washington","WA",.09544122,.09962963,.08592553,.0763621,.07924526,.08140301,.07280631,.06765109,.07799423,.07316661
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"West Virginia","WV",.01291895,.03756862,.0396845,.03261441,.05632767,.04039769,.04428461,.04070223,.02387217,.02844166
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"Wisconsin","WI",.19243404,.17369901,.17957842,.2020179,.18364206,.14811881,.14987543,.16359349,.15425083,.14846624
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"Wyoming","WY",0,0,0,0,0,.01072386,.01639875,.00610852,.00747947,.09003062
"Country_of_Origin_of_Parents","southAmerica",94,"Parents from South America","South America",1,"Alabama","AL",.04996705,.02603767,.01804613,.02966218,.04209883,.03363093,.02131538,.03506552,.04598513,.03641569
"Country_of_Origin_of_Parents","southAmerica",94,"Parents from South America","South America",1,"Alaska","AK",.01282457,.02111098,.02893498,.05641306,.05801835,.02065139,.02399294,.06053314,.12872286,.08212776
"Country_of_Origin_of_Parents","southAmerica",94,"Parents from South America","South America",1,"Arizona","AZ",.01372452,.01280353,.01827765,.02118431,.0174653,.01624987,.01512225,.01508073,.01685002,.01842697
"Country_of_Origin_of_Parents","southAmerica",94,"Parents from South America","South America",1,"Arkansas","AR",.03124662,.01452631,.01785088,.01476716,.02181136,.02596454,.0140871,.0088615,.01403272,.01695281
"Country_of_Origin_of_Parents","southAmerica",94,"Parents from South America","South America",1,"California","CA",.01985492,.02059848,.01877701,.01760891,.01858104,.01895972,.01933399,.01935806,.01984153,.01979772
"Country_of_Origin_of_Parents","southAmerica",94,"Parents from South America","South America",1,"Colorado","CO",.01902929,.02255468,.02221448,.02185779,.02384959,.02251925,.0225331,.02552538,.03260134,.03369924
"Country_of_Origin_of_Parents","southAmerica",94,"Parents from South America","South America",1,"Connecticut","CT",.15874283,.16515845,.15992895,.15996808,.1619207,.15706873,.15276483,.1561915,.1665127,.17598939
"Country_of_Origin_of_Parents","southAmerica",94,"Parents from South America","South America",1,"Delaware","DE",.05767309,.06172322,.03928878,.04986753,.11152273,.09551536,.06061696,.05303546,.03457002,.06691407
"Country_of_Origin_of_Parents","southAmerica",94,"Parents from South America","South America",1,"District of Columbia","DC",.03876844,.04648211,.04391235,.03550829,.04328097,.06397227,.0634267,.11216678,.12311276,.07349434
"Country_of_Origin_of_Parents","southAmerica",94,"Parents from South America","South America",1,"Florida","FL",.18329857,.18287405,.18464713,.18457571,.187503,.1855212,.18151094,.1820195,.17965913,.17842549
"Country_of_Origin_of_Parents","southAmerica",94,"Parents from South America","South America",1,"Georgia","GA",.06015304,.06521295,.06225725,.0648478,.0621802,.052045,.05570626,.05117847,.04702859,.05275251
"Country_of_Origin_of_Parents","southAmerica",94,"Parents from South America","South America",1,"Hawaii","HI",.0161557,.01560984,.01778532,.01305267,.01581774,.01921561,.01673898,.01709827,.01415219,.02645143
"Country_of_Origin_of_Parents","southAmerica",94,"Parents from South America","South America",1,"Idaho","ID",.02394095,.02342007,.02658988,.02310677,.02223015,.03928103,.04456837,.02227124,.01286746,.02652979
"Country_of_Origin_of_Parents","southAmerica",94,"Parents from South America","South America",1,"Illinois","IL",.02658115,.02705755,.02567337,.02742961,.03044914,.02838646,.02823077,.02628174,.02316598,.02494456
"Country_of_Origin_of_Parents","southAmerica",94,"Parents from South America","South America",1,"Indiana","IN",.03258514,.03807422,.03790945,.03480169,.03319255,.02828283,.03052071,.03477922,.03285058,.02481303
"Country_of_Origin_of_Parents","southAmerica",94,"Parents from South America","South America",1,"Iowa","IA",.03675866,.03158376,.01455891,.02232289,.02448954,.0194061,.01750022,.0226021,.02947514,.02645993
"Country_of_Origin_of_Parents","southAmerica",94,"Parents from South America","South America",1,"Kansas","KS",.03161051,.02307475,.01734121,.01303757,.01504075,.03445851,.0410064,.02953791,.03125918,.0270938
"Country_of_Origin_of_Parents","southAmerica",94,"Parents from South America","South America",1,"Kentucky","KY",.02523471,.05755557,.0492348,.02466463,.0423122,.03256857,.01766703,.03167655,.03647034,.03308563
"Country_of_Origin_of_Parents","southAmerica",94,"Parents from South America","South America",1,"Louisiana","LA",.06121814,.05826326,.07656733,.07848346,.06935052,.05138185,.03043862,.03176655,.04400695,.0429466
"Country_of_Origin_of_Parents","southAmerica",94,"Parents from South America","South America",1,"Maine","ME",.03167966,.02279603,.03013317,.03679965,.02730417,.01347826,.03707199,.0578419,.04209683,.01684389
"Country_of_Origin_of_Parents","southAmerica",94,"Parents from South America","South America",1,"Maryland","MD",.08902099,.08041301,.06806014,.06550369,.06709763,.06491848,.06994295,.0783742,.07251299,.07286149
"Country_of_Origin_of_Parents","southAmerica",94,"Parents from South America","South America",1,"Massachusetts","MA",.10284042,.10444887,.11407057,.10924072,.1085714,.1099558,.10788069,.10639739,.11126655,.12618592
"Country_of_Origin_of_Parents","southAmerica",94,"Parents from South America","South America",1,"Michigan","MI",.02006811,.01694708,.01835004,.02223326,.02022266,.02650971,.02956563,.01918703,.02679863,.03481712
"Country_of_Origin_of_Parents","southAmerica",94,"Parents from South America","South America",1,"Minnesota","MN",.04686595,.0328152,.04426566,.05006523,.04360462,.04269392,.03939234,.0410977,.04054731,.02769057
"Country_of_Origin_of_Parents","southAmerica",94,"Parents from South America","South America",1,"Mississippi","MS",.03343605,.03148074,.03308324,.04731537,.07622962,.05356667,.01322766,.02311474,.04631491,.04007886
