GROUPCODE,STATCODE,STAT,ISSTATE,MetroName,MetroCode,y2006,y2007,y2008,y2009,y2010,y2011,y2012,y2013,y2014
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,.1249428,.1490768,.1365022,.1238533,.144959,.1520656,.1308911,.1154736,.10765511
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"New Haven-Milford, CT",35300,.0983325,.0914515,.0865845,.1078916,.121948,.1270802,.1047186,.0863464,.11563054
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"New Orleans-Metairie, LA",35380,.3514169,.38929,.4084642,.3694026,.3650795,.3785022,.4005959,.3503561,.30794927
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"New York-Newark-Jersey City, NY-NJ-PA",35620,.1957653,.1926077,.1917041,.1926795,.1935529,.192368,.1974393,.2043452,.20176406
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"North Port-Sarasota-Bradenton, FL",35840,.104587,.1076299,.0811526,.1026112,.1452353,.1737268,.1448935,.1205506,.14555655
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Ogden-Clearfield, UT",36260,.0538997,.0778086,.1148689,.0977463,.0756359,.0698646,.0367214,.0653592,.09896068
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Oklahoma City, OK",36420,.0525497,.0348653,.0555389,.0718331,.052186,.0510897,.0504619,.077728,.10244824
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Omaha-Council Bluffs, NE-IA",36540,.1391314,.1146138,.0953908,.1000557,.0742375,.0443852,.081214,.1050198,.11694848
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Orlando-Kissimmee-Sanford, FL",36740,.1425409,.1541065,.1776079,.1810743,.1747402,.1536974,.1641236,.1637148,.16708864
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Oxnard-Thousand Oaks-Ventura, CA",37100,.0354211,.0396725,.0535129,.0461288,.0265623,.0299297,.0601489,.0622602,.03868391
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Palm Bay-Melbourne-Titusville, FL",37340,.1342048,.1348475,.1367756,.1537464,.1785107,.1536704,.1671839,.1596619,.14976096
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",37980,.0782166,.0764828,.0768924,.0818891,.0787617,.0783223,.091108,.0916707,.08908527
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Phoenix-Mesa-Scottsdale, AZ",38060,.0443739,.0375066,.0285569,.0349947,.0452852,.0393008,.0347825,.0362282,.03685198
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Pittsburgh, PA",38300,.0099298,.0076368,.0394798,.0527448,.0314562,.0176494,.0151241,.0235965,.03672708
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Portland-Vancouver-Hillsboro, OR-WA",38900,.0244975,.0467867,.0507871,.0489659,.047253,.0344704,.0336961,.0397696,.03793168
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Providence-Warwick, RI-MA",39300,.2329776,.2428684,.2545352,.2660193,.2664385,.2683083,.2867114,.3139595,.30914679
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Provo-Orem, UT",39340,.0983439,.0464488,.0532539,.1193539,.1087782,.0378831,.0623451,.105971,.10958419
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Raleigh, NC",39580,.0731676,.096109,.1103682,.1006074,.1321577,.1432245,.1468295,.1322751,.10937079
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Richmond, VA",40060,.1401597,.1074486,.1681487,.1905476,.1686074,.1703441,.1522676,.1664263,.22485425
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Riverside-San Bernardino-Ontario, CA",40140,.0806453,.077486,.0799797,.0833012,.0825325,.0782312,.0723924,.0786423,.08641692
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Rochester, NY",40380,.0469777,.0468878,.0503553,.0652563,.0936843,.0743187,.0373391,.0573068,.08252244
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Sacramento--Roseville--Arden-Arcade, CA",40900,.0256648,.0360372,.0460218,.0341027,.0262371,.0312457,.0339743,.034793,.0364805
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Salt Lake City, UT",41620,.0483888,.0461381,.0421998,.0465891,.0374566,.0402378,.0635215,.0628787,.05454315
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"San Antonio-New Braunfels, TX",41700,.0502231,.0472252,.0500518,.0418488,.0430669,.0550076,.0547823,.0571698,.07054479
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"San Diego-Carlsbad, CA",41740,.0237076,.0177003,.0211773,.0214349,.0218674,.0241814,.02567,.0224032,.02109144
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"San Francisco-Oakland-Hayward, CA",41860,.0764916,.0833948,.0817948,.082437,.0854315,.0775977,.0848359,.0977088,.0936443
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"San Jose-Sunnyvale-Santa Clara, CA",41940,.0289262,.0335758,.033789,.0349594,.0352843,.0342626,.0293506,.0214206,.02033878
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Scranton--Wilkes-Barre--Hazleton, PA",42540,.159697,.204209,.1993816,.3270068,.2829083,.1414208,.3154915,.5024696,.45351407
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Seattle-Tacoma-Bellevue, WA",42660,.0328869,.0381401,.0292411,.0223658,.0244134,.0253302,.0313208,.0403071,.0448301
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Spokane-Spokane Valley, WA",44060,.031702,.0412981,.0281271,.0301575,.0324179,.0219815,.047257,.0413653,.00606074
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Springfield, MA",44140,.0751456,.0808607,.0664685,.0971644,.140196,.1695402,.1924227,.1964977,.15244317
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"St. Louis, MO-IL",41180,.0401351,.0294749,.0205579,.0219528,.0180679,.0266131,.043913,.0337148,.01729241
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Stockton-Lodi, CA",44700,.022433,.0228596,.0305967,.0397428,.0357143,.0435479,.0484906,.0311566,.02736881
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Syracuse, NY",45060,.0752963,.0600529,.0582871,.1080401,.1181134,.091136,.0801878,.068884,.08822711
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Tampa-St. Petersburg-Clearwater, FL",45300,.2241545,.1958491,.1896461,.2057034,.1943645,.1905857,.1980701,.2062064,.21630897
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Toledo, OH",45780,.0171959,.0157591,.0274212,.0929568,.0882969,.0359256,.0024561,.0881346,.06973228
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Tucson, AZ",46060,.0200538,.0331831,.0447267,.0343754,.0324725,.026074,.0171007,.013505,.02325018
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Tulsa, OK",46140,.0295319,.0456666,.0588594,.0497743,.0359333,.0684952,.0840152,.05797,.07353467
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Urban Honolulu, HI",46520,.0041061,.0043637,.0123508,.0118586,.0090197,.0089144,.0173873,.016767,.00356376
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Virginia Beach-Norfolk-Newport News, VA-NC",47260,.073138,.0636336,.0790259,.1065668,.0931519,.0748996,.0812077,.0940096,.12867095
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,.2213749,.2207498,.2387886,.2677087,.2670378,.2542293,.2549076,.2580323,.26068842
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Wichita, KS",48620,.063807,.0773235,.0669821,.0504295,.0441162,.0647913,.0423447,.0210635,.01499739
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Winston-Salem, NC",49180,.1014281,.1077865,.1445151,.1529691,.1207458,.1276787,.1029435,.1022692,.15570888
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Worcester, MA-CT",49340,.1467365,.1520361,.1020867,.1144234,.1229096,.1181031,.1218824,.1595499,.12125653
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Youngstown-Warren-Boardman, OH-PA",49660,-97,-97,-97,-97,-97,-97,-97,-97,-97
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Akron, OH",10420,.1273949,.165187,.202544,.1708599,.2022168,.1732503,.1027718,.1286162,.14044638
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Albany-Schenectady-Troy, NY",10580,.1164284,.1246627,.1397849,.1109489,.110077,.140669,.1683237,.1660781,.1330588
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Albuquerque, NM",10740,.0541994,.0465548,.0609157,.0501073,.0493296,.0540689,.0530578,.0423212,.03020316
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Allentown-Bethlehem-Easton, PA-NJ",10900,.0520138,.0773309,.0944423,.0846184,.0649082,.0784901,.0918416,.0715888,.08463464
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Atlanta-Sandy Springs-Roswell, GA",12060,.0818575,.0814855,.0740002,.0698388,.0715686,.0855088,.0917765,.0767685,.07119119
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Augusta-Richmond County, GA-SC",12260,.208886,.1688517,.124387,.1650601,.1631292,.1823896,.1826591,.1634139,.19865862
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Austin-Round Rock, TX",12420,.0879282,.0682703,.0616712,.0606144,.0687109,.0647452,.0635848,.0811128,.07769381
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Bakersfield, CA",12540,.0491891,.0481676,.0503834,.0481134,.051857,.0595452,.0506267,.0509179,.05203522
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Baltimore-Columbia-Towson, MD",12580,.1880906,.1898553,.1784737,.1491118,.1577863,.1782137,.1719128,.1597946,.16464359
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Baton Rouge, LA",12940,.051783,.0881946,.0894215,.1133621,.1258557,.1182195,.1129946,.0903631,.09758867
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Birmingham-Hoover, AL",13820,.1061983,.1159886,.0972034,.0951953,.0891804,.0748412,.0742226,.0738387,.06494889
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Boise City, ID",14260,.0462886,.0604303,.0673719,.0740796,.0701628,.0661319,.0741446,.082869,.07140096
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Boston-Cambridge-Newton, MA-NH",14460,.0966671,.105744,.1012755,.105313,.1066182,.1057711,.1110085,.1137407,.11002582
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Bridgeport-Stamford-Norwalk, CT",14860,.0722402,.0579534,.0500218,.0597389,.0655058,.0592813,.0700021,.0692529,.07324331
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Buffalo-Cheektowaga-Niagara Falls, NY",15380,.1154676,.109641,.1039631,.0978946,.058399,.0699159,.1057535,.1084532,.10829394
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Cape Coral-Fort Myers, FL",15980,.0271711,.0200041,.0288715,.0320771,.0222803,.006281,.0159632,.0345548,.03257115
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Charleston-North Charleston, SC",16700,.165724,.1522685,.1564996,.1266366,.085032,.1208473,.2145637,.1986416,.14049479
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Charlotte-Concord-Gastonia, NC-SC",16740,.0389212,.0511344,.0590795,.0518108,.0498079,.0634741,.0685632,.0548901,.04946047
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Chattanooga, TN-GA",16860,.0737182,.131355,.1167843,.0682224,.0646256,.0854468,.1083042,.1031012,.05049356
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Chicago-Naperville-Elgin, IL-IN-WI",16980,.0811545,.0741824,.0701094,.0763117,.0832375,.0830984,.0771663,.0740547,.07932883
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Cincinnati, OH-KY-IN",17140,.1276248,.1389169,.1476142,.1424913,.1370767,.1267245,.1258707,.1124787,.09724928
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Cleveland-Elyria, OH",17460,.0985036,.1108157,.1080751,.1123286,.1191805,.1099422,.0959158,.1141593,.11726467
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Colorado Springs, CO",17820,.1251853,.1458339,.1638174,.1765685,.1325656,.074219,.0971294,.1320195,.12329294
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Columbia, SC",17900,.1633139,.1166611,.0778332,.1003397,.1027599,.0974855,.0985172,.0970468,.07185846
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Columbus, OH",18140,.093881,.0805194,.1025138,.1057741,.1063347,.1124046,.1005974,.0922158,.09968977
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Dallas-Fort Worth-Arlington, TX",19100,.0468114,.0488584,.0515674,.0535701,.0519488,.0488178,.0521432,.0492686,.04372399
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Dayton, OH",19380,.2335331,.310451,.2736572,.2345933,.2041357,.2103174,.1789969,.0708546,.09823605
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Deltona-Daytona Beach-Ormond Beach, FL",19660,.0765222,.0415814,.0423562,.0772003,.0795464,.05617,.0410658,.0563335,.05642643
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Denver-Aurora-Lakewood, CO",19740,.0597157,.0659557,.0590034,.0563093,.0590951,.0592473,.0557311,.0591702,.05419242
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Des Moines-West Des Moines, IA",19780,.0536778,.0933765,.0767345,.0617533,.0574093,.0320183,.0382723,.0271925,.02791906
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Detroit-Warren-Dearborn, MI",19820,.0830061,.1017106,.0999303,.0916745,.0970578,.0993232,.0853679,.0871546,.09105717
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"El Paso, TX",21340,.0137576,.0130628,.0108809,.0081438,.0103859,.0171085,.0165457,.0156742,.0251618
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Fresno, CA",23420,.0308521,.04192,.046786,.0457217,.045442,.0436208,.0404715,.0296142,.02920147
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Grand Rapids-Wyoming, MI",24340,.0672034,.0958403,.0755523,.0423588,.0688714,.0663136,.0472649,.0461633,.04507418
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Greensboro-High Point, NC",24660,.0505527,.0425139,.0389031,.0426403,.0435324,.0647341,.067595,.0468537,.0330545
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Greenville-Anderson-Mauldin, SC",24860,.0695921,.0531103,.0606654,.0724974,.057642,.0722343,.0969206,.0607693,.03956619
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Harrisburg-Carlisle, PA",25420,.0772648,.0966024,.1021828,.1270221,.2170215,.2003898,.112355,.1082494,.10983996
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Hartford-West Hartford-East Hartford, CT",25540,.0753226,.0781567,.0780563,.0678469,.0674894,.0785318,.0872657,.0912092,.09168312
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Houston-The Woodlands-Sugar Land, TX",26420,.0468386,.0477854,.0477291,.0477058,.0453283,.0475251,.051237,.0541218,.05462545
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Indianapolis-Carmel-Anderson, IN",26900,.125379,.098864,.0801309,.0739593,.0768845,.0736338,.0743932,.0772459,.06574665
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Jackson, MS",27140,.092812,-97,-97,.0910181,.1172037,-97,-97,.2242774,.10779614
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Jacksonville, FL",27260,.1853951,.1945639,.1909444,.1478566,.1409798,.1874907,.1919245,.1600079,.14916772
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Kansas City, MO-KS",28140,.1051405,.1071174,.115963,.1102682,.116146,.0824202,.0748208,.0799832,.06979846
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Knoxville, TN",28940,.1417735,.1510039,.1458667,.1247198,.1010977,.1063249,.1237515,.1046228,.09594461
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Lakeland-Winter Haven, FL",29460,.0292551,.030355,.0164457,.0340232,.0621633,.0684771,.0561109,.045656,.03811416
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Las Vegas-Henderson-Paradise, NV",29820,.1299501,.1274379,.1236602,.1356941,.1595664,.1620724,.1419055,.138794,.14417578
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Little Rock-North Little Rock-Conway, AR",30780,.1854218,.1539414,.1151587,.0982631,.0816073,.0831893,.0760293,.0838476,.11656024
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Los Angeles-Long Beach-Anaheim, CA",31080,.1111084,.115791,.1185402,.1170967,.1216714,.1241922,.1253927,.1276281,.12824987
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Louisville/Jefferson County, KY-IN",31140,.0715942,.0889193,.1052814,.0770891,.0849905,.0800469,.0564171,.076274,.08608172
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Madison, WI",31540,.23485,.2491996,.2170451,.1719752,.135205,.1124424,.0980912,.0860544,.07315916
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"McAllen-Edinburg-Mission, TX",32580,.0121692,.011238,.0126843,.0112387,.0113744,.015355,.0170005,.015821,.01437896
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Memphis, TN-MS-AR",32820,.1015841,.1295824,.1300458,.10043,.1059674,.1017999,.0617174,.0791654,.0961231
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Miami-Fort Lauderdale-West Palm Beach, FL",33100,.0190663,.0204811,.0193402,.0182451,.0181224,.0169196,.0165945,.0194898,.01920757
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Milwaukee-Waukesha-West Allis, WI",33340,.1160514,.0730685,.0604532,.0606687,.0578419,.049021,.0478999,.0508856,.06041286
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Minneapolis-St. Paul-Bloomington, MN-WI",33460,.0636241,.0738709,.0760585,.0729152,.0693385,.0740397,.0791969,.0699378,.06626362
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,.067412,.0497523,.0594711,.0541096,.0542329,.054713,.0714269,.0675447,.04593553
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"New Haven-Milford, CT",35300,.0881132,.1060355,.1284412,.1040347,.0981457,.1057034,.0997076,.0909851,.08501671
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"New Orleans-Metairie, LA",35380,.0769931,.0862243,.0772607,.0440667,.0485993,.0470387,.0603239,.0682586,.05693677
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"New York-Newark-Jersey City, NY-NJ-PA",35620,.1143834,.1120087,.1096811,.1176747,.1182462,.1132277,.1122925,.1090693,.1077571
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"North Port-Sarasota-Bradenton, FL",35840,.0289474,.0358597,.0569176,.0580909,.0425948,.0444547,.0443939,.041013,.05597203
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Ogden-Clearfield, UT",36260,.1115451,.1162636,.1145461,.1326678,.127737,.0760482,.0815293,.1485604,.11432918
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Oklahoma City, OK",36420,.0863351,.0875171,.0788641,.0889801,.0826457,.0497601,.0490631,.0518554,.04623048
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Omaha-Council Bluffs, NE-IA",36540,.0725267,.1020976,.1045149,.0597663,.0499015,.0507472,.0309623,.0500613,.0629698
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Orlando-Kissimmee-Sanford, FL",36740,.0429684,.0584843,.0672884,.055268,.0502878,.0562432,.0574249,.05647,.0549188
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Oxnard-Thousand Oaks-Ventura, CA",37100,.1054458,.0938958,.0879652,.0897208,.0902582,.0962866,.1019214,.0985781,.07707626
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Palm Bay-Melbourne-Titusville, FL",37340,.1372364,.1173936,.0709169,.0694768,.0797921,.1072559,.1234021,.0888111,.07053165
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",37980,.1316246,.1308038,.1315,.1263999,.1265525,.1316952,.1275191,.1288705,.13378377
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Phoenix-Mesa-Scottsdale, AZ",38060,.048349,.0441621,.0404781,.0460591,.0552198,.054642,.0493352,.0477616,.05633893
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Pittsburgh, PA",38300,.209587,.187078,.1697017,.1548207,.1372467,.1326386,.1684358,.1965319,.18355651
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Portland-Vancouver-Hillsboro, OR-WA",38900,.1286529,.1425467,.133667,.1171402,.1306933,.1476069,.1410475,.1279527,.12308308
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Providence-Warwick, RI-MA",39300,.0336189,.0404389,.0447786,.0354265,.039771,.0450408,.0490794,.0607666,.06178161
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Provo-Orem, UT",39340,.0803736,.0720893,.0868152,.0877567,.1030924,.1325661,.0933159,.0696483,.10346964
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Raleigh, NC",39580,.0704335,.0797855,.0765571,.0702163,.0761274,.057569,.0696744,.0794621,.06598632
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Richmond, VA",40060,.1226495,.1383531,.103377,.0856288,.0827482,.075059,.1105953,.1297981,.10458207
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Riverside-San Bernardino-Ontario, CA",40140,.0675371,.0659068,.070868,.0713008,.0798714,.0872414,.0888339,.0883273,.08806698
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Rochester, NY",40380,.1111593,.1098912,.0791103,.1001623,.0999356,.0899083,.0961725,.1162035,.09622696
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Sacramento--Roseville--Arden-Arcade, CA",40900,.1639222,.17171,.158469,.1529788,.1517299,.152995,.1627376,.1616407,.1560255
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Salt Lake City, UT",41620,.143839,.1362835,.1111775,.1326529,.1302106,.1084056,.1068505,.1023017,.09145078
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"San Antonio-New Braunfels, TX",41700,.0643702,.0488445,.0382609,.0432012,.0523691,.0478719,.0425815,.0438404,.04651535
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"San Diego-Carlsbad, CA",41740,.1517862,.1545081,.1537247,.142682,.1399867,.1429943,.1488711,.1526346,.15348034
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"San Francisco-Oakland-Hayward, CA",41860,.3089925,.2980885,.290212,.2859321,.2926044,.2902301,.2683331,.269042,.27190199
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"San Jose-Sunnyvale-Santa Clara, CA",41940,.2251084,.2395192,.2407476,.246047,.2415874,.2235457,.2207264,.2159451,.21909532
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Scranton--Wilkes-Barre--Hazleton, PA",42540,.1065897,.1562973,.0724254,.0695023,.0950112,.0762846,.0644557,.0520396,.04849489
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Seattle-Tacoma-Bellevue, WA",42660,.2289924,.2147493,.2218592,.2251422,.2163031,.2075629,.2036269,.2017569,.1958537
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Spokane-Spokane Valley, WA",44060,.1112154,.0892007,.0980114,.1348563,.1547044,.116138,.0833627,.1275695,.13662699
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Springfield, MA",44140,.0843117,.0900656,.0772542,.0582187,.0546554,.0752336,.0724401,.0634468,.04985576
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"St. Louis, MO-IL",41180,.1559683,.1757517,.1518984,.1349544,.1137461,.1416735,.1701886,.1493241,.13010469
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Stockton-Lodi, CA",44700,.1156904,.1176082,.1216593,.1065828,.109795,.1120615,.117928,.1179895,.10161509
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Syracuse, NY",45060,.1276118,.1607849,.1722099,.1740957,.1514825,.1358467,.1131077,.1280401,.10127664
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Tampa-St. Petersburg-Clearwater, FL",45300,.0525655,.0559509,.0433408,.0499783,.0560427,.0582614,.061075,.0646044,.06022357
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Toledo, OH",45780,.1888142,.2285848,.1490341,.1192027,.1143993,.117027,.1602019,.1216578,.12493946
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Tucson, AZ",46060,.0509088,.0657791,.0539672,.0394904,.0540739,.057899,.0710803,.0706464,.04758697
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Tulsa, OK",46140,.0853754,.0523523,.0401848,.0659977,.0663638,.0601794,.0650362,.0626978,.06326581
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Urban Honolulu, HI",46520,.814565,.7604204,.7257805,.7306314,.7612309,.7794122,.7810003,.7774156,.80081803
