GROUPCODE,STATCODE,STAT,ISSTATE,MetroName,MetroCode,y2006,y2007,y2008,y2009,y2010,y2011,y2012,y2013
"Citizenship","notCit","Who are not citizens",0,"Grand Rapids-Wyoming, MI",24340,.20700483,.15477642,.1104088,.11064604,.08285805,.04933713,.09222496,.11972976
"Citizenship","notCit","Who are not citizens",0,"Greensboro-High Point, NC",24660,.26295355,.2175207,.18263273,.16176297,.21323422,.18775152,.14199874,.13634504
"Citizenship","notCit","Who are not citizens",0,"Greenville-Anderson-Mauldin, SC",24860,.18273461,.15067154,.16810292,.12401997,.12849894,.14844158,.14087069,.13846409
"Citizenship","notCit","Who are not citizens",0,"Harrisburg-Carlisle, PA",25420,.16758649,.24917457,.17997004,.10423927,.16249217,.13437609,.06993292,.10275237
"Citizenship","notCit","Who are not citizens",0,"Hartford-West Hartford-East Hartford, CT",25540,.12973738,.14724731,.14029817,.14182134,.13742627,.12448858,.11354869,.09854544
"Citizenship","notCit","Who are not citizens",0,"Houston-The Woodlands-Sugar Land, TX",26420,.15948798,.15405548,.1422068,.1316804,.12665451,.12671965,.11738934,.10610173
"Citizenship","notCit","Who are not citizens",0,"Indianapolis-Carmel-Anderson, IN",26900,.19744539,.18467584,.16879235,.17066357,.20998955,.19792356,.15633816,.14420186
"Citizenship","notCit","Who are not citizens",0,"Jackson, MS",27140,.10990608,-97,-97,.27813184,.23963164,-97,-97,.08916253
"Citizenship","notCit","Who are not citizens",0,"Jacksonville, FL",27260,.15489712,.14937493,.10630229,.10646006,.11256175,.08296404,.09254137,.11015261
"Citizenship","notCit","Who are not citizens",0,"Kansas City, MO-KS",28140,.17393452,.15134755,.13245969,.1412365,.15672772,.15836616,.12293739,.11042202
"Citizenship","notCit","Who are not citizens",0,"Knoxville, TN",28940,.21947736,.27453452,.21590506,.10882974,.1220321,.14029439,.13994828,.11765697
"Citizenship","notCit","Who are not citizens",0,"Lakeland-Winter Haven, FL",29460,.16242649,.15044735,.12752816,.12453824,.16474915,.17155309,.12587988,.09165698
"Citizenship","notCit","Who are not citizens",0,"Las Vegas-Henderson-Paradise, NV",29820,.13311371,.14438768,.14947079,.13061319,.11408626,.10839077,.09076636,.08049018
"Citizenship","notCit","Who are not citizens",0,"Little Rock-North Little Rock-Conway, AR",30780,.2055072,.1601634,.13510059,.11412401,.1847405,.15297943,.07779671,.1455518
"Citizenship","notCit","Who are not citizens",0,"Los Angeles-Long Beach-Anaheim, CA",31080,.10674514,.10185289,.09844011,.09338963,.09206507,.08803445,.08191813,.07713547
"Citizenship","notCit","Who are not citizens",0,"Louisville/Jefferson County, KY-IN",31140,.26378161,.2218798,.23246005,.17565571,.17514127,.17653644,.21213479,.21230325
"Citizenship","notCit","Who are not citizens",0,"Madison, WI",31540,.18375203,.18834977,.15642639,.12155432,.21253842,.17276515,.09024305,.14872193
"Citizenship","notCit","Who are not citizens",0,"McAllen-Edinburg-Mission, TX",32580,.14684838,.1321923,.12007275,.11388312,.11302745,.1208263,.11640567,.10350952
"Citizenship","notCit","Who are not citizens",0,"Memphis, TN-MS-AR",32820,.22293691,.15825272,.15031949,.18047877,.16554122,.12670094,.11908444,.11530613
"Citizenship","notCit","Who are not citizens",0,"Miami-Fort Lauderdale-West Palm Beach, FL",33100,.17084788,.16004305,.15145321,.14693485,.15094271,.14613755,.13622199,.13173656
"Citizenship","notCit","Who are not citizens",0,"Milwaukee-Waukesha-West Allis, WI",33340,.13133313,.14225024,.13262641,.1172543,.09480414,.08057885,.10668532,.13101493
"Citizenship","notCit","Who are not citizens",0,"Minneapolis-St. Paul-Bloomington, MN-WI",33460,.15299256,.15252839,.15724017,.13886939,.12829718,.11582416,.10632569,.09860106
"Citizenship","notCit","Who are not citizens",0,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,.1915637,.14413121,.13370833,.14394352,.17351654,.18499762,.14481567,.12767784
"Citizenship","notCit","Who are not citizens",0,"New Haven-Milford, CT",35300,.14224306,.14758791,.11744676,.07991176,.1011862,.10785349,.11580276,.12959793
"Citizenship","notCit","Who are not citizens",0,"New Orleans-Metairie, LA",35380,.0744704,.14324851,.13762338,.13453481,.12861705,.11535764,.10583826,.08650597
"Citizenship","notCit","Who are not citizens",0,"New York-Newark-Jersey City, NY-NJ-PA",35620,.11478634,.10992175,.10865834,.10803165,.10741788,.10328878,.09713508,.09826878
"Citizenship","notCit","Who are not citizens",0,"North Port-Sarasota-Bradenton, FL",35840,.19415204,.1464242,.15569739,.1448154,.12508868,.11186419,.09843545,.08682983
"Citizenship","notCit","Who are not citizens",0,"Ogden-Clearfield, UT",36260,.1252712,.08178286,.06611445,.08103763,.13206615,.12181694,.05965636,.04709595
"Citizenship","notCit","Who are not citizens",0,"Oklahoma City, OK",36420,.15041302,.15057616,.12850095,.10201721,.12481488,.12062112,.12019675,.12553209
"Citizenship","notCit","Who are not citizens",0,"Omaha-Council Bluffs, NE-IA",36540,.13624023,.16679859,.17862903,.1583713,.13995357,.1071948,.15706597,.15437841
"Citizenship","notCit","Who are not citizens",0,"Orlando-Kissimmee-Sanford, FL",36740,.15467116,.14030819,.13169293,.13457943,.11728936,.10574117,.10314805,.09987105
"Citizenship","notCit","Who are not citizens",0,"Oxnard-Thousand Oaks-Ventura, CA",37100,.10180303,.10679892,.11478736,.10241053,.07437748,.07969471,.0820738,.07471551
"Citizenship","notCit","Who are not citizens",0,"Palm Bay-Melbourne-Titusville, FL",37340,.15920722,.16807628,.13399193,.06964298,.10751177,.0966152,.07758812,.05071148
"Citizenship","notCit","Who are not citizens",0,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",37980,.14970177,.12338322,.12434547,.13954931,.13811603,.11786454,.11178377,.11778723
"Citizenship","notCit","Who are not citizens",0,"Phoenix-Mesa-Scottsdale, AZ",38060,.1881271,.17279963,.15771542,.12777424,.1124007,.11348439,.09953045,.08710387
"Citizenship","notCit","Who are not citizens",0,"Pittsburgh, PA",38300,.15923272,.18404461,.14321825,.14475943,.18040149,.18333603,.21042182,.21216647
"Citizenship","notCit","Who are not citizens",0,"Portland-Vancouver-Hillsboro, OR-WA",38900,.18693285,.15417053,.15393674,.15022026,.14611043,.12905814,.10559401,.10133133
"Citizenship","notCit","Who are not citizens",0,"Providence-Warwick, RI-MA",39300,.09166518,.09922414,.09164817,.07425768,.07418322,.08537443,.10742161,.1069141
"Citizenship","notCit","Who are not citizens",0,"Provo-Orem, UT",39340,.13460813,.18494612,.14516902,.10753927,.11135011,.11201902,.10057004,.10355253
"Citizenship","notCit","Who are not citizens",0,"Raleigh, NC",39580,.20174929,.18147378,.14824457,.1239614,.13538679,.12734707,.14362821,.14104658
"Citizenship","notCit","Who are not citizens",0,"Richmond, VA",40060,.24480981,.20764577,.16142516,.13418993,.12380044,.16445695,.17099346,.10659971
"Citizenship","notCit","Who are not citizens",0,"Riverside-San Bernardino-Ontario, CA",40140,.09792204,.09461773,.08320926,.07654031,.07994467,.07606369,.0626474,.06136318
"Citizenship","notCit","Who are not citizens",0,"Rochester, NY",40380,.16356802,.17624438,.13433221,.11844061,.09487092,.10237167,.18979244,.19547668
"Citizenship","notCit","Who are not citizens",0,"Sacramento--Roseville--Arden-Arcade, CA",40900,.16969573,.14447744,.12675273,.12233454,.11230668,.09648786,.09270377,.08152285
"Citizenship","notCit","Who are not citizens",0,"St. Louis, MO-IL",41180,.21108696,.16721933,.19314843,.18238658,.15172975,.13295762,.1421095,.14108221
"Citizenship","notCit","Who are not citizens",0,"Salt Lake City, UT",41620,.14964549,.15311302,.1625942,.14301264,.12018912,.11119518,.10472602,.11278426
"Citizenship","notCit","Who are not citizens",0,"San Antonio-New Braunfels, TX",41700,.16117974,.11738486,.09476742,.09737709,.13205993,.1331376,.11048178,.11234084
"Citizenship","notCit","Who are not citizens",0,"San Diego-Carlsbad, CA",41740,.12305851,.11861865,.10515815,.09738251,.11026759,.10950492,.09846616,.09721184
"Citizenship","notCit","Who are not citizens",0,"San Francisco-Oakland-Hayward, CA",41860,.11298949,.10373978,.09747458,.09192423,.09650964,.09854256,.08483588,.07991354
"Citizenship","notCit","Who are not citizens",0,"San Jose-Sunnyvale-Santa Clara, CA",41940,.11462591,.11790916,.12376364,.11684088,.11049841,.09945065,.09595628,.09701867
"Citizenship","notCit","Who are not citizens",0,"Scranton--Wilkes-Barre--Hazleton, PA",42540,.24191561,.07275498,.14412954,.15464208,.10814983,.08211445,.11001616,.18952627
"Citizenship","notCit","Who are not citizens",0,"Seattle-Tacoma-Bellevue, WA",42660,.18907215,.18522619,.17107441,.15168417,.14187038,.13776104,.12518556,.11425061
"Citizenship","notCit","Who are not citizens",0,"Spokane-Spokane Valley, WA",44060,.19110374,.15280034,.15337095,.14382894,.10913081,.0924171,.08056286,.09790853
"Citizenship","notCit","Who are not citizens",0,"Springfield, MA",44140,.24225329,.17901659,.13169482,.12796393,.15571205,.12195588,.12548,.13545729
"Citizenship","notCit","Who are not citizens",0,"Stockton-Lodi, CA",44700,.11386096,.09756621,.09964897,.08544389,.07771512,.08324961,.08383127,.08585714
"Citizenship","notCit","Who are not citizens",0,"Syracuse, NY",45060,.23213486,.20446107,.16960147,.17557156,.15929456,.17121032,.16544403,.18367846
"Citizenship","notCit","Who are not citizens",0,"Tampa-St. Petersburg-Clearwater, FL",45300,.1575288,.15277924,.12491599,.12650409,.13281032,.12424047,.11157961,.1101882
"Citizenship","notCit","Who are not citizens",0,"Toledo, OH",45780,.10513323,.09689499,.16614807,.15481728,.15784951,.15015596,.09989309,.09059311
"Citizenship","notCit","Who are not citizens",0,"Tucson, AZ",46060,.16929734,.16708149,.16759181,.15933569,.14645477,.12358198,.10208219,.08275646
"Citizenship","notCit","Who are not citizens",0,"Tulsa, OK",46140,.1730082,.1385987,.14539015,.11972393,.14131084,.18326418,.14810838,.09631829
"Citizenship","notCit","Who are not citizens",0,"Urban Honolulu, HI",46520,.12521486,.13559256,.12914184,.11803006,.09459341,.1061075,.09594768,.088923
"Citizenship","notCit","Who are not citizens",0,"Virginia Beach-Norfolk-Newport News, VA-NC",47260,.15424424,.1297894,.08774368,.09122586,.10169517,.12796152,.1108521,.11085511
"Citizenship","notCit","Who are not citizens",0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,.15442102,.14939591,.12947924,.12342618,.12972024,.11764268,.11173567,.10768013
"Citizenship","notCit","Who are not citizens",0,"Wichita, KS",48620,.12828784,.12600769,.0966518,.07915457,.08167183,.09884001,.07857425,.07727946
"Citizenship","notCit","Who are not citizens",0,"Winston-Salem, NC",49180,.1925531,.16030499,.15766226,.19173849,.18749137,.13768958,.11565725,.09010474
"Citizenship","notCit","Who are not citizens",0,"Worcester, MA-CT",49340,.14884831,.14394598,.15423261,.15701921,.10303291,.07604251,.09720412,.11863644
"Citizenship","notCit","Who are not citizens",0,"Youngstown-Warren-Boardman, OH-PA",49660,-97,-97,-97,-97,-97,-97,-97,-97
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Akron, OH",10420,.1154516,.10353024,.15253888,.19626749,.13389458,.14102218,.24293296,.29830062
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Albany-Schenectady-Troy, NY",10580,.17721336,.22285065,.15141091,.12243764,.16525656,.16715583,.17390907,.15749572
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Albuquerque, NM",10740,.32120681,.34044668,.3592706,.40672344,.36193651,.37896687,.42654699,.40970448
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Allentown-Bethlehem-Easton, PA-NJ",10900,.15014412,.17583551,.15235192,.15043622,.19552156,.18588611,.13913004,.13014488
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Atlanta-Sandy Springs-Roswell, GA",12060,.32580054,.3419919,.35347632,.36066666,.36157003,.35040501,.35308707,.37507486
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Augusta-Richmond County, GA-SC",12260,.17906196,.23543179,.28902355,.25543377,.23412733,.20411117,.20065534,.26310247
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Austin-Round Rock, TX",12420,.37364846,.38439789,.38292044,.42199114,.47858301,.47455382,.43816602,.40888372
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Bakersfield, CA",12540,.46371737,.4612439,.44767067,.48159754,.48365286,.43166274,.42587495,.45437896
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Baltimore-Columbia-Towson, MD",12580,.14013594,.16010806,.1641337,.18532719,.19477211,.19841482,.24625252,.25170374
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Baton Rouge, LA",12940,.15876327,.14180309,.22103651,.26795173,.19749165,.30662525,.33915034,.18728165
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Birmingham-Hoover, AL",13820,.28399578,.33464015,.34916744,.31364882,.36397159,.38700163,.3207458,.36050051
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Boise City, ID",14260,.2110059,.24601349,.26646093,.29795605,.34000733,.40369627,.4001672,.35562164
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Boston-Cambridge-Newton, MA-NH",14460,.24425149,.23459446,.23737943,.23459955,.24213378,.22909768,.21469958,.23509713
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Bridgeport-Stamford-Norwalk, CT",14860,.19937538,.25329959,.27912575,.28254256,.26153579,.2673946,.27590638,.25806031
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Buffalo-Cheektowaga-Niagara Falls, NY",15380,.09031502,.13510334,.12576795,.14729784,.18664585,.1776855,.14078444,.12152884
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Cape Coral-Fort Myers, FL",15980,.38344857,.32790408,.32310137,.31118754,.3571409,.37697852,.34222379,.31501862
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Charleston-North Charleston, SC",16700,.21519516,.18417482,.27939102,.37465268,.40978032,.36097786,.34144717,.42167142
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Charlotte-Concord-Gastonia, NC-SC",16740,.38998395,.39389339,.3907645,.3801192,.39277643,.42148674,.41773108,.41224489
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Chattanooga, TN-GA",16860,.11527073,.21902138,.28948754,.3662599,.44324675,.3532272,.34554601,.48333114
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Chicago-Naperville-Elgin, IL-IN-WI",16980,.30196083,.31316394,.32051906,.3417066,.35572597,.35123995,.34875956,.35481349
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Cincinnati, OH-KY-IN",17140,.20149493,.21497358,.18419184,.3068065,.32944322,.30595642,.27790356,.27011868
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Cleveland-Elyria, OH",17460,.14101224,.16378112,.17606422,.15843591,.15515281,.17409769,.18787968,.17846251
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Colorado Springs, CO",17820,.15457596,.19965889,.23986678,.22893706,.22812296,.28080598,.35161558,.32282752
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Columbia, SC",17900,.2149047,.2675668,.33989495,.35206673,.33864927,.36268136,.40301228,.43190482
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Columbus, OH",18140,.30668449,.30510023,.2353193,.23357046,.25069535,.24863973,.259397,.25816098
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Dallas-Fort Worth-Arlington, TX",19100,.39322773,.41120592,.41484845,.42676932,.42643297,.43310168,.44352734,.45129883
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Dayton, OH",19380,.15418996,.16773492,.18086204,.14642821,.19824496,.25787222,.20044301,.15749669
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Deltona-Daytona Beach-Ormond Beach, FL",19660,.28010944,.22568925,.20571448,.16571443,.22228773,.29538345,.28521928,.22681944
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Denver-Aurora-Lakewood, CO",19740,.35628414,.35641614,.40650135,.42155445,.40964177,.39660662,.37212041,.36978036
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Des Moines-West Des Moines, IA",19780,.4627395,.36650148,.27605149,.36031541,.40588284,.29657286,.28668219,.25905186
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Detroit-Warren-Dearborn, MI",19820,.17359576,.18381971,.16746581,.16632086,.18843997,.19740818,.19219081,.19055359
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"El Paso, TX",21340,.35338965,.3262364,.34921625,.35449508,.3554512,.34160557,.34734553,.32961732
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Fresno, CA",23420,.37550125,.39019477,.38515785,.4351013,.46840134,.46558657,.47566959,.4587965
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Grand Rapids-Wyoming, MI",24340,.3041116,.35742688,.32649532,.30632997,.32068327,.3274492,.34267876,.3352156
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Greensboro-High Point, NC",24660,.3935042,.41635606,.37518239,.41552436,.43336388,.37813649,.43502957,.4815312
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Greenville-Anderson-Mauldin, SC",24860,.32193345,.36503309,.4236615,.44040203,.40633202,.39545932,.39502513,.40982321
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Harrisburg-Carlisle, PA",25420,.16879795,.1804239,.26257223,.27084526,.22140472,.18824646,.1689177,.17817329
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Hartford-West Hartford-East Hartford, CT",25540,.18402763,.18439783,.22224185,.21289948,.19512561,.19683968,.20551962,.22100404
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Houston-The Woodlands-Sugar Land, TX",26420,.36805585,.37918404,.39423952,.40000403,.40586555,.41013545,.41307721,.41786781
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Indianapolis-Carmel-Anderson, IN",26900,.30107337,.30360767,.33973613,.37086144,.37022358,.39423171,.42239752,.42378309
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Jackson, MS",27140,.15139672,-97,-97,.42499566,.40957588,-97,-97,.29034397
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Jacksonville, FL",27260,.19014837,.18427932,.19529568,.16800028,.17831217,.17940424,.15519685,.13107158
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Kansas City, MO-KS",28140,.27396673,.33168569,.32589093,.34002051,.37772095,.35042238,.29330215,.30896083
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Knoxville, TN",28940,.32069388,.30667561,.24784251,.28982309,.26222387,.18712679,.21643172,.24062151
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Lakeland-Winter Haven, FL",29460,.34839767,.31341669,.28673095,.30325726,.32158956,.344464,.33836204,.31906509
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Las Vegas-Henderson-Paradise, NV",29820,.33311978,.33048975,.35707113,.39095235,.37902221,.36188418,.37718567,.35872686
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Little Rock-North Little Rock-Conway, AR",30780,.30670309,.28339633,.23380993,.32118911,.41072318,.27047476,.2627165,.39444491
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Los Angeles-Long Beach-Anaheim, CA",31080,.37338099,.38765448,.3953169,.38912487,.38517693,.39028016,.39454797,.39172947
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Louisville/Jefferson County, KY-IN",31140,.30706182,.39139384,.28886843,.29561925,.36589435,.35770404,.34015819,.27644452
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Madison, WI",31540,.31184608,.28717375,.26937103,.30781886,.21111567,.31150195,.40346739,.38264912
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"McAllen-Edinburg-Mission, TX",32580,.39420077,.40329617,.4248752,.45234472,.43198121,.41994414,.43475232,.45754114
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Memphis, TN-MS-AR",32820,.25193408,.3358528,.4088414,.41451737,.41027364,.38315955,.36023304,.40318486
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Miami-Fort Lauderdale-West Palm Beach, FL",33100,.26960963,.26282689,.26030877,.25675067,.25850099,.26120302,.24624048,.22339934
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Milwaukee-Waukesha-West Allis, WI",33340,.30842426,.31202406,.3055304,.33220291,.36469233,.30117846,.29692695,.34385073
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Minneapolis-St. Paul-Bloomington, MN-WI",33460,.24311417,.25644004,.24985313,.25766793,.30520138,.30517536,.25193655,.19908741
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,.33453819,.37557232,.39008188,.41348732,.37218249,.36280218,.38572171,.37900046
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"New Haven-Milford, CT",35300,.25193033,.234625,.24135742,.30387819,.27103913,.25202271,.21854694,.20660143
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"New Orleans-Metairie, LA",35380,.17200077,.23639055,.23122434,.2656635,.26794055,.28474623,.34285605,.31328955
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"New York-Newark-Jersey City, NY-NJ-PA",35620,.26266304,.25898343,.25721535,.25749776,.27004284,.27594945,.27231145,.2742745
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"North Port-Sarasota-Bradenton, FL",35840,.28576389,.34394082,.32954758,.2860623,.27495861,.34038812,.35396972,.31630757
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Ogden-Clearfield, UT",36260,.39382648,.37070808,.38079202,.40082368,.34443912,.40038243,.44286832,.29430994
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Oklahoma City, OK",36420,.3445659,.36873418,.36285591,.38647622,.39361081,.38571873,.39417487,.43178126
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Omaha-Council Bluffs, NE-IA",36540,.32427618,.32759121,.27667353,.36659616,.41978949,.39316669,.34627581,.32548317
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Orlando-Kissimmee-Sanford, FL",36740,.22443832,.25427139,.24109535,.2224119,.2398185,.22882527,.231462,.24574365
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Oxnard-Thousand Oaks-Ventura, CA",37100,.348544,.35663471,.35196352,.34352034,.38604382,.40183476,.38632819,.38264456
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Palm Bay-Melbourne-Titusville, FL",37340,.08905695,.14907029,.22890994,.21830331,.1788376,.20050919,.23808469,.16841097
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",37980,.21802339,.22745676,.24238418,.24161305,.2202543,.21077992,.21830836,.23976617
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Phoenix-Mesa-Scottsdale, AZ",38060,.38676921,.41022831,.43719596,.46036017,.4499478,.44543666,.44525826,.44802833
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Pittsburgh, PA",38300,.19489761,.1608551,.137952,.14616403,.14374237,.18674837,.18455337,.14820506
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Portland-Vancouver-Hillsboro, OR-WA",38900,.3151356,.33952934,.33718947,.34635764,.34665096,.34465024,.31311792,.30237314
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Providence-Warwick, RI-MA",39300,.25066292,.24152678,.24008934,.25456172,.24943283,.21457073,.22003746,.22828504
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Provo-Orem, UT",39340,.24473915,.30342603,.29401493,.25960591,.22084042,.26522681,.26022169,.28735954
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Raleigh, NC",39580,.3242594,.38638222,.41086209,.40667632,.36912879,.33703735,.34544474,.39358068
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Richmond, VA",40060,.25209758,.24425182,.29870382,.29583651,.2887964,.31476328,.31285775,.34435049
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Riverside-San Bernardino-Ontario, CA",40140,.35759255,.35820565,.37090784,.37307727,.35648617,.36574373,.37100902,.35495937
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Rochester, NY",40380,.12225488,.14311932,.17899169,.17367478,.14449018,.1471394,.13511871,.16090424
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Sacramento--Roseville--Arden-Arcade, CA",40900,.26519185,.29645744,.28312701,.29700074,.29464605,.27371547,.25930348,.24065243
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"St. Louis, MO-IL",41180,.16616552,.18249756,.2014145,.21607268,.2529082,.28852269,.28433436,.22045916
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Salt Lake City, UT",41620,.30268803,.32378459,.33879364,.33874986,.36638525,.3895584,.37323055,.35128063
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"San Antonio-New Braunfels, TX",41700,.27172023,.28834566,.25912482,.28578573,.30194405,.27309993,.27649415,.27590367
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"San Diego-Carlsbad, CA",41740,.31259993,.32332966,.31747121,.32773426,.31836075,.31040311,.31976622,.31167343
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"San Francisco-Oakland-Hayward, CA",41860,.25204745,.25347549,.25584331,.2633642,.27052084,.27952966,.28444427,.27586839
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"San Jose-Sunnyvale-Santa Clara, CA",41940,.3013224,.29931363,.29832458,.29627943,.27750558,.28302005,.30506524,.30898058
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Scranton--Wilkes-Barre--Hazleton, PA",42540,.24008219,.2046625,.196171,.26600397,.39527953,.37605524,.35876998,.39112625
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Seattle-Tacoma-Bellevue, WA",42660,.2255566,.23367013,.23394808,.25172639,.26671255,.25737202,.26013082,.26924688
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Spokane-Spokane Valley, WA",44060,.2710813,.30832809,.28738925,.27763191,.29617578,.26425818,.2201017,.24321672
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Springfield, MA",44140,.2328172,.2655836,.23024134,.24698432,.24087997,.21956161,.27057457,.26310578
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Stockton-Lodi, CA",44700,.3532522,.4056572,.40566295,.38100672,.35867983,.3605589,.3655512,.36751816
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Syracuse, NY",45060,.14153866,.20495549,.22141284,.20956628,.21581003,.1847205,.16316928,.16978109
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Tampa-St. Petersburg-Clearwater, FL",45300,.21062884,.21778595,.24475096,.24432273,.21967235,.21966702,.23894872,.23357101
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Toledo, OH",45780,.19400698,.15969729,.22825101,.190897,.12089801,.11035818,.12003258,.20142987
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Tucson, AZ",46060,.30413368,.31279612,.27790394,.28764772,.3123602,.30992588,.31213215,.31038031
