GROUPCODE,STATCODE,statid,statistics_label,STAT,ISSTATE,StateName,StateCode,y2006,y2007,y2008,y2009,y2010,y2011,y2012,y2013,y2014
"English_Proficiency","linIso",134,"Linguistically isolated household","Who live in Linguistically Isolated Households",1,"Florida","FL",.2307583,.2285264,.226349,.2296784,.2269102,.2200055,.213289,.1960206,.19507311
"English_Proficiency","linIso",134,"Linguistically isolated household","Who live in Linguistically Isolated Households",1,"Georgia","GA",.2762982,.2906987,.3027545,.2893857,.2751159,.2617092,.2482456,.2254607,.2169667
"English_Proficiency","linIso",134,"Linguistically isolated household","Who live in Linguistically Isolated Households",1,"Hawaii","HI",.1361726,.1455307,.148541,.1531958,.138662,.1218391,.1275053,.1849808,.20084584
"English_Proficiency","linIso",134,"Linguistically isolated household","Who live in Linguistically Isolated Households",1,"Idaho","ID",.3149653,.2721568,.2488216,.2681985,.268514,.2523257,.207353,.176158,.20214744
"English_Proficiency","linIso",134,"Linguistically isolated household","Who live in Linguistically Isolated Households",1,"Illinois","IL",.3051104,.3140569,.2932124,.2775647,.2741891,.2551821,.2347327,.2189176,.20248125
"English_Proficiency","linIso",134,"Linguistically isolated household","Who live in Linguistically Isolated Households",1,"Indiana","IN",.321221,.3031808,.3011821,.3097167,.3143513,.3248968,.2852323,.2623687,.27729601
"English_Proficiency","linIso",134,"Linguistically isolated household","Who live in Linguistically Isolated Households",1,"Iowa","IA",.3242477,.2686233,.2611454,.2706515,.3001556,.3504264,.2905383,.2235946,.23264141
"English_Proficiency","linIso",134,"Linguistically isolated household","Who live in Linguistically Isolated Households",1,"Kansas","KS",.2803272,.2904071,.2847497,.29943,.2956862,.2520431,.2479769,.2288675,.22047547
"English_Proficiency","linIso",134,"Linguistically isolated household","Who live in Linguistically Isolated Households",1,"Kentucky","KY",.2501365,.2679222,.261135,.2844315,.2941609,.2620825,.2489155,.2391514,.22166504
"English_Proficiency","linIso",134,"Linguistically isolated household","Who live in Linguistically Isolated Households",1,"Louisiana","LA",.2074767,.2120979,.2244031,.225847,.2308373,.2496883,.2091427,.2298274,.28841361
"English_Proficiency","linIso",134,"Linguistically isolated household","Who live in Linguistically Isolated Households",1,"Maine","ME",.127982,.1426002,.1286206,.1544518,.2313676,.1807781,.1984987,.2105045,.2034172
"English_Proficiency","linIso",134,"Linguistically isolated household","Who live in Linguistically Isolated Households",1,"Maryland","MD",.1780828,.1808717,.1753519,.1781863,.1728635,.1505123,.1498523,.1609868,.15139078
"English_Proficiency","linIso",134,"Linguistically isolated household","Who live in Linguistically Isolated Households",1,"Massachusetts","MA",.2139603,.2035061,.2048087,.1942013,.1960402,.1931204,.1858128,.1938902,.20044979
"English_Proficiency","linIso",134,"Linguistically isolated household","Who live in Linguistically Isolated Households",1,"Michigan","MI",.2155401,.2002731,.1982256,.2136926,.2162881,.1801838,.1632165,.1899873,.20684887
"English_Proficiency","linIso",134,"Linguistically isolated household","Who live in Linguistically Isolated Households",1,"Minnesota","MN",.2594427,.2642357,.267926,.2437537,.2464407,.2390284,.229056,.2221637,.22273158
"English_Proficiency","linIso",134,"Linguistically isolated household","Who live in Linguistically Isolated Households",1,"Mississippi","MS",.2108857,.2799394,.2822675,.2944753,.2992771,.3570789,.3154623,.2073306,.2328207
"English_Proficiency","linIso",134,"Linguistically isolated household","Who live in Linguistically Isolated Households",1,"Missouri","MO",.2278228,.2626293,.2412346,.2416492,.2667058,.2477868,.2180366,.2001214,.18036214
"English_Proficiency","linIso",134,"Linguistically isolated household","Who live in Linguistically Isolated Households",1,"Montana","MT",.0509391,.0102735,.0961052,.1483823,.0602402,.0214659,.0314269,.0446847,.05501859
"English_Proficiency","linIso",134,"Linguistically isolated household","Who live in Linguistically Isolated Households",1,"Nebraska","NE",.4137243,.3343261,.2979894,.3568705,.3448708,.2789685,.2769425,.2681065,.24247164
"English_Proficiency","linIso",134,"Linguistically isolated household","Who live in Linguistically Isolated Households",1,"Nevada","NV",.2973874,.2755851,.28359,.2998731,.2817355,.2485692,.2269514,.1932446,.19038814
"English_Proficiency","linIso",134,"Linguistically isolated household","Who live in Linguistically Isolated Households",1,"New Hampshire","NH",.1355178,.1391591,.1530886,.1782078,.1334309,.1181071,.1460819,.1585985,.18291782
"English_Proficiency","linIso",134,"Linguistically isolated household","Who live in Linguistically Isolated Households",1,"New Jersey","NJ",.2053679,.2047247,.2092177,.2193783,.2235188,.2230446,.2174725,.2017478,.19310945
"English_Proficiency","linIso",134,"Linguistically isolated household","Who live in Linguistically Isolated Households",1,"New Mexico","NM",.3266876,.2597203,.2554996,.2983496,.251374,.2374213,.2415755,.186747,.18029898
"English_Proficiency","linIso",134,"Linguistically isolated household","Who live in Linguistically Isolated Households",1,"New York","NY",.2260606,.2309179,.2296525,.2363585,.2345929,.2219588,.2138514,.2132532,.21785285
"English_Proficiency","linIso",134,"Linguistically isolated household","Who live in Linguistically Isolated Households",1,"North Carolina","NC",.3600909,.3493037,.347205,.3386005,.3052897,.2807925,.3011447,.3026364,.27287418
"English_Proficiency","linIso",134,"Linguistically isolated household","Who live in Linguistically Isolated Households",1,"North Dakota","ND",.1837258,-97,-97,.0885263,.1109597,.2090344,.1815066,.0349129,.2845639
"English_Proficiency","linIso",134,"Linguistically isolated household","Who live in Linguistically Isolated Households",1,"Ohio","OH",.1877439,.1627318,.1569672,.1704335,.1848228,.1900287,.1792258,.1864631,.18370463
"English_Proficiency","linIso",134,"Linguistically isolated household","Who live in Linguistically Isolated Households",1,"Oklahoma","OK",.3161883,.3420538,.3511209,.2801686,.2627586,.2875417,.301754,.2892362,.25855681
"English_Proficiency","linIso",134,"Linguistically isolated household","Who live in Linguistically Isolated Households",1,"Oregon","OR",.3615637,.3122617,.283259,.2875871,.2687142,.2519944,.2345761,.2173461,.20758572
"English_Proficiency","linIso",134,"Linguistically isolated household","Who live in Linguistically Isolated Households",1,"Pennsylvania","PA",.2251121,.2184293,.2088579,.1965192,.1878144,.1912112,.1944494,.2020572,.20459406
"English_Proficiency","linIso",134,"Linguistically isolated household","Who live in Linguistically Isolated Households",1,"Rhode island","RI",.2375903,.2639677,.2540933,.2129038,.2152681,.1874277,.1857937,.2049532,.20052192
"English_Proficiency","linIso",134,"Linguistically isolated household","Who live in Linguistically Isolated Households",1,"South Carolina","SC",.2886114,.3053605,.3091047,.3054105,.2792352,.2480872,.2401662,.2282904,.2623789
"English_Proficiency","linIso",134,"Linguistically isolated household","Who live in Linguistically Isolated Households",1,"South Dakota","SD",.4012945,.2078543,.2127817,.222701,.3128727,.4027964,.2984829,.2113679,.22612122
"English_Proficiency","linIso",134,"Linguistically isolated household","Who live in Linguistically Isolated Households",1,"Tennessee","TN",.2519428,.2974551,.3221834,.2796169,.2629923,.2818349,.2560993,.2359038,.24487819
"English_Proficiency","linIso",134,"Linguistically isolated household","Who live in Linguistically Isolated Households",1,"Texas","TX",.3383006,.3325825,.3295704,.3172152,.3078131,.3050755,.2885499,.2735921,.27409932
"English_Proficiency","linIso",134,"Linguistically isolated household","Who live in Linguistically Isolated Households",1,"United States","US",.2768271,.2740701,.2676553,.2614268,.2543306,.2432534,.2315677,.2217151,.21750368
"English_Proficiency","linIso",134,"Linguistically isolated household","Who live in Linguistically Isolated Households",1,"Utah","UT",.2823152,.2852889,.2654761,.219972,.2279835,.2044803,.1987813,.1932784,.15906228
"English_Proficiency","linIso",134,"Linguistically isolated household","Who live in Linguistically Isolated Households",1,"Vermont","VT",.0346346,.0869805,.1304463,.1750016,.1527282,.0659239,.0822054,.1620182,.13857606
"English_Proficiency","linIso",134,"Linguistically isolated household","Who live in Linguistically Isolated Households",1,"Virginia","VA",.2078926,.2057436,.2046288,.1949118,.1797259,.1815878,.170743,.1523799,.1663992
"English_Proficiency","linIso",134,"Linguistically isolated household","Who live in Linguistically Isolated Households",1,"Washington","WA",.2822272,.2837672,.2754907,.2613182,.2635496,.2513152,.225821,.2066624,.19200017
"English_Proficiency","linIso",134,"Linguistically isolated household","Who live in Linguistically Isolated Households",1,"West Virginia","WV",.0697458,.1307626,.1016761,.0725934,.1664894,.129751,.0589657,.1196204,.14142776
"English_Proficiency","linIso",134,"Linguistically isolated household","Who live in Linguistically Isolated Households",1,"Wisconsin","WI",.2425245,.2354478,.1957151,.2291473,.2396846,.218467,.249765,.2703978,.24864417
"English_Proficiency","linIso",134,"Linguistically isolated household","Who live in Linguistically Isolated Households",1,"Wyoming","WY",.2145158,.2397354,.1467475,.1357459,.3115441,.3687618,.1681626,.1290294,.17961389
"English_Proficiency","noeppars",104,"No English proficient parents","No English Proficient Parents",1,"Alabama","AL",.4252061,.4407088,.4526398,.4813541,.4815776,.4831319,.4748666,.4450704,.40743333
"English_Proficiency","noeppars",104,"No English proficient parents","No English Proficient Parents",1,"Alaska","AK",.2566214,.1922501,.1605863,.2552508,.3156405,.3533407,.2903836,.192707,.27369127
"English_Proficiency","noeppars",104,"No English proficient parents","No English Proficient Parents",1,"Arizona","AZ",.5353543,.5470839,.5485538,.5082223,.4862629,.4742169,.4551178,.4486669,.42578283
"English_Proficiency","noeppars",104,"No English proficient parents","No English Proficient Parents",1,"Arkansas","AR",.4970223,.5377609,.5399499,.5207718,.5155051,.5040569,.4519379,.4250897,.46730679
"English_Proficiency","noeppars",104,"No English proficient parents","No English Proficient Parents",1,"California","CA",.521128,.5207989,.5202196,.5180882,.5100771,.4988671,.4866712,.4746367,.46419945
"English_Proficiency","noeppars",104,"No English proficient parents","No English Proficient Parents",1,"Colorado","CO",.4990263,.4974148,.4722826,.472489,.4833313,.4797151,.440384,.4171419,.41889235
"English_Proficiency","noeppars",104,"No English proficient parents","No English Proficient Parents",1,"Connecticut","CT",.2843617,.2870274,.2706191,.2678573,.2946569,.2942828,.2798499,.2836102,.28360623
"English_Proficiency","noeppars",104,"No English proficient parents","No English Proficient Parents",1,"Delaware","DE",.3698745,.4065852,.3937479,.3015798,.3062787,.3197209,.3405299,.3395133,.35160837
"English_Proficiency","noeppars",104,"No English proficient parents","No English Proficient Parents",1,"District of Columbia","DC",.3595757,.3235334,.1981464,.1990357,.2770709,.2966449,.3238275,.3376626,.35743132
"English_Proficiency","noeppars",104,"No English proficient parents","No English Proficient Parents",1,"Florida","FL",.3647651,.3663229,.3636329,.3708735,.3774631,.375787,.3659262,.3434131,.34231168
"English_Proficiency","noeppars",104,"No English proficient parents","No English Proficient Parents",1,"Georgia","GA",.3977522,.4163786,.4280717,.4273603,.416736,.4136177,.4075123,.3919884,.40021947
"English_Proficiency","noeppars",104,"No English proficient parents","No English Proficient Parents",1,"Hawaii","HI",.2847337,.2846735,.3033059,.3076051,.2734865,.239988,.2455778,.323322,.34663165
"English_Proficiency","noeppars",104,"No English proficient parents","No English Proficient Parents",1,"Idaho","ID",.4725353,.4699716,.4505174,.3979499,.4136632,.4811942,.4373605,.3902578,.41993803
"English_Proficiency","noeppars",104,"No English proficient parents","No English Proficient Parents",1,"Illinois","IL",.4903286,.4960034,.4738858,.4669729,.4735546,.458073,.4404221,.4272785,.4010644
"English_Proficiency","noeppars",104,"No English proficient parents","No English Proficient Parents",1,"Indiana","IN",.4218013,.4109118,.4205774,.4344398,.4427015,.4739828,.4516538,.4048596,.41846728
"English_Proficiency","noeppars",104,"No English proficient parents","No English Proficient Parents",1,"Iowa","IA",.4648409,.4057183,.3869638,.4081596,.4473858,.483849,.4037309,.3629926,.38669327
"English_Proficiency","noeppars",104,"No English proficient parents","No English Proficient Parents",1,"Kansas","KS",.4062561,.4354776,.4358422,.4378555,.4593035,.455081,.4551427,.4186772,.3957265
"English_Proficiency","noeppars",104,"No English proficient parents","No English Proficient Parents",1,"Kentucky","KY",.3337397,.3659296,.3864046,.3928639,.4190376,.3827453,.3603624,.3940078,.39180541
"English_Proficiency","noeppars",104,"No English proficient parents","No English Proficient Parents",1,"Louisiana","LA",.2944732,.3714265,.3663636,.3590049,.3619801,.3637782,.3412479,.3414805,.38941637
"English_Proficiency","noeppars",104,"No English proficient parents","No English Proficient Parents",1,"Maine","ME",.2247843,.2776084,.2173215,.2358666,.3072737,.2400227,.2507384,.2980514,.30934396
"English_Proficiency","noeppars",104,"No English proficient parents","No English Proficient Parents",1,"Maryland","MD",.2855559,.2826472,.2713864,.2763969,.2794568,.2710748,.2683758,.2734303,.264649
"English_Proficiency","noeppars",104,"No English proficient parents","No English Proficient Parents",1,"Massachusetts","MA",.3401947,.3191478,.3212637,.3251974,.3346556,.3318206,.3314605,.3288184,.32100531
"English_Proficiency","noeppars",104,"No English proficient parents","No English Proficient Parents",1,"Michigan","MI",.328406,.3295864,.3376524,.3436605,.3372502,.3299254,.3068534,.3033539,.33032617
"English_Proficiency","noeppars",104,"No English proficient parents","No English Proficient Parents",1,"Minnesota","MN",.4281378,.4231009,.4357734,.4087067,.4177039,.3943093,.3698358,.3669672,.35241869
"English_Proficiency","noeppars",104,"No English proficient parents","No English Proficient Parents",1,"Mississippi","MS",.3421519,.4340603,.3685145,.3519085,.3798423,.4538864,.4218584,.301737,.34194678
"English_Proficiency","noeppars",104,"No English proficient parents","No English Proficient Parents",1,"Missouri","MO",.3444136,.4050134,.3935529,.3876343,.395991,.3651035,.3302341,.3321636,.31232283
"English_Proficiency","noeppars",104,"No English proficient parents","No English Proficient Parents",1,"Montana","MT",.0930128,.0352133,.0961052,.1602301,.1356675,.1202217,.1414874,.155363,.07814126
"English_Proficiency","noeppars",104,"No English proficient parents","No English Proficient Parents",1,"Nebraska","NE",.6083552,.5358626,.512279,.5931185,.6071631,.5289204,.515319,.5109414,.48342597
"English_Proficiency","noeppars",104,"No English proficient parents","No English Proficient Parents",1,"Nevada","NV",.4847514,.4740129,.4838311,.4905139,.4718308,.4419321,.4476334,.4410121,.43245736
"English_Proficiency","noeppars",104,"No English proficient parents","No English Proficient Parents",1,"New Hampshire","NH",.1949034,.2224346,.2220678,.2312272,.2056394,.1952345,.2132524,.2018413,.25687903
"English_Proficiency","noeppars",104,"No English proficient parents","No English Proficient Parents",1,"New Jersey","NJ",.3288195,.331723,.3399745,.3518577,.3577583,.358974,.3592361,.3489986,.33959094
"English_Proficiency","noeppars",104,"No English proficient parents","No English Proficient Parents",1,"New Mexico","NM",.5164682,.4849946,.4622711,.4819958,.4602842,.4910046,.4519123,.3804476,.42758647
"English_Proficiency","noeppars",104,"No English proficient parents","No English Proficient Parents",1,"New York","NY",.3763195,.3948291,.3941386,.389173,.390843,.3817546,.3774377,.3775815,.3769429
"English_Proficiency","noeppars",104,"No English proficient parents","No English Proficient Parents",1,"North Carolina","NC",.4817677,.4708551,.471629,.4682187,.4495891,.4413793,.4654187,.4747277,.46384007
"English_Proficiency","noeppars",104,"No English proficient parents","No English Proficient Parents",1,"North Dakota","ND",.2128623,-97,-97,.1808919,.1806182,.325404,.3406309,.1696167,.37612423
"English_Proficiency","noeppars",104,"No English proficient parents","No English Proficient Parents",1,"Ohio","OH",.2797188,.2546474,.2446449,.2645915,.2837972,.2903187,.2881196,.2900194,.28570178
"English_Proficiency","noeppars",104,"No English proficient parents","No English Proficient Parents",1,"Oklahoma","OK",.4611165,.5015866,.4858079,.4080048,.4276393,.4593874,.4891479,.4936765,.47083604
"English_Proficiency","noeppars",104,"No English proficient parents","No English Proficient Parents",1,"Oregon","OR",.5372542,.5166058,.4807422,.4796119,.4746233,.4732387,.4264997,.3977446,.42553002
"English_Proficiency","noeppars",104,"No English proficient parents","No English Proficient Parents",1,"Pennsylvania","PA",.3382789,.3414871,.3240603,.3037702,.3177359,.3409818,.339635,.3243353,.32937843
"English_Proficiency","noeppars",104,"No English proficient parents","No English Proficient Parents",1,"Rhode island","RI",.3959133,.4295028,.4150515,.3561923,.3632396,.3809196,.3856833,.3994051,.37782589
"English_Proficiency","noeppars",104,"No English proficient parents","No English Proficient Parents",1,"South Carolina","SC",.3749351,.3847336,.4024625,.4135755,.4074676,.3962573,.3859012,.3818568,.40660372
"English_Proficiency","noeppars",104,"No English proficient parents","No English Proficient Parents",1,"South Dakota","SD",.5393498,.3480663,.2571112,.3057162,.468795,.5538211,.4968887,.345019,.26583901
"English_Proficiency","noeppars",104,"No English proficient parents","No English Proficient Parents",1,"Tennessee","TN",.3625049,.3874709,.4285284,.420981,.4064367,.4212278,.4188417,.394759,.38595337
"English_Proficiency","noeppars",104,"No English proficient parents","No English Proficient Parents",1,"Texas","TX",.5367513,.5337441,.5315258,.524959,.5251588,.5209571,.501862,.4892273,.49277639
"English_Proficiency","noeppars",104,"No English proficient parents","No English Proficient Parents",1,"United States","US",.4511537,.4527434,.4488207,.4450905,.4440269,.437441,.4252715,.4131245,.40912819
"English_Proficiency","noeppars",104,"No English proficient parents","No English Proficient Parents",1,"Utah","UT",.4428505,.4279551,.3898618,.3613327,.4113499,.4125144,.396379,.3595167,.33740282
"English_Proficiency","noeppars",104,"No English proficient parents","No English Proficient Parents",1,"Vermont","VT",.0471578,.1605552,.1921322,.2770593,.2602626,.1371711,.1577493,.1811493,.27613413
"English_Proficiency","noeppars",104,"No English proficient parents","No English Proficient Parents",1,"Virginia","VA",.3341345,.3163485,.318024,.3174514,.3011561,.3069822,.2938125,.2802364,.30182639
"English_Proficiency","noeppars",104,"No English proficient parents","No English Proficient Parents",1,"Washington","WA",.4570938,.4566468,.4471297,.4240833,.4278931,.4278918,.4072335,.3756271,.36639488
"English_Proficiency","noeppars",104,"No English proficient parents","No English Proficient Parents",1,"West Virginia","WV",.0757755,.1582777,.1456125,.0921226,.2122159,.1769901,.0805292,.1529445,.17590337
"English_Proficiency","noeppars",104,"No English proficient parents","No English Proficient Parents",1,"Wisconsin","WI",.4382749,.4364795,.3634441,.3836446,.4171012,.3860098,.4082364,.4344986,.41243371
"English_Proficiency","noeppars",104,"No English proficient parents","No English Proficient Parents",1,"Wyoming","WY",.2714611,.3577564,.2536868,.1539143,.3675536,.4633127,.3187434,.2472404,.24801403
"English_Proficiency","oneleppar",100,"At least one Limited English Proficient parent","At least one Limited English Proficient Parent",1,"Alabama","AL",.5649444,.5868149,.5982539,.6488548,.6556275,.648663,.6229157,.5823742,.59438789
"English_Proficiency","oneleppar",100,"At least one Limited English Proficient parent","At least one Limited English Proficient Parent",1,"Alaska","AK",.4092443,.3951704,.3558696,.4305045,.551282,.5135015,.3773284,.3273251,.40821478
"English_Proficiency","oneleppar",100,"At least one Limited English Proficient parent","At least one Limited English Proficient Parent",1,"Arizona","AZ",.718189,.7181119,.7030508,.6722287,.6663893,.6534665,.6379312,.642837,.62242055
"English_Proficiency","oneleppar",100,"At least one Limited English Proficient parent","At least one Limited English Proficient Parent",1,"Arkansas","AR",.6489732,.6849145,.6993545,.6681807,.6615494,.6368813,.6010568,.6362869,.6773271
"English_Proficiency","oneleppar",100,"At least one Limited English Proficient parent","At least one Limited English Proficient Parent",1,"California","CA",.6836119,.6771453,.6763886,.6737614,.6672675,.6575224,.6466113,.6417542,.63535649
"English_Proficiency","oneleppar",100,"At least one Limited English Proficient parent","At least one Limited English Proficient Parent",1,"Colorado","CO",.6555185,.6582612,.6330922,.6303025,.6336337,.6525669,.6412484,.6102113,.59741986
"English_Proficiency","oneleppar",100,"At least one Limited English Proficient parent","At least one Limited English Proficient Parent",1,"Connecticut","CT",.4257163,.4153022,.404263,.4292373,.4570317,.4518477,.4287804,.4356426,.44842607
"English_Proficiency","oneleppar",100,"At least one Limited English Proficient parent","At least one Limited English Proficient Parent",1,"Delaware","DE",.4701832,.5055889,.5058091,.4559202,.4409397,.425126,.5003263,.5376016,.51795965
"English_Proficiency","oneleppar",100,"At least one Limited English Proficient parent","At least one Limited English Proficient Parent",1,"District of Columbia","DC",.493914,.4217051,.2849647,.3122726,.3730381,.3404423,.3640961,.4091134,.4394933
"English_Proficiency","oneleppar",100,"At least one Limited English Proficient parent","At least one Limited English Proficient Parent",1,"Florida","FL",.509955,.5172194,.5193859,.5226074,.516312,.5112306,.5133463,.4962181,.49501517
"English_Proficiency","oneleppar",100,"At least one Limited English Proficient parent","At least one Limited English Proficient Parent",1,"Georgia","GA",.5564897,.5707864,.5876365,.5897847,.5654525,.566406,.563669,.5463147,.55803555
"English_Proficiency","oneleppar",100,"At least one Limited English Proficient parent","At least one Limited English Proficient Parent",1,"Hawaii","HI",.4772553,.4766716,.4855099,.4899364,.4598954,.4405004,.4509934,.5156284,.52301848
"English_Proficiency","oneleppar",100,"At least one Limited English Proficient parent","At least one Limited English Proficient Parent",1,"Idaho","ID",.6509413,.6073455,.6067049,.573332,.5783767,.6757475,.6762147,.6406946,.61408055
"English_Proficiency","oneleppar",100,"At least one Limited English Proficient parent","At least one Limited English Proficient Parent",1,"Illinois","IL",.6576552,.6565703,.645784,.6460255,.6503702,.6428865,.6275719,.6166542,.6026215
"English_Proficiency","oneleppar",100,"At least one Limited English Proficient parent","At least one Limited English Proficient Parent",1,"Indiana","IN",.6035756,.5852921,.5763268,.5715551,.5973298,.6388193,.6374061,.6060825,.60701519
"English_Proficiency","oneleppar",100,"At least one Limited English Proficient parent","At least one Limited English Proficient Parent",1,"Iowa","IA",.641716,.6134346,.6019822,.5963405,.6208518,.6626611,.5921903,.5601369,.58651453
"English_Proficiency","oneleppar",100,"At least one Limited English Proficient parent","At least one Limited English Proficient Parent",1,"Kansas","KS",.5946094,.5967243,.6227781,.6519712,.6443881,.6400657,.666591,.6613413,.60271114
"English_Proficiency","oneleppar",100,"At least one Limited English Proficient parent","At least one Limited English Proficient Parent",1,"Kentucky","KY",.4847411,.4844029,.5352338,.5542635,.5686044,.5531597,.559635,.6021836,.58238143
"English_Proficiency","oneleppar",100,"At least one Limited English Proficient parent","At least one Limited English Proficient Parent",1,"Louisiana","LA",.4541673,.535808,.5227613,.5133149,.5472295,.5741637,.5191813,.4992511,.54671586
"English_Proficiency","oneleppar",100,"At least one Limited English Proficient parent","At least one Limited English Proficient Parent",1,"Maine","ME",.2974041,.3633758,.3144537,.348052,.3869573,.3769779,.3877369,.3776496,.41584942
"English_Proficiency","oneleppar",100,"At least one Limited English Proficient parent","At least one Limited English Proficient Parent",1,"Maryland","MD",.4408136,.4112406,.3976746,.408761,.4077918,.4007379,.4119599,.4279257,.40940154
"English_Proficiency","oneleppar",100,"At least one Limited English Proficient parent","At least one Limited English Proficient Parent",1,"Massachusetts","MA",.4905747,.4641637,.468178,.4761733,.4823978,.4820213,.4791895,.4621838,.4474763
"English_Proficiency","oneleppar",100,"At least one Limited English Proficient parent","At least one Limited English Proficient Parent",1,"Michigan","MI",.5036838,.4982665,.5063585,.5133694,.5294528,.5170293,.4895265,.4954322,.5078665
"English_Proficiency","oneleppar",100,"At least one Limited English Proficient parent","At least one Limited English Proficient Parent",1,"Minnesota","MN",.580754,.5630689,.556472,.5432329,.5640652,.5612279,.5277364,.5253428,.53497261
"English_Proficiency","oneleppar",100,"At least one Limited English Proficient parent","At least one Limited English Proficient Parent",1,"Mississippi","MS",.5011634,.5503815,.5060188,.5058412,.5945796,.6334216,.5437381,.445097,.4973202
"English_Proficiency","oneleppar",100,"At least one Limited English Proficient parent","At least one Limited English Proficient Parent",1,"Missouri","MO",.5253589,.5422721,.5513471,.5395629,.5218812,.493373,.4768179,.4959686,.48293325
"English_Proficiency","oneleppar",100,"At least one Limited English Proficient parent","At least one Limited English Proficient Parent",1,"Montana","MT",.2658152,.18386,.1456801,.2492595,.2217703,.1381422,.2190559,.2582492,.17695168
"English_Proficiency","oneleppar",100,"At least one Limited English Proficient parent","At least one Limited English Proficient Parent",1,"Nebraska","NE",.7536434,.6794805,.6651645,.760149,.7781205,.7039914,.697148,.6815722,.65731782
"English_Proficiency","oneleppar",100,"At least one Limited English Proficient parent","At least one Limited English Proficient Parent",1,"Nevada","NV",.6615354,.6407781,.6625683,.6777769,.6486246,.6221318,.6267988,.6208948,.62713087
"English_Proficiency","oneleppar",100,"At least one Limited English Proficient parent","At least one Limited English Proficient Parent",1,"New Hampshire","NH",.3178846,.3384874,.3269464,.3421306,.3769579,.4056123,.3670643,.3285663,.40193906
"English_Proficiency","oneleppar",100,"At least one Limited English Proficient parent","At least one Limited English Proficient Parent",1,"New Jersey","NJ",.4903381,.4869461,.484243,.4930386,.5014416,.5042502,.4993758,.494213,.49813589
"English_Proficiency","oneleppar",100,"At least one Limited English Proficient parent","At least one Limited English Proficient Parent",1,"New Mexico","NM",.7276322,.6878252,.6501314,.6523249,.6459313,.6819022,.6588003,.6191447,.64906555
"English_Proficiency","oneleppar",100,"At least one Limited English Proficient parent","At least one Limited English Proficient Parent",1,"New York","NY",.4952171,.5128881,.5177117,.5182458,.521474,.5157486,.5124286,.5118369,.51173842
"English_Proficiency","oneleppar",100,"At least one Limited English Proficient parent","At least one Limited English Proficient Parent",1,"North Carolina","NC",.6214194,.6122946,.6347842,.6305673,.6052112,.6006737,.6194882,.6198328,.61221421
"English_Proficiency","oneleppar",100,"At least one Limited English Proficient parent","At least one Limited English Proficient Parent",1,"North Dakota","ND",.3675272,-97,-97,.3560248,.2955804,.4755906,.4589774,.3309408,.44849405
"English_Proficiency","oneleppar",100,"At least one Limited English Proficient parent","At least one Limited English Proficient Parent",1,"Ohio","OH",.4456384,.4177363,.3972126,.419396,.4442396,.4490617,.4537871,.4608506,.45044765
"English_Proficiency","oneleppar",100,"At least one Limited English Proficient parent","At least one Limited English Proficient Parent",1,"Oklahoma","OK",.6432384,.6583979,.6743132,.621127,.6210188,.6209657,.6477777,.6711333,.66488391
"English_Proficiency","oneleppar",100,"At least one Limited English Proficient parent","At least one Limited English Proficient Parent",1,"Oregon","OR",.6925361,.6855558,.6463917,.6541257,.6517673,.6478325,.6247097,.5965416,.60723847
"English_Proficiency","oneleppar",100,"At least one Limited English Proficient parent","At least one Limited English Proficient Parent",1,"Pennsylvania","PA",.465096,.4782177,.4699604,.4625214,.4651873,.4683655,.4683825,.4665872,.47933641
"English_Proficiency","oneleppar",100,"At least one Limited English Proficient parent","At least one Limited English Proficient Parent",1,"Rhode island","RI",.5624714,.5618474,.5366533,.5354697,.5507637,.5468928,.5511947,.5583327,.54451573
"English_Proficiency","oneleppar",100,"At least one Limited English Proficient parent","At least one Limited English Proficient Parent",1,"South Carolina","SC",.5458824,.5576742,.5568004,.5664489,.5790691,.5706905,.5437205,.529448,.55567479
"English_Proficiency","oneleppar",100,"At least one Limited English Proficient parent","At least one Limited English Proficient Parent",1,"South Dakota","SD",.6244484,.5113484,.5714198,.6418676,.6287271,.6010821,.5373618,.4317866,.36982912
"English_Proficiency","oneleppar",100,"At least one Limited English Proficient parent","At least one Limited English Proficient Parent",1,"Tennessee","TN",.5205171,.5615463,.6021194,.5951421,.5971788,.6022894,.5862851,.593551,.59110093
"English_Proficiency","oneleppar",100,"At least one Limited English Proficient parent","At least one Limited English Proficient Parent",1,"Texas","TX",.7182801,.7162893,.7094603,.7016307,.7054328,.7025114,.6868588,.6804639,.68386501
"English_Proficiency","oneleppar",100,"At least one Limited English Proficient parent","At least one Limited English Proficient Parent",1,"United States","US",.6105734,.6082519,.6052096,.6041823,.6032597,.5980596,.588586,.5811617,.57929164
"English_Proficiency","oneleppar",100,"At least one Limited English Proficient parent","At least one Limited English Proficient Parent",1,"Utah","UT",.6132605,.5977675,.5580964,.5464453,.596889,.6075287,.5953646,.5374281,.50811934
"English_Proficiency","oneleppar",100,"At least one Limited English Proficient parent","At least one Limited English Proficient Parent",1,"Vermont","VT",.1327659,.1752228,.2367603,.3819838,.3929755,.2224698,.2270569,.2399439,.34268627
"English_Proficiency","oneleppar",100,"At least one Limited English Proficient parent","At least one Limited English Proficient Parent",1,"Virginia","VA",.5014169,.4889917,.4822571,.4835513,.4651648,.4764151,.4681009,.449333,.47001815
