GROUPCODE,STATCODE,statid,statistics_label,STAT,ISSTATE,StateName,StateCode,y2006,y2007,y2008,y2009,y2010,y2011,y2012,y2013,y2014,y2015,y2016,y2017,y2018,y2019,y2020,y2021,y2022
"Poverty_Income_and_Benefit_Receipt","LIWF",164,"Low-income working families","In low income working families",1,"Illinois","IL",.40751573,.41711676,.4147177,.42914903,.43845093,.44670346,.46033069,.45322108,.44644737,.4357785,.42363429,.41528764,.4000628,.37992603,.33217162,.31407058,.31604981
"Poverty_Income_and_Benefit_Receipt","LIWF",164,"Low-income working families","In low income working families",1,"Indiana","IN",.42125919,.437985,.46269909,.46976623,.4917981,.52624953,.50105143,.53153908,.55446643,.5136748,.48779324,.4692556,.46035516,.43908343,.42245573,.37599924,.38928071
"Poverty_Income_and_Benefit_Receipt","LIWF",164,"Low-income working families","In low income working families",1,"Kansas","KS",.48006147,.4695327,.48114252,.53242236,.50319803,.5029186,.55584782,.52586401,.50145811,.50401938,.49255875,.48377335,.49060401,.48290086,.42718521,.36381155,.36271018
"Poverty_Income_and_Benefit_Receipt","LIWF",164,"Low-income working families","In low income working families",1,"Kentucky","KY",.39949235,.42102042,.39387834,.37917998,.43051958,.42115468,.42739719,.44694376,.4354189,.48250386,.52004474,.45934948,.43124452,.41991097,.39872405,.38829347,.41692367
"Poverty_Income_and_Benefit_Receipt","LIWF",164,"Low-income working families","In low income working families",1,"Louisiana","LA",.36459941,.42657861,.42028835,.38892567,.36581537,.42686275,.44121289,.42888814,.44174233,.46601045,.4848772,.45988765,.45420355,.44108132,.38968351,.43185931,.43827155
"Poverty_Income_and_Benefit_Receipt","LIWF",164,"Low-income working families","In low income working families",1,"Massachusetts","MA",.26400006,.26043737,.26006225,.25028542,.2540229,.27560934,.28355575,.28199825,.28455496,.2921719,.28028443,.26659581,.2721411,.2632153,.22961487,.18576454,.21743895
"Poverty_Income_and_Benefit_Receipt","LIWF",164,"Low-income working families","In low income working families",1,"Maryland","MD",.24379659,.24062556,.24102612,.26187924,.27594078,.29041862,.30289149,.31059849,.3175168,.31173259,.283764,.26529545,.2726272,.28675407,.26308179,.24342999,.26573738
"Poverty_Income_and_Benefit_Receipt","LIWF",164,"Low-income working families","In low income working families",1,"Maine","ME",.30664378,.33680618,.33049738,.35983616,.31491628,.30093166,.33816028,.31163028,.31052384,.31951398,.30831644,.2740536,.25852993,.28850499,.32934898,.21705659,.18368031
"Poverty_Income_and_Benefit_Receipt","LIWF",164,"Low-income working families","In low income working families",1,"Michigan","MI",.30694014,.32299027,.3552061,.36696538,.35258323,.36486763,.3736985,.37581474,.37849182,.37262142,.38479856,.39564818,.38850871,.34563518,.31693727,.30248347,.3201901
"Poverty_Income_and_Benefit_Receipt","LIWF",164,"Low-income working families","In low income working families",1,"Minnesota","MN",.37622222,.42229056,.43470302,.42206144,.4261612,.42500955,.40937245,.42010292,.41361636,.39335138,.39470449,.39326194,.41392556,.41171426,.35960692,.31489161,.32941988
"Poverty_Income_and_Benefit_Receipt","LIWF",164,"Low-income working families","In low income working families",1,"Missouri","MO",.36240488,.38967225,.42021099,.4026784,.37547365,.39940685,.38971502,.42653614,.43100065,.37505394,.39407307,.39553809,.36809739,.37577537,.36928341,.36669311,.3404462
"Poverty_Income_and_Benefit_Receipt","LIWF",164,"Low-income working families","In low income working families",1,"Mississippi","MS",.45912144,.47982544,.47013947,.47082016,.45237386,.43086767,.47585049,.55558497,.52942467,.50177705,.56639749,.55405766,.54095733,.51614463,.43969068,.5652743,.54041457
"Poverty_Income_and_Benefit_Receipt","LIWF",164,"Low-income working families","In low income working families",1,"Montana","MT",.33561233,.22474748,.26037821,.31115067,.32055426,.42974639,.34651116,.24782643,.28806141,.2753962,.23107024,.20810534,.24800542,.22872661,.37659428,.22112699,.26367775
"Poverty_Income_and_Benefit_Receipt","LIWF",164,"Low-income working families","In low income working families",1,"North Carolina","NC",.53968871,.53409326,.53886873,.54596424,.54139322,.55201131,.5572564,.55948156,.57415491,.57698613,.54610467,.51869255,.52444756,.48833019,.43131539,.4060539,.41849723
"Poverty_Income_and_Benefit_Receipt","LIWF",164,"Low-income working families","In low income working families",1,"North Dakota","ND",.40516981,-97,-97,.2669878,.14561866,.3172814,.34710974,.31753653,.44366089,.43695971,.36751169,.41693112,.39068061,.37072077,.44306043,.42105758,.29969966
"Poverty_Income_and_Benefit_Receipt","LIWF",164,"Low-income working families","In low income working families",1,"Nebraska","NE",.47464514,.49831188,.51301885,.59324962,.61097193,.57388467,.55318141,.58065927,.62352175,.58613896,.56195819,.49340421,.46929723,.48588264,.45878214,.47842234,.4504343
"Poverty_Income_and_Benefit_Receipt","LIWF",164,"Low-income working families","In low income working families",1,"New Hampshire","NH",.16385508,.14554231,.14521965,.19786422,.25946447,.21585064,.21371119,.28153592,.24920116,.21444264,.23411489,.20967656,.22852992,.28934237,.24605481,.1561344,.16811466
"Poverty_Income_and_Benefit_Receipt","LIWF",164,"Low-income working families","In low income working families",1,"New Jersey","NJ",.27396807,.27289271,.27211112,.2820743,.29090229,.29629305,.3096143,.31741551,.32721156,.33121729,.31853417,.30510926,.29896486,.29594198,.28022441,.25789231,.2617825
"Poverty_Income_and_Benefit_Receipt","LIWF",164,"Low-income working families","In low income working families",1,"New Mexico","NM",.59745657,.57970494,.54874945,.55348545,.57482648,.58254576,.56639057,.54975688,.56313199,.57195747,.56188172,.51639909,.50109476,.47590756,.40136686,.44258973,.46386439
"Poverty_Income_and_Benefit_Receipt","LIWF",164,"Low-income working families","In low income working families",1,"Nevada","NV",.42331505,.4095923,.44502881,.45799065,.43926871,.45959234,.48858625,.4909642,.49833339,.49082294,.49035099,.47822049,.45444995,.43844888,.38449016,.39216462,.38994941
"Poverty_Income_and_Benefit_Receipt","LIWF",164,"Low-income working families","In low income working families",1,"New York","NY",.3586303,.36635152,.36888412,.37493902,.38597667,.40275308,.40636784,.40220281,.39899638,.39675331,.39638653,.3831048,.36498883,.34376961,.30101809,.25727478,.29354492
"Poverty_Income_and_Benefit_Receipt","LIWF",164,"Low-income working families","In low income working families",1,"Ohio","OH",.30417654,.3268095,.30749571,.31522045,.35008779,.35165131,.37126729,.37933567,.36447957,.35408595,.34379995,.33463442,.33632749,.36125591,.34514365,.31477192,.32980144
"Poverty_Income_and_Benefit_Receipt","LIWF",164,"Low-income working families","In low income working families",1,"Oklahoma","OK",.56221867,.5326727,.55426908,.56077164,.54471308,.55402011,.59205019,.62213349,.61348623,.58044446,.57388359,.56459743,.54037756,.54763049,.54248524,.49605614,.50803339
"Poverty_Income_and_Benefit_Receipt","LIWF",164,"Low-income working families","In low income working families",1,"Oregon","OR",.49024603,.5084371,.50418758,.50638998,.52334303,.52561289,.49750733,.47872859,.50179607,.51948893,.49378583,.47217628,.45789808,.40161046,.35487244,.33362594,.35187608
"Poverty_Income_and_Benefit_Receipt","LIWF",164,"Low-income working families","In low income working families",1,"Pennsylvania","PA",.32941708,.32988328,.31548941,.32338324,.33409762,.33819354,.36827567,.37397796,.34644827,.34820765,.37148368,.36056697,.34785569,.34905407,.32205439,.29049411,.30596134
"Poverty_Income_and_Benefit_Receipt","LIWF",164,"Low-income working families","In low income working families",1,"Rhode island","RI",.3488344,.38460037,.35542744,.34684336,.40381745,.42462519,.41001317,.41025254,.4393003,.43415549,.38131881,.39300284,.41438517,.33334881,.27263999,.28270832,.30540097
"Poverty_Income_and_Benefit_Receipt","LIWF",164,"Low-income working families","In low income working families",1,"South Carolina","SC",.41163284,.43625358,.46016863,.45966682,.46548817,.52014184,.53073925,.53617066,.56243128,.52837569,.50174028,.51118112,.50686204,.46229333,.42221996,.43677178,.4106113
"Poverty_Income_and_Benefit_Receipt","LIWF",164,"Low-income working families","In low income working families",1,"South Dakota","SD",.32602277,.38839316,.45711184,.52415836,.46079037,.43059435,.38710833,.37656802,.48482481,.39581221,.2855359,.37497902,.41320202,.3914873,.36111969,-97,.26528311
"Poverty_Income_and_Benefit_Receipt","LIWF",164,"Low-income working families","In low income working families",1,"Tennessee","TN",.47026315,.47792244,.50020152,.53066736,.52642614,.5082562,.52523088,.57017362,.55712336,.57044715,.52900457,.49330029,.52379942,.51495236,.4736588,.46865591,.47707054
"Poverty_Income_and_Benefit_Receipt","LIWF",164,"Low-income working families","In low income working families",1,"Texas","TX",.57425267,.56986022,.56350356,.55852056,.55610347,.55879825,.55578125,.54820067,.54523152,.5315764,.51667857,.50498253,.49730992,.47797993,.43274984,.40729743,.42329606
"Poverty_Income_and_Benefit_Receipt","LIWF",164,"Low-income working families","In low income working families",1,"United States","US",.42366886,.42431009,.42637917,.43087864,.43731946,.44816673,.45288047,.45323637,.4540931,.44789934,.43614843,.41920543,.40856296,.39302966,.3547039,.32976288,.34120506
"Poverty_Income_and_Benefit_Receipt","LIWF",164,"Low-income working families","In low income working families",1,"Utah","UT",.54582393,.51077479,.49608532,.49952388,.53388166,.57032388,.56155503,.51916409,.50653249,.52030802,.48162022,.44609985,.4307034,.41436586,.39616287,.34618762,.37125871
"Poverty_Income_and_Benefit_Receipt","LIWF",164,"Low-income working families","In low income working families",1,"Virginia","VA",.25098696,.24810581,.25393155,.26249853,.27664182,.29751927,.30128846,.31066984,.31018028,.29428732,.29080659,.28850654,.28829947,.28515583,.26553243,.2511645,.24521431
"Poverty_Income_and_Benefit_Receipt","LIWF",164,"Low-income working families","In low income working families",1,"Vermont","VT",.15473557,.18484245,.14555325,.1838679,.16853645,.16787373,.27177379,.40889978,.3999491,.36333379,.26817822,.28556156,.28054199,.19199172,.13905853,.10403537,.13624763
"Poverty_Income_and_Benefit_Receipt","LIWF",164,"Low-income working families","In low income working families",1,"Washington","WA",.40753609,.39295176,.3923333,.39382041,.40038246,.39609671,.38499516,.40265656,.42087382,.40176642,.37522814,.36050305,.34659949,.3147538,.28545079,.2787717,.27989367
"Poverty_Income_and_Benefit_Receipt","LIWF",164,"Low-income working families","In low income working families",1,"Wisconsin","WI",.48396221,.46751979,.43227196,.43341929,.49633253,.47174934,.4354572,.50377357,.52949011,.48182365,.42386669,.40659171,.40143335,.37248725,.35842261,.39141375,.34953806
"Poverty_Income_and_Benefit_Receipt","LIWF",164,"Low-income working families","In low income working families",1,"West Virginia","WV",.29433271,.1826179,.27742174,.27788007,.32186288,.42040184,.28294921,.23071377,.28820983,.23701775,.28046331,.27060968,.24164341,.31249356,.3233282,.28281733,.35620889
"Poverty_Income_and_Benefit_Receipt","LIWF",164,"Low-income working families","In low income working families",1,"Wyoming","WY",.38985339,.35553885,.38537568,.44094202,.47850657,.52471679,.52751106,.44893101,.40457946,.37146002,.34627274,.32923761,.37695849,.31501812,.28088185,-97,.25189036
"Poverty_Income_and_Benefit_Receipt","noinsure",169,"No health insurance coverage","Not covered by health insurance",1,"Alaska","AK",-98,-98,-98,.09487002,.08671533,.10104798,.13654874,.15721504,.11127198,.05354303,.05105582,.09507515,.08587053,.04835118,-98,-98,-98
"Poverty_Income_and_Benefit_Receipt","noinsure",169,"No health insurance coverage","Not covered by health insurance",1,"Alabama","AL",-98,-98,-98,.1580462,.16731292,.20604339,.14946632,.09721453,.1009225,.08110654,.04607506,.0399894,.05934028,.08046633,-98,-98,-98
"Poverty_Income_and_Benefit_Receipt","noinsure",169,"No health insurance coverage","Not covered by health insurance",1,"Arkansas","AR",-98,-98,-98,.17382695,.15246177,.12379497,.09682239,.10094892,.10311155,.08949234,.08540863,.09251016,.11121937,.12649938,-98,-98,-98
"Poverty_Income_and_Benefit_Receipt","noinsure",169,"No health insurance coverage","Not covered by health insurance",1,"Arizona","AZ",-98,-98,-98,.2000289,.18211125,.20023924,.19386408,.17136171,.15355742,.1342082,.11169751,.10604086,.10566793,.10410803,-98,-98,-98
"Poverty_Income_and_Benefit_Receipt","noinsure",169,"No health insurance coverage","Not covered by health insurance",1,"California","CA",-98,-98,-98,.12073893,.11417235,.10348978,.09399215,.08958724,.07275634,.04935804,.03564152,.03337497,.03246262,.03436759,-98,-98,-98
"Poverty_Income_and_Benefit_Receipt","noinsure",169,"No health insurance coverage","Not covered by health insurance",1,"Colorado","CO",-98,-98,-98,.23919268,.18444528,.17984305,.15625095,.13706899,.13314544,.09450635,.06454209,.05887632,.06680874,.08190386,-98,-98,-98
"Poverty_Income_and_Benefit_Receipt","noinsure",169,"No health insurance coverage","Not covered by health insurance",1,"Connecticut","CT",-98,-98,-98,.0975673,.07079161,.04914958,.05866702,.07452331,.07153133,.06565329,.05265769,.0495268,.04534521,.04937626,-98,-98,-98
"Poverty_Income_and_Benefit_Receipt","noinsure",169,"No health insurance coverage","Not covered by health insurance",1,"District of Columbia","DC",-98,-98,-98,.04290585,.0420832,.05896127,.05531641,.02691634,.04165301,.04937873,.03094247,.02061643,.02256737,.03978439,-98,-98,-98
"Poverty_Income_and_Benefit_Receipt","noinsure",169,"No health insurance coverage","Not covered by health insurance",1,"Delaware","DE",-98,-98,-98,.12467595,.08611561,.06376982,.06944253,.09329505,.09247833,.05825477,.05327439,.05868842,.05821809,.0435713,-98,-98,-98
"Poverty_Income_and_Benefit_Receipt","noinsure",169,"No health insurance coverage","Not covered by health insurance",1,"Florida","FL",-98,-98,-98,.22995223,.20042157,.17446996,.16047785,.15553196,.14324304,.11049476,.08474835,.08748367,.0941909,.09416606,-98,-98,-98
"Poverty_Income_and_Benefit_Receipt","noinsure",169,"No health insurance coverage","Not covered by health insurance",1,"Georgia","GA",-98,-98,-98,.22506684,.20515603,.18409057,.17018563,.15596327,.13367334,.118287,.11502378,.11377639,.11971032,.11840025,-98,-98,-98
"Poverty_Income_and_Benefit_Receipt","noinsure",169,"No health insurance coverage","Not covered by health insurance",1,"Hawaii","HI",-98,-98,-98,.03141928,.02103504,.02748259,.03597943,.02861954,.01816828,.02213363,.02464265,.02200152,.02051961,.02606294,-98,-98,-98
"Poverty_Income_and_Benefit_Receipt","noinsure",169,"No health insurance coverage","Not covered by health insurance",1,"Iowa","IA",-98,-98,-98,.08139936,.1046904,.11003914,.11082423,.09598655,.07082652,.04779444,.05366872,.05643881,.05101596,.0406277,-98,-98,-98
"Poverty_Income_and_Benefit_Receipt","noinsure",169,"No health insurance coverage","Not covered by health insurance",1,"Idaho","ID",-98,-98,-98,.26232156,.17506675,.14348526,.14977264,.15356468,.14464135,.11396281,.08516286,.07990626,.07393444,.06649889,-98,-98,-98
"Poverty_Income_and_Benefit_Receipt","noinsure",169,"No health insurance coverage","Not covered by health insurance",1,"Illinois","IL",-98,-98,-98,.07158198,.06437094,.0541499,.04060018,.04683089,.04974713,.03963234,.03383151,.03447138,.03923965,.05173897,-98,-98,-98
"Poverty_Income_and_Benefit_Receipt","noinsure",169,"No health insurance coverage","Not covered by health insurance",1,"Indiana","IN",-98,-98,-98,.16526058,.13978052,.11282512,.12102959,.1432696,.12213404,.08953847,.07894643,.07606276,.10003762,.12376905,-98,-98,-98
"Poverty_Income_and_Benefit_Receipt","noinsure",169,"No health insurance coverage","Not covered by health insurance",1,"Kansas","KS",-98,-98,-98,.18805733,.14721751,.11909621,.11319886,.12596357,.13688509,.12540609,.09576216,.08723719,.10454614,.11993697,-98,-98,-98
"Poverty_Income_and_Benefit_Receipt","noinsure",169,"No health insurance coverage","Not covered by health insurance",1,"Kentucky","KY",-98,-98,-98,.13173282,.12915342,.10477277,.10628878,.107004,.08856983,.10444443,.10639459,.08551178,.07221938,.08114397,-98,-98,-98
"Poverty_Income_and_Benefit_Receipt","noinsure",169,"No health insurance coverage","Not covered by health insurance",1,"Louisiana","LA",-98,-98,-98,.12966222,.12737697,.14668848,.11846956,.12548946,.12440252,.09495401,.09055346,.09072932,.10396387,.14296535,-98,-98,-98
"Poverty_Income_and_Benefit_Receipt","noinsure",169,"No health insurance coverage","Not covered by health insurance",1,"Massachusetts","MA",-98,-98,-98,.02170129,.02018216,.0147953,.01457727,.01720025,.01863699,.01712701,.01241676,.01649544,.01628499,.01363747,-98,-98,-98
"Poverty_Income_and_Benefit_Receipt","noinsure",169,"No health insurance coverage","Not covered by health insurance",1,"Maryland","MD",-98,-98,-98,.08307397,.08055472,.08145666,.07432619,.06674157,.06185887,.06872774,.06569719,.05244655,.04978982,.04954212,-98,-98,-98
"Poverty_Income_and_Benefit_Receipt","noinsure",169,"No health insurance coverage","Not covered by health insurance",1,"Maine","ME",-98,-98,-98,.0301088,.02975298,.04369565,.02881411,.02290528,.02649223,.02738308,.03926017,.06041879,.05102302,.05608786,-98,-98,-98
"Poverty_Income_and_Benefit_Receipt","noinsure",169,"No health insurance coverage","Not covered by health insurance",1,"Michigan","MI",-98,-98,-98,.06853005,.06280481,.06955802,.06375688,.05304298,.05616285,.04438945,.03093,.0313134,.03481195,.03471705,-98,-98,-98
"Poverty_Income_and_Benefit_Receipt","noinsure",169,"No health insurance coverage","Not covered by health insurance",1,"Minnesota","MN",-98,-98,-98,.11535942,.11960541,.10606841,.09085265,.08950365,.07656258,.05639797,.04576739,.03563647,.04259177,.04444492,-98,-98,-98
"Poverty_Income_and_Benefit_Receipt","noinsure",169,"No health insurance coverage","Not covered by health insurance",1,"Missouri","MO",-98,-98,-98,.13333334,.12446569,.12902778,.13876636,.1183873,.11044858,.10613722,.08558158,.07951561,.08238868,.08834942,-98,-98,-98
"Poverty_Income_and_Benefit_Receipt","noinsure",169,"No health insurance coverage","Not covered by health insurance",1,"Mississippi","MS",-98,-98,-98,.27043393,.26864043,.23888868,.17134131,.16662586,.17632994,.13635039,.10686162,.09906899,.12052839,.13779718,-98,-98,-98
"Poverty_Income_and_Benefit_Receipt","noinsure",169,"No health insurance coverage","Not covered by health insurance",1,"Montana","MT",-98,-98,-98,.20515245,.1604946,.16150539,.18881388,.18235071,.14773417,.07410786,.07356682,.08003127,.03338625,.01481171,-98,-98,-98
"Poverty_Income_and_Benefit_Receipt","noinsure",169,"No health insurance coverage","Not covered by health insurance",1,"North Carolina","NC",-98,-98,-98,.18851885,.16938309,.16845575,.16052094,.13077183,.1005724,.08937612,.08620813,.08362348,.08850597,.09802777,-98,-98,-98
"Poverty_Income_and_Benefit_Receipt","noinsure",169,"No health insurance coverage","Not covered by health insurance",1,"North Dakota","ND",-98,-97,-97,.09721918,.06948821,.0605056,.14144094,.1274261,.1144473,.1721462,.14335224,.1353091,.11315878,.1664197,-98,-98,-98
"Poverty_Income_and_Benefit_Receipt","noinsure",169,"No health insurance coverage","Not covered by health insurance",1,"Nebraska","NE",-98,-98,-98,.14809379,.12797496,.15959786,.14766954,.10130148,.06240885,.07545317,.08212564,.10280008,.10737439,.11719708,-98,-98,-98
"Poverty_Income_and_Benefit_Receipt","noinsure",169,"No health insurance coverage","Not covered by health insurance",1,"New Hampshire","NH",-98,-98,-98,.07298931,.07158338,.03597993,.0252503,.02296763,.05957021,.08025077,.07983577,.06091299,.03045516,.06160171,-98,-98,-98
"Poverty_Income_and_Benefit_Receipt","noinsure",169,"No health insurance coverage","Not covered by health insurance",1,"New Jersey","NJ",-98,-98,-98,.10855789,.09710802,.08522723,.07410675,.08015746,.07709996,.06161442,.0506496,.04736711,.05033824,.05772338,-98,-98,-98
"Poverty_Income_and_Benefit_Receipt","noinsure",169,"No health insurance coverage","Not covered by health insurance",1,"New Mexico","NM",-98,-98,-98,.20990442,.19245924,.15650447,.14252344,.11959846,.10952526,.08816256,.07212923,.07267227,.07581239,.09529217,-98,-98,-98
"Poverty_Income_and_Benefit_Receipt","noinsure",169,"No health insurance coverage","Not covered by health insurance",1,"Nevada","NV",-98,-98,-98,.27886605,.24464098,.22460096,.21960786,.21065658,.16463113,.11262579,.0914152,.09022325,.10139006,.11229817,-98,-98,-98
"Poverty_Income_and_Benefit_Receipt","noinsure",169,"No health insurance coverage","Not covered by health insurance",1,"New York","NY",-98,-98,-98,.06025457,.05806755,.05431893,.04703438,.04503853,.03984765,.03284622,.02691552,.02576723,.02515161,.02204021,-98,-98,-98
"Poverty_Income_and_Benefit_Receipt","noinsure",169,"No health insurance coverage","Not covered by health insurance",1,"Ohio","OH",-98,-98,-98,.12795672,.12571125,.11878573,.10534658,.08241605,.07436929,.06871176,.04991664,.04401928,.05824099,.06613106,-98,-98,-98
"Poverty_Income_and_Benefit_Receipt","noinsure",169,"No health insurance coverage","Not covered by health insurance",1,"Oklahoma","OK",-98,-98,-98,.20766917,.18995018,.19507185,.19207607,.15339911,.12116858,.10425895,.08117183,.06909263,.07908834,.08636838,-98,-98,-98
"Poverty_Income_and_Benefit_Receipt","noinsure",169,"No health insurance coverage","Not covered by health insurance",1,"Oregon","OR",-98,-98,-98,.17244145,.15949814,.11769256,.07226452,.0803882,.07621414,.04551128,.04251251,.03714603,.04076401,.04920096,-98,-98,-98
"Poverty_Income_and_Benefit_Receipt","noinsure",169,"No health insurance coverage","Not covered by health insurance",1,"Pennsylvania","PA",-98,-98,-98,.07981627,.07212625,.07990102,.0777729,.07169646,.06645374,.05311086,.04624693,.04700295,.04436547,.04753252,-98,-98,-98
"Poverty_Income_and_Benefit_Receipt","noinsure",169,"No health insurance coverage","Not covered by health insurance",1,"Rhode island","RI",-98,-98,-98,.09260228,.0801909,.05214452,.06254613,.10210383,.08655819,.05933914,.0346927,.02384692,.03181619,.03106926,-98,-98,-98
"Poverty_Income_and_Benefit_Receipt","noinsure",169,"No health insurance coverage","Not covered by health insurance",1,"South Carolina","SC",-98,-98,-98,.21035916,.1870715,.22535416,.21403204,.15789737,.13036799,.10907126,.0858198,.07718878,.08923633,.12830116,-98,-98,-98
"Poverty_Income_and_Benefit_Receipt","noinsure",169,"No health insurance coverage","Not covered by health insurance",1,"South Dakota","SD",-98,-98,-98,.03883652,.04878049,.15032271,.14910801,.15175843,.11530533,.08120938,.08007719,.05184636,.06205896,.10622869,-98,-98,-98
"Poverty_Income_and_Benefit_Receipt","noinsure",169,"No health insurance coverage","Not covered by health insurance",1,"Tennessee","TN",-98,-98,-98,.16785134,.12484733,.12866031,.14994806,.14478561,.13735342,.11927246,.09557102,.08655129,.09307063,.11187126,-98,-98,-98
"Poverty_Income_and_Benefit_Receipt","noinsure",169,"No health insurance coverage","Not covered by health insurance",1,"Texas","TX",-98,-98,-98,.25377896,.2315557,.20571952,.1842764,.17673579,.17452981,.15489708,.14043021,.14453526,.1538336,.16967343,-98,-98,-98
"Poverty_Income_and_Benefit_Receipt","noinsure",169,"No health insurance coverage","Not covered by health insurance",1,"United States","US",-98,-98,-98,.14893447,.13572134,.12434788,.11304779,.10667942,.09705012,.07924334,.06621891,.06518161,.06895515,.07480642,-98,-98,-98
"Poverty_Income_and_Benefit_Receipt","noinsure",169,"No health insurance coverage","Not covered by health insurance",1,"Utah","UT",-98,-98,-98,.28106317,.2567676,.26633984,.25035703,.2024608,.18786345,.18674007,.13653708,.11405616,.15942095,.18320666,-98,-98,-98
"Poverty_Income_and_Benefit_Receipt","noinsure",169,"No health insurance coverage","Not covered by health insurance",1,"Virginia","VA",-98,-98,-98,.14160258,.13417549,.11610486,.09431974,.09021877,.09771686,.09269743,.08866206,.08315517,.07447796,.08104454,-98,-98,-98
"Poverty_Income_and_Benefit_Receipt","noinsure",169,"No health insurance coverage","Not covered by health insurance",1,"Vermont","VT",-98,-98,-98,.03886948,.03779959,.01219437,.00793707,.00707779,.02347776,.01820405,.00826282,.00703354,.06072741,.06736445,-98,-98,-98
"Poverty_Income_and_Benefit_Receipt","noinsure",169,"No health insurance coverage","Not covered by health insurance",1,"Washington","WA",-98,-98,-98,.11241613,.09342721,.08716008,.07533391,.06764422,.05982355,.03580588,.0257201,.02662615,.02979739,.03613593,-98,-98,-98
"Poverty_Income_and_Benefit_Receipt","noinsure",169,"No health insurance coverage","Not covered by health insurance",1,"Wisconsin","WI",-98,-98,-98,.09803031,.11410908,.11526275,.1080777,.09655203,.08215509,.07432039,.06019051,.0485828,.04881116,.05571212,-98,-98,-98
"Poverty_Income_and_Benefit_Receipt","noinsure",169,"No health insurance coverage","Not covered by health insurance",1,"West Virginia","WV",-98,-98,-98,.17655182,.11038353,.11422204,.04743506,.0566889,.06314883,.02584622,.04169884,.03924448,.04401683,.0754348,-98,-98,-98
"Poverty_Income_and_Benefit_Receipt","noinsure",169,"No health insurance coverage","Not covered by health insurance",1,"Wyoming","WY",-98,-98,-98,.20166667,.21873958,.24262735,.26917684,.15531801,.10159226,.10385572,.14145455,.23605327,.19469771,.08249611,-98,-98,-98
"Housing_Transportation","home",150,"Household owns home","Household owns Home",1,"Alaska","AK",.70450705,.7449128,.70006722,.66104597,.65297055,.56698859,.56604189,.54097486,.48965874,.59932899,.64971507,.67120928,.72363991,.72959316,.7179001,.66370595,.72238934
"Housing_Transportation","home",150,"Household owns home","Household owns Home",1,"Alabama","AL",.52836573,.5596453,.55026436,.52997452,.53584957,.54815,.52028084,.50197077,.48091006,.52537799,.57081687,.56570947,.55393672,.54287452,.60706234,.62935489,.63352156
"Housing_Transportation","home",150,"Household owns home","Household owns Home",1,"Arkansas","AR",.61635333,.61313337,.5693723,.59610432,.60933429,.56370378,.5250566,.54135919,.54082882,.53204083,.55003363,.55968124,.58860552,.59044987,.60091966,.60188287,.63803858
"Housing_Transportation","home",150,"Household owns home","Household owns Home",1,"Arizona","AZ",.61327481,.60459673,.58855134,.56581539,.5587284,.53941435,.52355695,.51444054,.50481218,.50655097,.51442707,.5399828,.5621078,.57972157,.63305318,.63539904,.64142174
"Housing_Transportation","home",150,"Household owns home","Household owns Home",1,"California","CA",.5223673,.51580292,.50421721,.48760507,.46876165,.45284125,.44040361,.43306011,.42830494,.42700016,.42914733,.43992332,.44755745,.4500342,.47627246,.49092633,.49834689
"Housing_Transportation","home",150,"Household owns home","Household owns Home",1,"Colorado","CO",.62523675,.61707973,.57337528,.54001975,.55871928,.56909686,.5328064,.49869141,.50141722,.51875943,.53876597,.56454998,.57889062,.58644378,.60434455,.62767726,.63642865
"Housing_Transportation","home",150,"Household owns home","Household owns Home",1,"Connecticut","CT",.68484116,.67174244,.64239651,.60788095,.61351353,.62274307,.60410631,.5885002,.57999593,.57840741,.56239992,.57089359,.56129044,.56419134,.61050671,.59549487,.60929757
"Housing_Transportation","home",150,"Household owns home","Household owns Home",1,"District of Columbia","DC",.40493616,.47166917,.5507583,.50436348,.42331967,.46407998,.47461891,.42407528,.39351222,.41627669,.39833057,.4177666,.45720762,.51346672,.59714103,.49696487,.51711351
"Housing_Transportation","home",150,"Household owns home","Household owns Home",1,"Delaware","DE",.62330705,.67806643,.54809463,.51747715,.64365208,.63396621,.52494121,.57681841,.58150434,.47148404,.47725317,.52729064,.51619506,.53794336,.55315524,.62610543,.63401049
"Housing_Transportation","home",150,"Household owns home","Household owns Home",1,"Florida","FL",.64414948,.64805216,.64093524,.6213482,.59583116,.57516706,.54802728,.53375959,.52182531,.51268089,.51090068,.5152362,.53370619,.54271001,.55916709,.5768494,.5744487
"Housing_Transportation","home",150,"Household owns home","Household owns Home",1,"Georgia","GA",.61438853,.62921542,.61889058,.5956167,.58676946,.57502359,.54229653,.5392707,.54441905,.52742743,.53117412,.56222707,.57275778,.58269721,.62976134,.60942161,.61932963
"Housing_Transportation","home",150,"Household owns home","Household owns Home",1,"Hawaii","HI",.58885634,.58246404,.56486082,.56916499,.55776024,.50913864,.50944346,.49872017,.48702386,.50609207,.49488321,.51434481,.5271892,.50846076,.52173805,.55617243,.54927218
"Housing_Transportation","home",150,"Household owns home","Household owns Home",1,"Iowa","IA",.63159132,.66276288,.68652433,.6315617,.60408056,.61478198,.60097939,.57312322,.58628339,.59087986,.54498971,.5746538,.60605091,.58064312,.62090093,.64440799,.65881467
"Housing_Transportation","home",150,"Household owns home","Household owns Home",1,"Idaho","ID",.5991801,.62191784,.61499351,.60822082,.60432774,.58892536,.58543986,.56992996,.54506969,.60409743,.56811374,.54767263,.60929108,.66317439,.70780569,.71094555,.67871827
