GROUPCODE,STATCODE,statid,statistics_label,STAT,ISSTATE,StateName,StateCode,y2006,y2007,y2008,y2009,y2010,y2011,y2012,y2013
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Georgia","GA",.36264449,.36999249,.3894971,.38173175,.36593258,.37791407,.38723883,.38473624
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Hawaii","HI",.03064088,.02365793,.04326109,.0406236,.0412298,.04258756,.03433721,.02594256
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Idaho","ID",.66759491,.66203302,.63963443,.64678603,.65011543,.6542716,.67477238,.66659236
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Illinois","IL",.54670769,.54422635,.54158664,.5499506,.54966849,.54865777,.54702121,.53967762
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Indiana","IN",.47926709,.4785578,.50043541,.51138794,.48694584,.5157432,.52538174,.49270296
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Iowa","IA",.43386659,.44801426,.42564824,.40412849,.44981381,.45138639,.43145207,.38997492
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Kansas","KS",.57441074,.59020406,.61051756,.6135959,.57216245,.5661695,.60886747,.5981096
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Kentucky","KY",.2895315,.27634779,.29421183,.31639352,.29687634,.27482247,.25687596,.28578267
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Louisiana","LA",.12513812,.12717745,.14920796,.16056514,.167888,.21933931,.21935134,.26282558
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Maine","ME",.00674353,.01103726,.00504732,.00560612,.01296581,.0164587,.00815284,0
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Maryland","MD",.04848234,.06642816,.07386468,.0603236,.05639549,.05830987,.06371849,.06158511
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Massachusetts","MA",.01239791,.01756582,.02066976,.0163461,.01652262,.01687616,.01414866,.01831954
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Michigan","MI",.18441758,.19532643,.19383253,.20006067,.20237985,.19477662,.17841356,.18275969
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Minnesota","MN",.22346929,.2276585,.22067057,.20575869,.2160905,.22245781,.212337,.21018802
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Mississippi","MS",.2552987,.32831863,.34647623,.42752129,.44615605,.40007567,.39772573,.36161381
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Missouri","MO",.24410044,.24522008,.26537853,.27492064,.26493889,.27629954,.28054598,.26540157
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Montana","MT",.14432757,.13497236,.08863741,.08333334,.08260787,.12737703,.14907783,.12109406
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Nebraska","NE",.51626933,.53649372,.51550841,.50818324,.54047298,.58809203,.55137902,.50693804
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Nevada","NV",.59583133,.59970522,.60786623,.59374219,.58309871,.6024493,.60686725,.59679192
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"New Hampshire","NH",.04241566,.05366381,.02025296,.02381428,.05139723,.07176422,.06550802,.06469432
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"New Jersey","NJ",.074669,.08344621,.08728693,.09537842,.09762305,.09114603,.09339999,.09689622
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"New Mexico","NM",.80972111,.8009901,.79022717,.81279373,.82887948,.84236407,.83817905,.83471364
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"New York","NY",.0682781,.07372819,.07580838,.07846688,.08642338,.08877506,.08512016,.0857657
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"North Carolina","NC",.44169068,.45576674,.46159816,.45279533,.44040802,.44047311,.45109797,.44406596
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"North Dakota","ND",.07457729,-97,-97,.18192558,.09614238,.19875674,.13429391,.12745644
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Ohio","OH",.11924071,.13205948,.12361265,.13769595,.1654111,.17037058,.16010496,.15371336
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Oklahoma","OK",.55739397,.58930039,.61329842,.61636257,.61444139,.61183816,.62330073,.63373387
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Oregon","OR",.51478106,.51990342,.52250421,.52317131,.53428221,.5511111,.5440892,.52373004
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Pennsylvania","PA",.09331515,.08604071,.08927944,.09156425,.10483366,.10278226,.09364071,.10023495
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Rhode island","RI",.04216135,.03439013,.04539008,.05566934,.05564606,.04068027,.02210239,.02520338
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"South Carolina","SC",.3205606,.3552216,.37952909,.37986642,.39271262,.40859905,.40515512,.40299839
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"South Dakota","SD",.09201235,.11632074,.32576036,.28864405,.15057577,.1816223,.12985343,.0578652
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Tennessee","TN",.31910458,.35325941,.37049279,.39356473,.39510265,.38500664,.39810136,.41662994
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Texas","TX",.71484798,.71747965,.70768702,.69559777,.69820559,.69702882,.69087052,.68562376
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"United States","US",.41228393,.41734806,.41841537,.41778487,.41636392,.4149456,.41058806,.40512803
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Utah","UT",.4992035,.5062651,.4875322,.47910622,.51668417,.53375977,.51563931,.47910479
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Vermont","VT",.01183837,.01561391,.02386777,.06542651,.06724885,.01931291,0,.06306937
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Virginia","VA",.08491638,.08836167,.09269729,.0883654,.0915093,.0929112,.08619153,.08445405
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Washington","WA",.35597309,.3620303,.38114318,.38772011,.39000362,.3999913,.39757636,.39503741
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"West Virginia","WV",.20544539,.07196243,.18067537,.182404,.12322212,.11362471,.06348196,.15383756
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Wisconsin","WI",.38315478,.39005226,.40031192,.40680489,.39082605,.37977946,.42222002,.47531486
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Wyoming","WY",.59636158,.56115788,.4577038,.45849335,.56952304,.63555437,.61525869,.59839922
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"Alabama","AL",.08984596,.09569784,.0856339,.07882764,.07865293,.06005298,.06957581,.08131321
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"Alaska","AK",.01177138,.02478004,.0266261,.00532989,.01077809,.0128916,.02630512,.02491901
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"Arizona","AZ",.02122258,.03081472,.03858691,.04095211,.04335815,.04372698,.04501712,.04723638
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"Arkansas","AR",.05848786,.05676479,.05883491,.0588696,.04836741,.04784849,.05353774,.05193665
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"California","CA",.05463134,.05575886,.05727207,.05758215,.05974798,.06437996,.06658572,.06690463
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"Colorado","CO",.03872397,.03623389,.03988299,.04377939,.04680736,.04637713,.04704382,.0510935
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"Connecticut","CT",.09106497,.08829072,.09688592,.10620202,.11872264,.1247848,.12349825,.12297226
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"Delaware","DE",.09139559,.08827715,.10347926,.14630499,.13332705,.12753618,.15405129,.14112283
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"District of Columbia","DC",.02761027,.043977,.03661722,.03289502,.03287566,.02804651,.04180224,.05871994
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"Florida","FL",.0424883,.04820276,.04611445,.04624368,.04467004,.04240549,.04461135,.04729172
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"Georgia","GA",.07821716,.07583641,.0794792,.08254387,.08738434,.08394828,.08403748,.09690969
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"Hawaii","HI",.0032088,.00283278,.00787109,.00731357,.00463746,.00781122,.01151873,.01147415
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"Idaho","ID",.01677369,.00903413,.01604641,.01882,.01993579,.02283531,.01594811,.03883322
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"Illinois","IL",.09635601,.09584252,.10784521,.10352878,.09823038,.10514292,.11147733,.11520921
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"Indiana","IN",.08534386,.08910123,.07353719,.07170838,.07365078,.08979423,.09324477,.09446026
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"Iowa","IA",.04768095,.05080838,.06047251,.07488637,.08014959,.08801775,.0875583,.08373655
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"Kansas","KS",.08723011,.07033388,.05915569,.06908018,.06241982,.06059414,.06374551,.05800495
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"Kentucky","KY",.09658246,.10732065,.12003291,.13027023,.11731844,.11537884,.11626948,.13878627
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"Louisiana","LA",.14001127,.13955452,.12636971,.1125574,.08487204,.09323534,.12356376,.11319697
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"Maine","ME",.08501922,.06536984,.04849441,.04081761,.05259956,.06182049,.08362048,.10565246
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"Maryland","MD",.10860749,.09764294,.10047492,.11566243,.11723515,.11301971,.11402603,.10887098
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"Massachusetts","MA",.08092833,.08167851,.08815135,.09639931,.10341522,.10325737,.10101646,.10115661
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"Michigan","MI",.28230211,.27949607,.32660145,.33734244,.34034732,.33491182,.31744629,.31536922
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"Minnesota","MN",.06962485,.06972826,.065052,.08021174,.07257454,.0711116,.0790948,.08176161
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"Mississippi","MS",.11545855,.09529737,.09567329,.09477104,.09839982,.10031267,.07994671,.09331599
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"Missouri","MO",.07945052,.08732598,.10535534,.13033825,.13972668,.11112172,.10742626,.12983479
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"Montana","MT",.05048835,.01983846,.04319853,.0268854,.02630743,.07496938,.04987016,0
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"Nebraska","NE",.06236824,.07771126,.06602018,.04437432,.05970406,.05639296,.06157426,.07752304
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"Nevada","NV",.02508148,.02053426,.0258578,.03322854,.03117723,.03531408,.03470669,.03504531
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"New Hampshire","NH",.12672541,.12541503,.12558822,.14905705,.14917815,.16290577,.18767996,.20505899
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"New Jersey","NJ",.14124779,.14967164,.15152523,.15392855,.16457862,.16575441,.15999871,.17200607
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"New Mexico","NM",.02031642,.01856844,.02430351,.01932265,.01738428,.01739966,.02216725,.02186381
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"New York","NY",.11461157,.12361953,.12667643,.11722159,.11943349,.12735955,.12245385,.11602052
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"North Carolina","NC",.0710384,.06422675,.06441166,.07158395,.06744805,.07268313,.07602923,.06986222
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"North Dakota","ND",.16236413,-97,-97,.04843473,.0766414,.136925,.12317269,.09602787
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"Ohio","OH",.18990536,.19699542,.20768112,.19790184,.1930078,.20092854,.20123027,.1893065
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"Oklahoma","OK",.09404363,.07678144,.03875855,.05281491,.05554275,.04176165,.04992879,.06195432
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"Oregon","OR",.04946709,.05828352,.04699746,.04230863,.05039107,.04663483,.0453187,.05171167
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"Pennsylvania","PA",.14113288,.13991117,.150343,.15950832,.14470749,.12456519,.1353422,.15996733
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"Rhode island","RI",.0337238,.04697783,.0364599,.02545319,.0311306,.03591686,.04715757,.05472136
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"South Carolina","SC",.0689906,.07581957,.07134978,.08397023,.06689478,.04951677,.06454688,.07221074
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"South Dakota","SD",.12716976,.01538002,.00184706,.03441693,.05824594,.03926451,.03090769,.06275267
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"Tennessee","TN",.12373284,.11378864,.11771357,.11426599,.10385048,.10952543,.110748,.10730637
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"Texas","TX",.04427657,.04253357,.04675335,.05046147,.05279539,.05408367,.0518257,.05324511
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"United States","US",.07325146,.07459579,.07770261,.07899392,.08043134,.08283818,.08430546,.08650582
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"Utah","UT",.0390898,.04301915,.03360289,.02478468,.02030915,.02487329,.0334801,.0441543
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"Vermont","VT",.07416104,.08429935,.09190083,.11626425,.10045895,.09130301,.13996173,.09313244
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"Virginia","VA",.13815579,.13443904,.15254764,.15745272,.15065013,.15016755,.16796607,.17523931
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"Washington","WA",.04898487,.04808507,.04633728,.05201895,.06103304,.0663334,.07237812,.07633283
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"West Virginia","WV",.08690247,.16714068,.18554351,.21692531,.16230227,.10165822,.13230711,.11074518
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"Wisconsin","WI",.08554098,.07208142,.0646617,.07451645,.08183526,.09774233,.09746296,.09105626
"Country_of_Origin_of_Parents","midEast",98,"Parents from the Middle East & South Asia","The Middle East & South Asia",1,"Wyoming","WY",.04424863,.05067858,.01782322,.08648449,.0766115,.02212031,.02159451,.00730023
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"Alabama","AL",.06056518,.05585667,.04414101,.04377497,.04504768,.05284451,.04656212,.03884688
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"Alaska","AK",.08507249,.11486803,.11658663,.15230353,.18684483,.15686166,.10835654,.05476645
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"Arizona","AZ",.01902117,.02013647,.01915194,.01868699,.01962004,.02057009,.02324154,.02648195
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"Arkansas","AR",.04522278,.05522867,.06797321,.05649781,.04290761,.04951018,.04861561,.04125802
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"California","CA",.05688525,.05442628,.05349175,.05600042,.05861804,.05899744,.05861206,.05922467
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"Colorado","CO",.04419522,.04483268,.04319226,.03611355,.0430498,.04721721,.04766294,.04635691
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"Connecticut","CT",.02410717,.03188882,.03734376,.03450074,.02852034,.0259321,.02797019,.03047371
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"Delaware","DE",.02206352,.01105634,.02514174,.02509811,.01056134,.00474929,.00575919,.02103933
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"District of Columbia","DC",.00731435,.02604834,.02998433,.01902257,.01373014,.00164419,.01025885,.01175866
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"Florida","FL",.01576908,.01792681,.02178292,.02280473,.01995907,.01886764,.02036321,.01993221
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"Georgia","GA",.04600286,.043804,.04079081,.04591901,.04525157,.04041281,.03862641,.03848391
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"Hawaii","HI",.05219645,.05982498,.05122517,.06179931,.07129849,.04904401,.05412818,.0673078
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"Idaho","ID",.00906391,.01903373,.02928516,.02368319,.02165165,.01887245,.01607673,.02022786
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"Illinois","IL",.01666502,.01544825,.01543271,.01680151,.01681101,.01607379,.01647853,.01864052
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"Indiana","IN",.03036988,.03520108,.04497481,.04170723,.03949635,.0341114,.03461702,.03200996
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"Iowa","IA",.09259,.07744904,.07558607,.08277722,.08212135,.08654913,.09689353,.0876836
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"Kansas","KS",.0693481,.06995204,.07006355,.08545841,.09859876,.07825394,.05908962,.07202572
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"Kentucky","KY",.0562604,.04949896,.05953837,.04861479,.03950395,.05621243,.06533245,.05188319
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"Louisiana","LA",.16579284,.17848808,.1390288,.14768413,.17552246,.13136122,.11671416,.12160782
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"Maine","ME",.0236386,.1008903,.12391741,.06856477,.05567294,.07978456,.10820207,.08923052
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"Maryland","MD",.0324441,.03323862,.03256371,.03731141,.03807734,.03166841,.03269057,.03784231
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"Massachusetts","MA",.07735374,.07026009,.06855399,.06496359,.06220452,.06616251,.06655265,.05631607
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"Michigan","MI",.04678958,.03951724,.04096367,.04186027,.04208814,.04591718,.03830507,.03210601
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"Minnesota","MN",.24230842,.23451713,.20864578,.19878338,.20426959,.20107555,.18701236,.1984866
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"Mississippi","MS",.13207547,.10777099,.06799489,.05697507,.08083284,.10308088,.08124023,.07935111
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"Missouri","MO",.080774,.07529172,.06224767,.0551571,.05642983,.06404936,.05353596,.05450046
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"Montana","MT",.02374155,.06787587,.05612362,.05314422,.03799962,.05711339,.05899194,.0381649
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"Nebraska","NE",.06012771,.05397383,.063402,.07957046,.0569543,.06147318,.07250787,.06256747
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"Nevada","NV",.03216058,.02911113,.02711516,.01914759,.01705571,.02224671,.02248144,.02542882
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"New Hampshire","NH",.05733659,.04528608,.0667355,.03924273,.04185804,.05102532,.05333882,.05597068
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"New Jersey","NJ",.010046,.01154076,.01281324,.01190017,.01423705,.01629479,.01376666,.01236161
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"New Mexico","NM",.01191579,.01939602,.02394032,.01599827,.01274287,.00936478,.00896204,.0193215
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"New York","NY",.01122432,.00927129,.01036275,.01273141,.01267217,.01192562,.01283977,.01356632
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"North Carolina","NC",.05781088,.05718825,.05141151,.0497531,.05314407,.0495471,.04979399,.05337053
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"North Dakota","ND",.02377717,-97,-97,.06549025,.09111811,.11205968,.04147723,0
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"Ohio","OH",.06550184,.0528532,.04002155,.04168329,.0484502,.04387252,.04749314,.05289394
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"Oklahoma","OK",.05836043,.06731404,.07772861,.05956534,.06329156,.07352357,.07169929,.06632213
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"Oregon","OR",.07590135,.06760089,.06734024,.07582033,.06981385,.05738107,.06320553,.06827226
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"Pennsylvania","PA",.07326651,.0684312,.06347862,.06140526,.07124461,.08057217,.07914492,.06412147
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"Rhode island","RI",.0706359,.05014213,.06342235,.08559971,.08328149,.07344066,.06177633,.04523683
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"South Carolina","SC",.05216236,.03680957,.0428638,.03836542,.03665047,.04339143,.03972481,.02836832
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"South Dakota","SD",.05545749,.1047484,.03995813,.05710701,.06055932,.05133116,.07348933,.08930188
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"Tennessee","TN",.06361765,.06540952,.04648956,.04402426,.05694139,.04826423,.03992606,.04204961
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"Texas","TX",.02920153,.02990554,.03259555,.03368159,.03248166,.03263681,.03346364,.03311517
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"United States","US",.0440007,.04282353,.04260772,.04355675,.04470973,.04432782,.04374856,.04361345
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"Utah","UT",.03862334,.03614735,.04047905,.04755969,.04914924,.03599328,.0413702,.03942297
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"Vermont","VT",.0316016,.07404779,.06585124,.00363127,.03518613,.07440421,.0615123,.03440785
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"Virginia","VA",.05588199,.05442211,.05592117,.05509777,.05740122,.05852553,.05738566,.05497419
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"Washington","WA",.09483999,.09917501,.0838391,.07297869,.07778568,.0814667,.07384944,.06783871
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"West Virginia","WV",.01317834,.03756862,.0396845,.03261441,.05602818,.03846373,.04535335,.04632989
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"Wisconsin","WI",.19691631,.17553069,.18323365,.20454711,.18661705,.14936943,.1480086,.1571243
"Country_of_Origin_of_Parents","seAsia",96,"Parents from Southeast Asia","Southeast Asia",1,"Wyoming","WY",0,0,0,0,0,.01132992,.01605069,.00598091
"Country_of_Origin_of_Parents","southAmerica",94,"Parents from South America","South America",1,"Alabama","AL",.05033873,.02436201,.01575637,.02909564,.04136581,.03273461,.02010798,.03399186
