GROUPCODE,STATCODE,statid,statistics_label,STAT,ISSTATE,StateName,StateCode,y2006,y2007,y2008,y2009,y2010,y2011,y2012,y2013
"Citizenship","citCitPar",80,"Citizen children with citizen parents","Who are citizens with citizen parents",1,"Nebraska","NE",.4777118,.48664215,.55558395,.50043392,.4623971,.53872937,.54315269,.5227586
"Citizenship","citCitPar",80,"Citizen children with citizen parents","Who are citizens with citizen parents",1,"Nevada","NV",.53565174,.53505737,.50201595,.48351413,.50883061,.52864188,.52973545,.55799907
"Citizenship","citCitPar",80,"Citizen children with citizen parents","Who are citizens with citizen parents",1,"New Hampshire","NH",.69709218,.69730139,.74483252,.72014594,.71806389,.71360731,.6426025,.68943512
"Citizenship","citCitPar",80,"Citizen children with citizen parents","Who are citizens with citizen parents",1,"New Jersey","NJ",.63100278,.64192235,.64256829,.62974101,.62193096,.62451297,.62765688,.62428015
"Citizenship","citCitPar",80,"Citizen children with citizen parents","Who are citizens with citizen parents",1,"New Mexico","NM",.45772332,.4738892,.4762539,.44577628,.45573148,.43841317,.46566454,.52116293
"Citizenship","citCitPar",80,"Citizen children with citizen parents","Who are citizens with citizen parents",1,"New York","NY",.6246444,.63159716,.63644379,.63915575,.62854487,.62593997,.63569248,.6336475
"Citizenship","citCitPar",80,"Citizen children with citizen parents","Who are citizens with citizen parents",1,"North Carolina","NC",.40836829,.40230495,.40942651,.42512858,.4288168,.44632769,.4425348,.41968295
"Citizenship","citCitPar",80,"Citizen children with citizen parents","Who are citizens with citizen parents",1,"North Dakota","ND",.80019623,-97,-97,.65423805,.71225411,.64591795,.50975728,.59560978
"Citizenship","citCitPar",80,"Citizen children with citizen parents","Who are citizens with citizen parents",1,"Ohio","OH",.63992095,.63814461,.64789879,.64155704,.63031006,.63424981,.63876295,.65316981
"Citizenship","citCitPar",80,"Citizen children with citizen parents","Who are citizens with citizen parents",1,"Oklahoma","OK",.5099017,.48295289,.48696297,.49848217,.46627298,.48466587,.49595204,.4562065
"Citizenship","citCitPar",80,"Citizen children with citizen parents","Who are citizens with citizen parents",1,"Oregon","OR",.45748505,.46336409,.48042008,.47317022,.48485819,.50509417,.5336895,.55220032
"Citizenship","citCitPar",80,"Citizen children with citizen parents","Who are citizens with citizen parents",1,"Pennsylvania","PA",.63671887,.63919461,.64490622,.64707679,.64277679,.6630044,.67526734,.65472329
"Citizenship","citCitPar",80,"Citizen children with citizen parents","Who are citizens with citizen parents",1,"Rhode island","RI",.58430511,.59603769,.61394793,.64310277,.65142226,.64800519,.6188572,.61268342
"Citizenship","citCitPar",80,"Citizen children with citizen parents","Who are citizens with citizen parents",1,"South Carolina","SC",.51805305,.52033263,.47037411,.46436337,.46961245,.44302735,.45700124,.4991768
"Citizenship","citCitPar",80,"Citizen children with citizen parents","Who are citizens with citizen parents",1,"South Dakota","SD",.43887907,.62751979,.71382833,.7495364,.61438411,.5233193,.47883776,.53508717
"Citizenship","citCitPar",80,"Citizen children with citizen parents","Who are citizens with citizen parents",1,"Tennessee","TN",.52371722,.50263435,.48215687,.47378448,.48342434,.49590501,.498927,.4908365
"Citizenship","citCitPar",80,"Citizen children with citizen parents","Who are citizens with citizen parents",1,"Texas","TX",.48477739,.48077932,.48165429,.47567487,.47164607,.47570178,.48209295,.4845562
"Citizenship","citCitPar",80,"Citizen children with citizen parents","Who are citizens with citizen parents",1,"United States","US",.55111033,.54870558,.54988235,.54865533,.54689115,.55204183,.56097162,.56820482
"Citizenship","citCitPar",80,"Citizen children with citizen parents","Who are citizens with citizen parents",1,"Utah","UT",.53736037,.52046472,.51723403,.52901179,.52133709,.49881905,.52953154,.56695342
"Citizenship","citCitPar",80,"Citizen children with citizen parents","Who are citizens with citizen parents",1,"Vermont","VT",.79013795,.80427408,.77084297,.73039436,.73808008,.81052303,.80688822,.74330765
"Citizenship","citCitPar",80,"Citizen children with citizen parents","Who are citizens with citizen parents",1,"Virginia","VA",.59746701,.60263938,.61906046,.6237449,.62798512,.61688703,.62481016,.64030296
"Citizenship","citCitPar",80,"Citizen children with citizen parents","Who are citizens with citizen parents",1,"Washington","WA",.54250062,.54682571,.55204314,.56134278,.56103683,.55848438,.56829125,.58012158
"Citizenship","citCitPar",80,"Citizen children with citizen parents","Who are citizens with citizen parents",1,"West Virginia","WV",.71573323,.74601495,.68579,.68391633,.69566661,.70875835,.7671268,.63337988
"Citizenship","citCitPar",80,"Citizen children with citizen parents","Who are citizens with citizen parents",1,"Wisconsin","WI",.56632185,.56020904,.59733331,.60241717,.58265769,.59126288,.5699538,.53369856
"Citizenship","citCitPar",80,"Citizen children with citizen parents","Who are citizens with citizen parents",1,"Wyoming","WY",.60706842,.61441332,.62399346,.60561299,.53250927,.38305908,.53495246,.66106689
"Citizenship","citNotCitPar",76,"Citizen children with noncitizen parents","Who are citizens with non-citizen parents",1,"Alabama","AL",.29706299,.34001431,.3456223,.39408135,.38679209,.35116562,.39341673,.41226044
"Citizenship","citNotCitPar",76,"Citizen children with noncitizen parents","Who are citizens with non-citizen parents",1,"Alaska","AK",.09298307,.12184107,.11128152,.0862518,.12827896,.15170501,.12357728,.15710053
"Citizenship","citNotCitPar",76,"Citizen children with noncitizen parents","Who are citizens with non-citizen parents",1,"Arizona","AZ",.37025973,.39384237,.40947652,.42442146,.4154225,.40968138,.4098812,.41033706
"Citizenship","citNotCitPar",76,"Citizen children with noncitizen parents","Who are citizens with non-citizen parents",1,"Arkansas","AR",.39591092,.42329702,.38439718,.41170681,.42586446,.37870666,.39830962,.42290494
"Citizenship","citNotCitPar",76,"Citizen children with noncitizen parents","Who are citizens with non-citizen parents",1,"California","CA",.35148206,.36455339,.36845401,.36965996,.36638302,.36837348,.370666,.36387995
"Citizenship","citNotCitPar",76,"Citizen children with noncitizen parents","Who are citizens with non-citizen parents",1,"Colorado","CO",.32603762,.33946183,.37437332,.38659,.39527574,.38944542,.36974454,.35994795
"Citizenship","citNotCitPar",76,"Citizen children with noncitizen parents","Who are citizens with non-citizen parents",1,"Connecticut","CT",.20045376,.21683958,.24488521,.25939572,.23652318,.23447421,.23379038,.23049685
"Citizenship","citNotCitPar",76,"Citizen children with noncitizen parents","Who are citizens with non-citizen parents",1,"Delaware","DE",.29033259,.31528795,.36592621,.36718559,.30695352,.3215301,.37054583,.40348276
"Citizenship","citNotCitPar",76,"Citizen children with noncitizen parents","Who are citizens with non-citizen parents",1,"District of Columbia","DC",.41161361,.36868206,.35397404,.29734823,.32058564,.38412046,.3744171,.35725424
"Citizenship","citNotCitPar",76,"Citizen children with noncitizen parents","Who are citizens with non-citizen parents",1,"Florida","FL",.26090571,.26379135,.2644169,.25723618,.26367053,.26973581,.26066342,.24054967
"Citizenship","citNotCitPar",76,"Citizen children with noncitizen parents","Who are citizens with non-citizen parents",1,"Georgia","GA",.33619732,.35367155,.36874524,.38265243,.3790403,.36159185,.37229756,.39582661
"Citizenship","citNotCitPar",76,"Citizen children with noncitizen parents","Who are citizens with non-citizen parents",1,"Hawaii","HI",.11643534,.11553402,.12555878,.13503389,.16579078,.15114532,.15099721,.16991806
"Citizenship","citNotCitPar",76,"Citizen children with noncitizen parents","Who are citizens with non-citizen parents",1,"Idaho","ID",.26029789,.28303319,.2997871,.33308324,.37014762,.4452619,.4540619,.40387976
"Citizenship","citNotCitPar",76,"Citizen children with noncitizen parents","Who are citizens with non-citizen parents",1,"Illinois","IL",.30528024,.31347883,.31675094,.34045792,.35660219,.34975058,.34456709,.34650186
"Citizenship","citNotCitPar",76,"Citizen children with noncitizen parents","Who are citizens with non-citizen parents",1,"Indiana","IN",.29070121,.32625237,.34827355,.33989036,.34117162,.37402233,.36173028,.3657479
"Citizenship","citNotCitPar",76,"Citizen children with noncitizen parents","Who are citizens with non-citizen parents",1,"Iowa","IA",.33486253,.2912935,.30898219,.34107387,.30062005,.30054691,.33846337,.31408933
"Citizenship","citNotCitPar",76,"Citizen children with noncitizen parents","Who are citizens with non-citizen parents",1,"Kansas","KS",.27120396,.30914044,.34706554,.36371547,.40526909,.39848602,.39451221,.38430247
"Citizenship","citNotCitPar",76,"Citizen children with noncitizen parents","Who are citizens with non-citizen parents",1,"Kentucky","KY",.22897854,.28892833,.2710858,.32163537,.34428456,.31401402,.34326285,.33922356
"Citizenship","citNotCitPar",76,"Citizen children with noncitizen parents","Who are citizens with non-citizen parents",1,"Louisiana","LA",.16024655,.1873854,.21314737,.25150958,.25660354,.26027253,.28887391,.28902596
"Citizenship","citNotCitPar",76,"Citizen children with noncitizen parents","Who are citizens with non-citizen parents",1,"Maine","ME",.11003553,.15220441,.11732148,.15457781,.20886157,.16565751,.12136967,.12654559
"Citizenship","citNotCitPar",76,"Citizen children with noncitizen parents","Who are citizens with non-citizen parents",1,"Maryland","MD",.22988549,.25235376,.26291654,.27437806,.27823824,.27750799,.28980231,.2855567
"Citizenship","citNotCitPar",76,"Citizen children with noncitizen parents","Who are citizens with non-citizen parents",1,"Massachusetts","MA",.24122323,.23536502,.2336363,.23958825,.24525207,.22844663,.21137963,.22392981
"Citizenship","citNotCitPar",76,"Citizen children with noncitizen parents","Who are citizens with non-citizen parents",1,"Michigan","MI",.19519937,.21305786,.19583866,.20155859,.222247,.2329334,.23506907,.22638965
"Citizenship","citNotCitPar",76,"Citizen children with noncitizen parents","Who are citizens with non-citizen parents",1,"Minnesota","MN",.23616731,.25085106,.250498,.26105374,.29974529,.29418603,.24876598,.21179681
"Citizenship","citNotCitPar",76,"Citizen children with noncitizen parents","Who are citizens with non-citizen parents",1,"Mississippi","MS",.19958015,.2348612,.28952658,.39220342,.38087195,.33722344,.38824642,.38095421
"Citizenship","citNotCitPar",76,"Citizen children with noncitizen parents","Who are citizens with non-citizen parents",1,"Missouri","MO",.19805613,.22866309,.27167892,.28544682,.28573641,.29450244,.27436242,.25621182
"Citizenship","citNotCitPar",76,"Citizen children with noncitizen parents","Who are citizens with non-citizen parents",1,"Montana","MT",.08324568,.04910018,.01263787,.05553657,.12422952,.10932766,.0708436,.10765684
"Citizenship","citNotCitPar",76,"Citizen children with noncitizen parents","Who are citizens with non-citizen parents",1,"Nebraska","NE",.36645925,.36168283,.28883943,.35229453,.40863079,.34842613,.32280993,.34841043
"Citizenship","citNotCitPar",76,"Citizen children with noncitizen parents","Who are citizens with non-citizen parents",1,"Nevada","NV",.33075202,.3243258,.35040838,.38460302,.3814539,.37106767,.37733763,.35775074
"Citizenship","citNotCitPar",76,"Citizen children with noncitizen parents","Who are citizens with non-citizen parents",1,"New Hampshire","NH",.17679712,.20118138,.18501678,.20351043,.20311581,.22211707,.23918484,.20230605
"Citizenship","citNotCitPar",76,"Citizen children with noncitizen parents","Who are citizens with non-citizen parents",1,"New Jersey","NJ",.24306548,.23666903,.23895171,.24563618,.25708905,.26427701,.26832134,.26909032
"Citizenship","citNotCitPar",76,"Citizen children with noncitizen parents","Who are citizens with non-citizen parents",1,"New Mexico","NM",.36839283,.37407455,.3857387,.40633056,.40793988,.4304845,.40008086,.35731038
"Citizenship","citNotCitPar",76,"Citizen children with noncitizen parents","Who are citizens with non-citizen parents",1,"New York","NY",.26228982,.2608327,.25790536,.25741038,.26850131,.27238145,.26488385,.26663744
"Citizenship","citNotCitPar",76,"Citizen children with noncitizen parents","Who are citizens with non-citizen parents",1,"North Carolina","NC",.39405841,.41381913,.42411956,.42562369,.4230355,.42089304,.43538719,.46164122
"Citizenship","citNotCitPar",76,"Citizen children with noncitizen parents","Who are citizens with non-citizen parents",1,"North Dakota","ND",.08673007,-97,-97,.15519787,.14442647,.07326979,.10421767,.18864112
"Citizenship","citNotCitPar",76,"Citizen children with noncitizen parents","Who are citizens with non-citizen parents",1,"Ohio","OH",.19705582,.20759407,.19082807,.2110689,.22161099,.22079022,.23266816,.23381771
"Citizenship","citNotCitPar",76,"Citizen children with noncitizen parents","Who are citizens with non-citizen parents",1,"Oklahoma","OK",.33991525,.37496093,.38548684,.39210117,.39758509,.37501037,.3745842,.4280557
"Citizenship","citNotCitPar",76,"Citizen children with noncitizen parents","Who are citizens with non-citizen parents",1,"Oregon","OR",.36473504,.39447516,.38857245,.39799321,.3866787,.37302387,.36334133,.35062155
"Citizenship","citNotCitPar",76,"Citizen children with noncitizen parents","Who are citizens with non-citizen parents",1,"Pennsylvania","PA",.2093626,.22156724,.2217574,.22201602,.22464748,.21689627,.20376641,.21658973
"Citizenship","citNotCitPar",76,"Citizen children with noncitizen parents","Who are citizens with non-citizen parents",1,"Rhode island","RI",.31159064,.28863892,.2816059,.26736334,.26376587,.24742939,.26068816,.27737018
"Citizenship","citNotCitPar",76,"Citizen children with noncitizen parents","Who are citizens with non-citizen parents",1,"South Carolina","SC",.29581928,.31533799,.36632797,.38160342,.38216069,.41077825,.41068107,.38673955
"Citizenship","citNotCitPar",76,"Citizen children with noncitizen parents","Who are citizens with non-citizen parents",1,"South Dakota","SD",.16343042,.20150813,.14585643,.16253954,.23118445,.24434975,.32393932,.25179508
"Citizenship","citNotCitPar",76,"Citizen children with noncitizen parents","Who are citizens with non-citizen parents",1,"Tennessee","TN",.27916503,.33895048,.37349692,.3798508,.36681345,.34987223,.35746899,.387593
"Citizenship","citNotCitPar",76,"Citizen children with noncitizen parents","Who are citizens with non-citizen parents",1,"Texas","TX",.36310604,.37786794,.38788408,.40137202,.40721399,.40650189,.40975398,.41339356
"Citizenship","citNotCitPar",76,"Citizen children with noncitizen parents","Who are citizens with non-citizen parents",1,"United States","US",.3088688,.31974894,.32539997,.33298448,.33657253,.33627266,.33544394,.33300847
"Citizenship","citNotCitPar",76,"Citizen children with noncitizen parents","Who are citizens with non-citizen parents",1,"Utah","UT",.32204747,.33354613,.34029424,.34230131,.35218626,.38500413,.36621699,.32412976
"Citizenship","citNotCitPar",76,"Citizen children with noncitizen parents","Who are citizens with non-citizen parents",1,"Vermont","VT",.12053615,.12932734,.16528925,.14716187,.11072157,.08696998,.09729998,.12424667
"Citizenship","citNotCitPar",76,"Citizen children with noncitizen parents","Who are citizens with non-citizen parents",1,"Virginia","VA",.24622047,.24047202,.25029582,.25917003,.25205156,.26802054,.26231858,.25360167
"Citizenship","citNotCitPar",76,"Citizen children with noncitizen parents","Who are citizens with non-citizen parents",1,"Washington","WA",.28202435,.28935474,.29276621,.30325121,.31544116,.31902292,.31821826,.31953135
"Citizenship","citNotCitPar",76,"Citizen children with noncitizen parents","Who are citizens with non-citizen parents",1,"West Virginia","WV",.21321563,.12897678,.12620163,.14610732,.17679118,.18912758,.12435596,.16611777
"Citizenship","citNotCitPar",76,"Citizen children with noncitizen parents","Who are citizens with non-citizen parents",1,"Wisconsin","WI",.279879,.30199262,.28630531,.28192726,.29989928,.30219588,.32949656,.35379982
"Citizenship","citNotCitPar",76,"Citizen children with noncitizen parents","Who are citizens with non-citizen parents",1,"Wyoming","WY",.22787568,.24308538,.30570886,.29106352,.28975487,.35763422,.27370644,.24759224
"Citizenship","notCit",42,"Noncitizen","Who are not citizens",1,"Alabama","AL",.236597,.19163091,.17115194,.15418628,.16945735,.17248923,.13675489,.10862353
"Citizenship","notCit",42,"Noncitizen","Who are not citizens",1,"Alaska","AK",.08609844,.07244477,.05418248,.07841515,.07244451,.08558359,.12446944,.09757178
"Citizenship","notCit",42,"Noncitizen","Who are not citizens",1,"Arizona","AZ",.17549086,.16401595,.15336972,.12732345,.11267652,.10940396,.097186,.08572136
"Citizenship","notCit",42,"Noncitizen","Who are not citizens",1,"Arkansas","AR",.17284442,.16439243,.14864658,.11832095,.14840667,.16437575,.13772914,.11828843
"Citizenship","notCit",42,"Noncitizen","Who are not citizens",1,"California","CA",.11324962,.1067754,.10180074,.09636041,.09480929,.0919174,.08435623,.07861821
"Citizenship","notCit",42,"Noncitizen","Who are not citizens",1,"Colorado","CO",.18022195,.17433426,.15395454,.1303708,.11249746,.11467179,.11121681,.10509956
"Citizenship","notCit",42,"Noncitizen","Who are not citizens",1,"Connecticut","CT",.15076078,.13930099,.1203309,.13838823,.13196823,.10889883,.11284401,.11047856
"Citizenship","notCit",42,"Noncitizen","Who are not citizens",1,"Delaware","DE",.11039068,.11353143,.16615547,.16145587,.11393061,.07836327,.07488368,.06642771
"Citizenship","notCit",42,"Noncitizen","Who are not citizens",1,"District of Columbia","DC",.17590731,.12819815,.08332008,.13447294,.15795654,.1313206,.14785185,.14585511
"Citizenship","notCit",42,"Noncitizen","Who are not citizens",1,"Florida","FL",.1644291,.15345845,.14229244,.13908119,.13847859,.12928395,.11924447,.11533324
"Citizenship","notCit",42,"Noncitizen","Who are not citizens",1,"Georgia","GA",.17318895,.16129291,.16108382,.15554015,.14634669,.12425262,.10681547,.10173502
"Citizenship","notCit",42,"Noncitizen","Who are not citizens",1,"Hawaii","HI",.13266179,.1354897,.12853451,.11983302,.1014192,.12672536,.11134956,.09023325
"Citizenship","notCit",42,"Noncitizen","Who are not citizens",1,"Idaho","ID",.17137335,.14238848,.13708246,.1417014,.13766661,.1223866,.08823827,.09043255
"Citizenship","notCit",42,"Noncitizen","Who are not citizens",1,"Illinois","IL",.13113549,.12063701,.11230315,.10203697,.10247855,.09734015,.08647913,.08253139
"Citizenship","notCit",42,"Noncitizen","Who are not citizens",1,"Indiana","IN",.18029423,.16254984,.14182441,.13175285,.1522266,.15803857,.1355646,.12318795
"Citizenship","notCit",42,"Noncitizen","Who are not citizens",1,"Iowa","IA",.17050399,.18241559,.18473649,.14775269,.14230077,.14491911,.13764919,.15322343
"Citizenship","notCit",42,"Noncitizen","Who are not citizens",1,"Kansas","KS",.15431368,.14453244,.11770699,.12089463,.13461803,.12581986,.10263282,.10769759
"Citizenship","notCit",42,"Noncitizen","Who are not citizens",1,"Kentucky","KY",.22205712,.2044405,.19761623,.16308379,.17159313,.17200199,.16895625,.16679648
"Citizenship","notCit",42,"Noncitizen","Who are not citizens",1,"Louisiana","LA",.10443703,.1582868,.13922104,.12757169,.13691242,.13022782,.10813985,.10048468
"Citizenship","notCit",42,"Noncitizen","Who are not citizens",1,"Maine","ME",.18910883,.13311787,.1382277,.20519039,.23428096,.15562172,.09663426,.11879002
"Citizenship","notCit",42,"Noncitizen","Who are not citizens",1,"Maryland","MD",.15902668,.15253782,.14111179,.12857027,.13613397,.14195862,.12570225,.1115205
"Citizenship","notCit",42,"Noncitizen","Who are not citizens",1,"Massachusetts","MA",.14175099,.12581939,.12692477,.12139167,.11209094,.10038543,.1062161,.11220803
"Citizenship","notCit",42,"Noncitizen","Who are not citizens",1,"Michigan","MI",.15815185,.13698897,.13203366,.13571481,.13829991,.12001035,.10904587,.11329457
"Citizenship","notCit",42,"Noncitizen","Who are not citizens",1,"Minnesota","MN",.15246908,.15266234,.14820208,.13726842,.13460165,.11484147,.10752807,.10118324
"Citizenship","notCit",42,"Noncitizen","Who are not citizens",1,"Mississippi","MS",.13624868,.15661021,.15022065,.14606109,.17531973,.17646824,.12473696,.09945671
"Citizenship","notCit",42,"Noncitizen","Who are not citizens",1,"Missouri","MO",.19064106,.16110811,.17425026,.15963338,.14066087,.13697158,.13688177,.12960324
"Citizenship","notCit",42,"Noncitizen","Who are not citizens",1,"Montana","MT",.08309542,.03932266,.01855469,.0236956,.05820677,.09662864,.10167122,.0996263
"Citizenship","notCit",42,"Noncitizen","Who are not citizens",1,"Nebraska","NE",.15582895,.15167503,.15557663,.14727153,.12897211,.1128445,.13403738,.12883094
"Citizenship","notCit",42,"Noncitizen","Who are not citizens",1,"Nevada","NV",.13359623,.14061685,.14757571,.13188286,.10971547,.10029043,.09292692,.08425017
"Citizenship","notCit",42,"Noncitizen","Who are not citizens",1,"New Hampshire","NH",.12611069,.10151726,.0701507,.07634364,.0788203,.06427563,.11821267,.10825885
"Citizenship","notCit",42,"Noncitizen","Who are not citizens",1,"New Jersey","NJ",.12593174,.1214086,.11848,.12462281,.12098002,.11121005,.10402179,.10662951
"Citizenship","notCit",42,"Noncitizen","Who are not citizens",1,"New Mexico","NM",.17388384,.15203623,.13800739,.14789318,.13632862,.13110235,.13425459,.12152667
"Citizenship","notCit",42,"Noncitizen","Who are not citizens",1,"New York","NY",.11306579,.10757016,.10565084,.10343387,.10295381,.10167856,.09942367,.09971507
"Citizenship","notCit",42,"Noncitizen","Who are not citizens",1,"North Carolina","NC",.1975733,.18387592,.16645393,.14924774,.14814769,.13277926,.12207801,.11867583
"Citizenship","notCit",42,"Noncitizen","Who are not citizens",1,"North Dakota","ND",.11307367,-97,-97,.19056408,.14331943,.28081226,.38602504,.21574913
"Citizenship","notCit",42,"Noncitizen","Who are not citizens",1,"Ohio","OH",.16302325,.15426134,.16127315,.14737403,.14807893,.14495999,.12856892,.11301249
"Citizenship","notCit",42,"Noncitizen","Who are not citizens",1,"Oklahoma","OK",.15018305,.14208618,.12755018,.10941664,.13614191,.14032376,.12946376,.1157378
"Citizenship","notCit",42,"Noncitizen","Who are not citizens",1,"Oregon","OR",.17777991,.14216073,.13100748,.12883657,.12846312,.12188198,.10296916,.09717812
"Citizenship","notCit",42,"Noncitizen","Who are not citizens",1,"Pennsylvania","PA",.15391856,.13923818,.13333638,.13090718,.13257572,.12009937,.12096627,.12868698
"Citizenship","notCit",42,"Noncitizen","Who are not citizens",1,"Rhode island","RI",.10410428,.11532343,.10444618,.0895339,.08481187,.10456541,.12045463,.1099464
"Citizenship","notCit",42,"Noncitizen","Who are not citizens",1,"South Carolina","SC",.18612765,.16432939,.16329795,.15403321,.14822686,.14619441,.13231769,.11408363
"Citizenship","notCit",42,"Noncitizen","Who are not citizens",1,"South Dakota","SD",.3976905,.17097208,.14031523,.08792408,.15443142,.23233098,.19722293,.21311772
"Citizenship","notCit",42,"Noncitizen","Who are not citizens",1,"Tennessee","TN",.19711776,.15841514,.14434624,.14636473,.14976221,.15422274,.14360403,.12157048
"Citizenship","notCit",42,"Noncitizen","Who are not citizens",1,"Texas","TX",.15211655,.14135274,.13046162,.12295312,.12113995,.11779632,.10815308,.10205024
"Citizenship","notCit",42,"Noncitizen","Who are not citizens",1,"United States","US",.14002088,.13154547,.12471769,.11836019,.11653629,.11168551,.10358442,.09878667
"Citizenship","notCit",42,"Noncitizen","Who are not citizens",1,"Utah","UT",.14059213,.14598913,.1424717,.12868692,.12647666,.11617681,.1042515,.10891679
"Citizenship","notCit",42,"Noncitizen","Who are not citizens",1,"Vermont","VT",.0893259,.06639855,.06386777,.12244378,.15119837,.10250697,.09581178,.13244569
"Citizenship","notCit",42,"Noncitizen","Who are not citizens",1,"Virginia","VA",.15631253,.1568886,.13064374,.11708507,.11996331,.1150924,.11287123,.10609537
"Citizenship","notCit",42,"Noncitizen","Who are not citizens",1,"Washington","WA",.17547503,.16381957,.15519063,.13540602,.12352201,.12249266,.11349048,.10034704
